lat,lon,value,tab
-22.8,-47.6,3,Twitter
-22.8,-50.2,5,Twitter
-22.8,-51.4,1,Twitter
-22.8,148.7,1,Twitter
-22.9,-42,103,Twitter
-22.9,-42.1,1,Twitter
-22.9,-42.3,15,Twitter
-22.9,-42.4,2,Twitter
-22.9,-42.5,19,Twitter
-22.9,-42.9,1,Twitter
-22.9,-43,2,Twitter
-22.9,-43.1,69,Twitter
-22.9,-43.2,84,Twitter
-22.9,-43.3,23,Twitter
-22.9,-43.4,10,Twitter
-22.9,-43.5,11,Twitter
-22.9,-43.6,7,Twitter
-22.9,-44.3,1,Twitter
-22.9,-45.5,56,Twitter
-22.9,-46.3,3,Twitter
-22.9,-47,7,Twitter
-22.9,-47.1,16,Twitter
-22.9,-47.2,1621,Twitter
-22.9,-47.3,1,Twitter
-22.9,-48.4,1,Twitter
-22.9,-48.5,69,Twitter
-22.9,-49.6,10,Twitter
-22.9,-49.8,1,Twitter
-22.9,-50.8,1,Twitter
-22.9,-87.9,1,Twitter
-23,-42,2,Twitter
-23,-43.1,1,Twitter
-23,-43.2,14456,Twitter
-23,-43.3,52,Twitter
-23,-43.4,24,Twitter
-23,-43.5,4,Twitter
-23,-43.6,2,Twitter
-23,-43.7,1,Twitter
-23,-44,1,Twitter
-23,-44.3,79,Twitter
-23,-44.4,1,Twitter
-23,-45.5,1,Twitter
-23,-45.6,13,Twitter
-23,-46.6,1,Twitter
-23,-46.8,60,Twitter
-23,-47,101,Twitter
-23,-47.1,1,Twitter
-23,-47.5,16,Twitter
-23,-48,1,Twitter
-23,-49.9,42,Twitter
-23,14.5,2,Twitter
-23,147.8,1,Twitter
-23.1,-118.3,1,Twitter
-23.1,-45.7,1,Twitter
-23.1,-46.4,1,Twitter
-23.1,-46.5,65,Twitter
-23.1,-46.6,2,Twitter
-23.1,-46.7,1,Twitter
-23.1,-46.9,1,Twitter
-23.1,-47,2,Twitter
-23.1,-47.2,132,Twitter
-23.1,-47.8,2,Twitter
-23.1,-52.5,2,Twitter
-23.1,-70.5,1,Twitter
-23.1,150.7,2,Twitter
-23.1,29.9,2,Twitter
-23.2,-44.7,15,Twitter
-23.2,-45.9,21,Twitter
-23.2,-46.6,1,Twitter
-23.2,-46.8,6,Twitter
-23.2,-46.9,57,Twitter
-23.2,-47,2,Twitter
-23.2,-47.1,8,Twitter
-23.2,-47.3,35,Twitter
-23.2,-47.5,6,Twitter
-23.2,-47.7,9,Twitter
-23.2,-49.4,5,Twitter
-23.2,-50,2,Twitter
-23.2,-50.6,2,Twitter
-23.3,-45.8,1,Twitter
-23.3,-45.9,3,Twitter
-23.3,-46,21,Twitter
-23.3,-46.4,1,Twitter
-23.3,-46.6,1,Twitter
-23.3,-46.7,10,Twitter
-23.3,-47.3,74,Twitter
-23.3,-47.7,5,Twitter
-23.3,-47.9,1,Twitter
-23.3,-50.1,1,Twitter
-23.3,-50.7,1,Twitter
-23.3,-51.2,452,Twitter
-23.3,150.5,2,Twitter
-23.4,-45.1,26,Twitter
-23.4,-45.7,3,Twitter
-23.4,-45.9,7,Twitter
-23.4,-46,5,Twitter
-23.4,-46.5,314,Twitter
-23.4,-46.7,19,Twitter
-23.4,-46.8,3,Twitter
-23.4,-46.9,5,Twitter
-23.4,-47.1,1,Twitter
-23.4,-47.9,10,Twitter
-23.4,-48.4,2,Twitter
-23.4,-49.1,1,Twitter
-23.4,-49.5,2,Twitter
-23.4,-50.8,1,Twitter
-23.4,-51.2,1,Twitter
-23.4,-51.4,22,Twitter
-23.4,-51.9,26,Twitter
-23.4,150.5,10,Twitter
-23.5,-45.1,1,Twitter
-23.5,-45.6,1,Twitter
-23.5,-46.2,157,Twitter
-23.5,-46.3,44,Twitter
-23.5,-46.4,12,Twitter
-23.5,-46.5,22,Twitter
-23.5,-46.6,57,Twitter
-23.5,-46.7,95,Twitter
-23.5,-46.8,302,Twitter
-23.5,-46.9,26,Twitter
-23.5,-47,1,Twitter
-23.5,-47.1,2,Twitter
-23.5,-47.2,7,Twitter
-23.5,-47.4,26,Twitter
-23.5,-47.5,737,Twitter
-23.5,-47.6,2,Twitter
-23.5,-49.2,3,Twitter
-23.5,-51.7,5,Twitter
-23.6,-45.4,40,Twitter
-23.6,-46.1,1,Twitter
-23.6,-46.5,10,Twitter
-23.6,-46.6,119,Twitter
-23.6,-46.7,2490,Twitter
-23.6,-46.8,11,Twitter
-23.6,-46.9,62,Twitter
-23.6,-47,1,Twitter
-23.6,-47.2,1,Twitter
-23.6,-47.6,4,Twitter
-23.6,-48,50,Twitter
-23.6,-51.5,48,Twitter
-23.6,-51.6,1,Twitter
-23.6,-70.4,185,Twitter
-23.6,148.5,2,Twitter
-23.7,-45.3,1,Twitter
-23.7,-45.4,1,Twitter
-23.7,-46.4,5,Twitter
-23.7,-46.5,39,Twitter
-23.7,-46.6,69,Twitter
-23.7,-46.7,29,Twitter
-23.7,-46.8,10,Twitter
-23.7,-47.4,1,Twitter
-23.7,-52.6,26,Twitter
-23.7,-70.4,5,Twitter
-23.7,133.9,6,Twitter
-23.8,-45.4,14,Twitter
-23.8,-45.6,6,Twitter
-23.8,-45.7,2,Twitter
-23.8,-46,2,Twitter
-23.8,-46.2,1,Twitter
-23.8,-46.7,1,Twitter
-23.8,-47.7,2,Twitter
-23.8,-48.6,2,Twitter
-23.8,-51.1,1,Twitter
-23.8,-52.4,1,Twitter
-23.8,-53.1,1,Twitter
-23.8,-53.3,34,Twitter
-23.8,151.2,1,Twitter
-23.8,151.3,1,Twitter
-23.8,29.4,1,Twitter
-23.9,-46.1,3,Twitter
-23.9,-46.3,3,Twitter
-23.9,-46.4,3,Twitter
-23.9,-52.3,1,Twitter
-23.9,151.2,1,Twitter
-23.9,29.5,2,Twitter
-24,-46.2,16,Twitter
-24,-46.3,1233,Twitter
-24,-46.4,106,Twitter
-24,-46.5,2,Twitter
-24,-48.9,27,Twitter
-24,-52.4,3,Twitter
-24,-53,1,Twitter
-24,151.4,1,Twitter
-24.1,-49.8,2,Twitter
-24.1,-54.3,3,Twitter
-24.1,-55.6,1,Twitter
-24.2,-46.8,1,Twitter
-24.2,-54.1,2,Twitter
-24.2,-69.1,1,Twitter
-24.2,29,1,Twitter
-24.3,-47,5,Twitter
-24.3,-47.6,1,Twitter
-24.3,-50.6,1,Twitter
-24.4,-47.9,1,Twitter
-24.5,-47.8,20,Twitter
-24.5,-49.9,1,Twitter
-24.6,150,1,Twitter
-24.7,-47.6,3,Twitter
-24.7,-48,1,Twitter
-24.7,-48.1,1,Twitter
-24.7,-53.7,26,Twitter
-24.7,-65.5,1,Twitter
-24.7,25.9,15,Twitter
-24.8,-50,3,Twitter
-24.8,-50.5,1,Twitter
-24.8,-65.4,21,Twitter
-24.8,152.5,2,Twitter
-24.9,-54.9,1,Twitter
-24.9,152.3,15,Twitter
-24.9,152.4,1,Twitter
-24.9,30.8,2,Twitter
-24.9,33.4,5,Twitter
-24.9,33.5,2,Twitter
-25,-53.5,113,Twitter
-25,31.1,1,Twitter
-25,33.5,3,Twitter
-25.1,-50.2,122,Twitter
-25.1,-57.5,5,Twitter
-25.2,-57.6,1,Twitter
-25.3,-49.2,3,Twitter
-25.3,-54.1,7,Twitter
-25.3,-57.5,9,Twitter
-25.3,-57.6,82,Twitter
-25.3,152.8,11,Twitter
-25.3,152.9,2,Twitter
-25.3,31,1,Twitter
-25.4,-48.7,2,Twitter
-25.4,-49.2,17,Twitter
-25.4,-49.3,3988,Twitter
-25.4,-49.4,1,Twitter
-25.4,-51.5,45,Twitter
-25.4,-52.4,2,Twitter
-25.4,-57.5,6,Twitter
-25.4,-57.6,5,Twitter
-25.4,28.2,1,Twitter
-25.4,32.8,2,Twitter
-25.5,-48.5,1,Twitter
-25.5,-49.2,101,Twitter
-25.5,-49.3,13,Twitter
-25.5,-49.5,6,Twitter
-25.5,-49.7,1,Twitter
-25.5,-54.6,13,Twitter
-25.5,152.7,3,Twitter
-25.5,31,3,Twitter
-25.6,-48.3,1,Twitter
-25.7,-48.5,1,Twitter
-25.7,-49.3,1,Twitter
-25.7,-53.8,1,Twitter
-25.7,27.2,2,Twitter
-25.7,27.9,2,Twitter
-25.7,28.2,216,Twitter
-25.7,28.3,5,Twitter
-25.7,32.7,1,Twitter
-25.8,-48.5,8,Twitter
-25.8,-49.7,2,Twitter
-25.8,-56.5,2,Twitter
-25.8,25.6,2,Twitter
-25.8,27.5,1,Twitter
-25.8,28,1,Twitter
-25.8,28.1,2,Twitter
-25.8,28.2,31,Twitter
-25.8,28.3,14,Twitter
-25.8,28.4,1,Twitter
-25.8,28.7,1,Twitter
-25.8,29.3,1,Twitter
-25.8,32.6,1,Twitter
-25.9,-48.6,6,Twitter
-25.9,-52.5,1,Twitter
-25.9,-56.1,1,Twitter
-25.9,153,1,Twitter
-25.9,28,1,Twitter
-25.9,28.1,7,Twitter
-25.9,28.2,9,Twitter
-25.9,29.2,2,Twitter
-25.9,29.3,1,Twitter
-25.9,32.6,1,Twitter
-26,-48.6,1,Twitter
-26,-52.6,1,Twitter
-26,27.9,2,Twitter
-26,28,37,Twitter
-26,28.1,58,Twitter
-26,28.2,3,Twitter
-26,28.3,1,Twitter
-26,32.3,1,Twitter
-26,32.6,22,Twitter
-26.1,-49.8,11,Twitter
-26.1,-53.1,1,Twitter
-26.1,27.8,5,Twitter
-26.1,27.9,22,Twitter
-26.1,28,104,Twitter
-26.1,28.1,58,Twitter
-26.1,28.2,10,Twitter
-26.1,28.3,4,Twitter
-26.1,28.4,1,Twitter
-26.2,-48.8,1,Twitter
-26.2,-49.5,3,Twitter
-26.2,-50.4,5,Twitter
-26.2,-52.7,39,Twitter
-26.2,-58.2,13,Twitter
-26.2,152.7,5,Twitter
-26.2,27.7,2,Twitter
-26.2,27.8,14,Twitter
-26.2,27.9,10,Twitter
-26.2,28,910,Twitter
-26.2,28.1,21,Twitter
-26.2,28.2,6,Twitter
-26.2,28.3,17,Twitter
-26.2,28.4,1,Twitter
-26.3,-48.8,552,Twitter
-26.3,-48.9,2,Twitter
-26.3,-69.2,1,Twitter
-26.3,-69.6,1,Twitter
-26.3,-70.6,1,Twitter
-26.3,27.8,3,Twitter
-26.3,28,5,Twitter
-26.3,28.1,9,Twitter
-26.3,28.2,6,Twitter
-26.3,28.3,3,Twitter
-26.3,28.4,3,Twitter
-26.3,31.1,1,Twitter
-26.4,-52.4,1,Twitter
-26.4,-70,1,Twitter
-26.4,153,1,Twitter
-26.4,153.1,17,Twitter
-26.4,25.9,1,Twitter
-26.4,27.4,1,Twitter
-26.4,27.9,1,Twitter
-26.4,28.1,1,Twitter
-26.4,28.2,1,Twitter
-26.5,-49,10,Twitter
-26.5,-49.1,5,Twitter
-26.5,151,27,Twitter
-26.5,153,125,Twitter
-26.5,153.1,4,Twitter
-26.5,29.2,1,Twitter
-26.5,30,2,Twitter
-26.5,31.5,9,Twitter
-26.6,-48.7,1,Twitter
-26.6,-49,1,Twitter
-26.6,-52.3,3,Twitter
-26.6,151.6,2,Twitter
-26.6,153,2,Twitter
-26.6,153.1,2,Twitter
-26.7,-49.2,3,Twitter
-26.7,152.9,1,Twitter
-26.7,153,1,Twitter
-26.7,153.1,8,Twitter
-26.7,27.1,7,Twitter
-26.7,27.8,5,Twitter
-26.7,27.9,6,Twitter
-26.8,-48.6,1,Twitter
-26.8,-49.1,1,Twitter
-26.8,-53.2,1,Twitter
-26.8,-65.2,21,Twitter
-26.8,152.8,2,Twitter
-26.8,153.1,7,Twitter
-26.8,26.7,1,Twitter
-26.8,27.8,1,Twitter
-26.9,-48.6,1,Twitter
-26.9,-48.7,24,Twitter
-26.9,-49,22,Twitter
-26.9,-49.1,454,Twitter
-26.9,-49.2,11,Twitter
-26.9,-49.4,3,Twitter
-26.9,-52.4,1,Twitter
-26.9,153,1,Twitter
-27,-48.6,35,Twitter
-27,-48.7,2,Twitter
-27,-50,1,Twitter
-27,-50.9,2,Twitter
-27,-51.2,6,Twitter
-27,-65.3,125,Twitter
-27,153,1,Twitter
-27,153.1,4,Twitter
-27.1,-109.4,1,Twitter
-27.1,-48.5,7,Twitter
-27.1,-48.6,28,Twitter
-27.1,-48.9,33,Twitter
-27.1,-49,2,Twitter
-27.1,-52.6,3,Twitter
-27.1,-70.9,1,Twitter
-27.1,152.9,1,Twitter
-27.1,153,4,Twitter
-27.1,153.1,1,Twitter
-27.1,153.2,1,Twitter
-27.2,-48.6,6,Twitter
-27.2,-49.6,38,Twitter
-27.2,-52,1,Twitter
-27.2,152.9,2,Twitter
-27.2,153,4,Twitter
-27.2,153.1,3,Twitter
-27.3,-48.9,2,Twitter
-27.3,-50,1,Twitter
-27.3,-50.6,9,Twitter
-27.3,-70.3,1,Twitter
-27.3,-70.4,1,Twitter
-27.3,152.9,1,Twitter
-27.3,153,11,Twitter
-27.3,153.1,2,Twitter
-27.3,28.7,1,Twitter
-27.4,-48.4,2,Twitter
-27.4,-48.5,2,Twitter
-27.4,-48.6,1,Twitter
-27.4,-49.6,3,Twitter
-27.4,-51.2,6,Twitter
-27.4,-51.6,2,Twitter
-27.4,-53.2,1,Twitter
-27.4,-53.4,5,Twitter
-27.4,-55.9,10,Twitter
-27.4,-70.3,4,Twitter
-27.4,152.9,6,Twitter
-27.4,153,20,Twitter
-27.4,153.1,11,Twitter
-27.4,153.2,1,Twitter
-27.4,23.5,1,Twitter
-27.5,-50.1,1,Twitter
-27.5,-54.4,1,Twitter
-27.5,-58.8,35,Twitter
-27.5,-59,18,Twitter
-27.5,152.5,2,Twitter
-27.5,152.9,4,Twitter
-27.5,153,2573,Twitter
-27.5,153.1,21,Twitter
-27.5,153.2,8,Twitter
-27.6,-48.4,1,Twitter
-27.6,-48.5,117,Twitter
-27.6,-48.6,17,Twitter
-27.6,-52.3,37,Twitter
-27.6,-54.3,5,Twitter
-27.6,151.9,2,Twitter
-27.6,152,45,Twitter
-27.6,152.4,1,Twitter
-27.6,152.6,1,Twitter
-27.6,152.8,10,Twitter
-27.6,152.9,5,Twitter
-27.6,153,5,Twitter
-27.6,153.1,11,Twitter
-27.6,153.2,1,Twitter
-27.6,153.3,2,Twitter
-27.7,-48.5,2,Twitter
-27.7,-48.6,1,Twitter
-27.7,-48.8,1,Twitter
-27.7,152.9,1,Twitter
-27.7,153,3,Twitter
-27.7,153.1,4,Twitter
-27.7,153.2,5,Twitter
-27.7,28.9,1,Twitter
-27.8,-48.6,1,Twitter
-27.8,-50.3,33,Twitter
-27.8,-53.8,4,Twitter
-27.8,-54.4,1,Twitter
-27.8,-64.3,10,Twitter
-27.8,153.2,1,Twitter
-27.8,153.3,1,Twitter
-27.8,29.9,3,Twitter
-27.8,30.1,2,Twitter
-27.8,30.8,1,Twitter
-27.9,-52.9,1,Twitter
-27.9,-53.3,2,Twitter
-27.9,-54.5,6,Twitter
-27.9,153,1,Twitter
-27.9,153.2,2,Twitter
-27.9,153.3,17,Twitter
-27.9,153.4,4,Twitter
-27.9,26.8,1,Twitter
-27.9,27,1,Twitter
-28,-48.6,12,Twitter
-28,153,1,Twitter
-28,153.3,1,Twitter
-28,153.4,562,Twitter
-28,26.7,4,Twitter
-28.1,-52,6,Twitter
-28.1,-55.6,4,Twitter
-28.1,153.4,10,Twitter
-28.1,153.5,2,Twitter
-28.2,-48.7,13,Twitter
-28.2,-51.5,3,Twitter
-28.2,153.5,12,Twitter
-28.2,21.8,1,Twitter
-28.2,27.1,1,Twitter
-28.2,31.8,1,Twitter
-28.3,-49,4,Twitter
-28.3,-52.4,83,Twitter
-28.3,-52.8,7,Twitter
-28.3,-53.5,9,Twitter
-28.3,-54.3,3,Twitter
-28.3,153.4,1,Twitter
-28.3,153.5,1,Twitter
-28.3,153.6,1,Twitter
-28.3,29.1,1,Twitter
-28.4,-49.4,1,Twitter
-28.4,-50.6,6,Twitter
-28.4,-52.2,11,Twitter
-28.4,-53.9,7,Twitter
-28.4,21.3,1,Twitter
-28.4,29,1,Twitter
-28.5,-48.8,6,Twitter
-28.5,-49,3,Twitter
-28.5,-49.3,8,Twitter
-28.5,-50.9,10,Twitter
-28.5,-59,7,Twitter
-28.5,-65.8,4,Twitter
-28.5,153.5,1,Twitter
-28.5,21.3,1,Twitter
-28.5,29.8,1,Twitter
-28.6,-49,3,Twitter
-28.6,-49.3,1,Twitter
-28.6,-53.6,17,Twitter
-28.6,-65.8,2,Twitter
-28.6,-70.8,3,Twitter
-28.6,153.6,46,Twitter
-28.7,-49.4,26,Twitter
-28.7,-56,1,Twitter
-28.7,-64.2,1,Twitter
-28.7,-66.7,1,Twitter
-28.7,24.7,2,Twitter
-28.7,29.2,1,Twitter
-28.7,31.9,1,Twitter
-28.7,32.1,1,Twitter
-28.8,-51.4,1,Twitter
-28.8,-51.6,1,Twitter
-28.8,-52.5,1,Twitter
-28.8,114.6,2,Twitter
-28.8,153.3,5,Twitter
-28.8,153.6,1,Twitter
-28.8,24.6,1,Twitter
-28.9,-49.5,2,Twitter
-28.9,153.6,6,Twitter
-29,-49.4,1,Twitter
-29,-49.5,1,Twitter
-29,-50.1,1,Twitter
-29,-51.2,6,Twitter
-29,168,2,Twitter
-29,29.4,1,Twitter
-29,29.9,1,Twitter
-29,30.9,1,Twitter
-29.1,-49.6,7,Twitter
-29.1,-59.7,1,Twitter
-29.1,152.1,12,Twitter
-29.1,26.2,39,Twitter
-29.2,-51.2,300,Twitter
-29.2,-51.4,26,Twitter
-29.2,-51.5,1,Twitter
-29.2,-52.2,1,Twitter
-29.2,-54.9,11,Twitter
-29.2,-56.6,10,Twitter
-29.2,26.2,2,Twitter
-29.3,-49.7,1,Twitter
-29.3,-49.8,10,Twitter
-29.3,-51.5,2,Twitter
-29.3,-51.9,2,Twitter
-29.3,27.5,1,Twitter
-29.4,-50.8,11,Twitter
-29.4,-50.9,21,Twitter
-29.4,-51.1,1,Twitter
-29.4,-51.2,1,Twitter
-29.4,-51.9,2,Twitter
-29.5,-51.1,1,Twitter
-29.5,-51.3,2,Twitter
-29.5,-52,32,Twitter
-29.5,149.8,1,Twitter
-29.5,26.1,1,Twitter
-29.5,30.2,3,Twitter
-29.5,31.2,2,Twitter
-29.6,-50,1,Twitter
-29.6,-50.8,11,Twitter
-29.6,-50.9,2,Twitter
-29.6,-51,16,Twitter
-29.6,-51.2,4,Twitter
-29.6,-52.2,1,Twitter
-29.6,-53.4,2,Twitter
-29.6,-55.5,1,Twitter
-29.6,151.8,1,Twitter
-29.6,30.3,2,Twitter
-29.6,30.4,18,Twitter
-29.6,31,1,Twitter
-29.7,-50,2,Twitter
-29.7,-50.8,1,Twitter
-29.7,-51.1,192,Twitter
-29.7,-51.5,11,Twitter
-29.7,-52.4,98,Twitter
-29.7,-53.8,273,Twitter
-29.7,152.9,1,Twitter
-29.7,31,5,Twitter
-29.7,31.1,12,Twitter
-29.8,-50,2,Twitter
-29.8,-50.1,1,Twitter
-29.8,-51.1,27,Twitter
-29.8,-51.2,3,Twitter
-29.8,-51.9,5,Twitter
-29.8,-55.8,15,Twitter
-29.8,-57.1,17,Twitter
-29.8,30.6,1,Twitter
-29.8,30.9,6,Twitter
-29.8,31,6,Twitter
-29.9,-50.1,1,Twitter
-29.9,-51,6,Twitter
-29.9,-51.1,22,Twitter
-29.9,-51.2,189,Twitter
-29.9,-51.3,1,Twitter
-29.9,-51.7,1,Twitter
-29.9,-54.7,2,Twitter
-29.9,-71.2,126,Twitter
-29.9,-71.3,5,Twitter
-29.9,30.9,3,Twitter
-29.9,31,211,Twitter
-29.9,31.1,1,Twitter
-3,-47.4,2,Twitter
-3,104.7,108,Twitter
-3,104.8,428,Twitter
-3,106.5,1,Twitter
-3,114.8,1,Twitter
-3,119.9,1,Twitter
-3,120.2,3,Twitter
-3,134.8,1,Twitter
-3.1,-60,1217,Twitter
-3.1,-60.1,2,Twitter
-3.1,104.7,1,Twitter
-3.1,104.8,1,Twitter
-3.1,115.1,1,Twitter
-3.1,119.9,1,Twitter
-3.1,120.2,1,Twitter
-3.1,128.2,1,Twitter
-3.1,130.5,1,Twitter
-3.2,104.6,1,Twitter
-3.2,104.7,1,Twitter
-3.2,114.5,1,Twitter
-3.3,-42.4,2,Twitter
-3.3,-79.9,2,Twitter
-3.3,-80,2,Twitter
-3.3,102.9,5,Twitter
-3.3,104.7,1,Twitter
-3.3,114.6,152,Twitter
-3.3,127.1,1,Twitter
-3.3,127.2,1,Twitter
-3.3,135.5,1,Twitter
-3.4,102.2,1,Twitter
-3.4,104.2,5,Twitter
-3.4,104.3,2,Twitter
-3.4,104.8,1,Twitter
-3.4,112.6,1,Twitter
-3.4,114.6,8,Twitter
-3.4,114.7,3,Twitter
-3.4,114.8,19,Twitter
-3.4,114.9,3,Twitter
-3.4,116,5,Twitter
-3.4,119.3,1,Twitter
-3.4,135.5,1,Twitter
-3.4,143.2,4,Twitter
-3.4,29.4,1,Twitter
-3.4,36.7,9,Twitter
-3.5,-39.1,1,Twitter
-3.5,102.5,2,Twitter
-3.5,102.6,1,Twitter
-3.5,114.8,2,Twitter
-3.5,115,1,Twitter
-3.6,-40.2,30,Twitter
-3.6,102.6,1,Twitter
-3.6,103.1,1,Twitter
-3.6,103.8,2,Twitter
-3.6,104.8,2,Twitter
-3.6,128.3,2,Twitter
-3.7,-38.5,2081,Twitter
-3.7,-38.7,2,Twitter
-3.7,-43.4,2,Twitter
-3.7,-73.3,5,Twitter
-3.7,-79.7,1,Twitter
-3.7,103.8,2,Twitter
-3.7,128.1,1,Twitter
-3.7,128.2,13,Twitter
-3.8,-38.5,9,Twitter
-3.8,-38.6,3,Twitter
-3.8,-73.3,2,Twitter
-3.8,102.3,13,Twitter
-3.8,103.8,1,Twitter
-3.8,114.7,1,Twitter
-3.8,114.8,2,Twitter
-3.8,115.4,1,Twitter
-3.8,119.7,2,Twitter
-3.9,-32.4,2,Twitter
-3.9,-38.4,2,Twitter
-3.9,-38.5,2,Twitter
-3.9,-38.7,1,Twitter
-3.9,-41.7,2,Twitter
-3.9,102.3,4,Twitter
-3.9,115.1,2,Twitter
-3.9,130.9,1,Twitter
-30,-50.1,1,Twitter
-30,-51,1,Twitter
-30,-51.1,15,Twitter
-30,-51.2,3913,Twitter
-30,-51.6,6,Twitter
-30,-52.4,2,Twitter
-30,-52.9,22,Twitter
-30,-71.3,50,Twitter
-30,30.9,3,Twitter
-30.1,-50.2,1,Twitter
-30.1,-51.2,16,Twitter
-30.1,-51.3,8,Twitter
-30.1,-51.6,1,Twitter
-30.1,153.2,1,Twitter
-30.1,30.9,3,Twitter
-30.2,-51.2,1,Twitter
-30.2,-71.1,1,Twitter
-30.2,-71.5,1,Twitter
-30.3,153.1,25,Twitter
-30.3,30.6,1,Twitter
-30.3,30.7,1,Twitter
-30.4,152.8,86,Twitter
-30.4,152.9,1,Twitter
-30.4,153.1,1,Twitter
-30.5,-52.5,1,Twitter
-30.5,151.7,6,Twitter
-30.5,30.7,1,Twitter
-30.6,-71.2,26,Twitter
-30.6,151.5,1,Twitter
-30.7,-51.4,1,Twitter
-30.7,-62,2,Twitter
-30.7,121.5,4,Twitter
-30.7,152.9,1,Twitter
-30.7,30.5,2,Twitter
-30.8,121.5,1,Twitter
-30.9,-51.8,1,Twitter
-30.9,-55.5,7,Twitter
-30.9,-64.5,1,Twitter
-30.9,152.9,1,Twitter
-30.9,30.4,2,Twitter
-31,-54.7,1,Twitter
-31,-61,3,Twitter
-31,150.1,2,Twitter
-31,30.2,1,Twitter
-31,30.3,1,Twitter
-31.1,-64.3,1,Twitter
-31.1,150.9,6,Twitter
-31.2,-64.3,1,Twitter
-31.3,-64.3,1,Twitter
-31.3,-65.1,1,Twitter
-31.4,-58,15,Twitter
-31.4,-62.4,1,Twitter
-31.4,-64.1,2,Twitter
-31.4,-64.2,92,Twitter
-31.4,-64.3,1,Twitter
-31.4,-64.5,5,Twitter
-31.4,152.9,13,Twitter
-31.5,-53.7,1,Twitter
-31.5,-60.6,1,Twitter
-31.5,-64.2,1,Twitter
-31.5,-68.5,9,Twitter
-31.5,152.7,1,Twitter
-31.6,-60.1,2,Twitter
-31.6,-60.7,46,Twitter
-31.6,-71.2,1,Twitter
-31.6,116,1,Twitter
-31.6,28.7,1,Twitter
-31.6,28.8,1,Twitter
-31.7,-60.5,1,Twitter
-31.7,115.7,2,Twitter
-31.7,115.8,2,Twitter
-31.7,18.5,1,Twitter
-31.8,-52.3,319,Twitter
-31.8,-52.4,1,Twitter
-31.8,-63.8,1,Twitter
-31.8,115.7,2,Twitter
-31.8,115.8,8,Twitter
-31.8,115.9,1,Twitter
-31.9,-71.5,1,Twitter
-31.9,115.8,13,Twitter
-31.9,115.9,14,Twitter
-31.9,116,6,Twitter
-31.9,116.1,2,Twitter
-31.9,152.5,3,Twitter
-32,-52.1,923,Twitter
-32,115.8,10,Twitter
-32,115.9,1644,Twitter
-32,116,5,Twitter
-32,116.1,1,Twitter
-32,141.5,5,Twitter
-32.1,115.7,24,Twitter
-32.1,115.8,11,Twitter
-32.1,115.9,9,Twitter
-32.1,116,2,Twitter
-32.1,116.1,2,Twitter
-32.2,-53.1,4,Twitter
-32.2,-64.1,1,Twitter
-32.2,-71.5,1,Twitter
-32.2,116,1,Twitter
-32.2,148.6,8,Twitter
-32.3,-58.1,1,Twitter
-32.3,115.7,6,Twitter
-32.3,115.8,3,Twitter
-32.3,117.9,1,Twitter
-32.3,150.9,1,Twitter
-32.4,115.8,2,Twitter
-32.5,-66,1,Twitter
-32.5,-71.2,2,Twitter
-32.5,115.7,10,Twitter
-32.5,116.6,18,Twitter
-32.5,137.8,1,Twitter
-32.6,-54.5,1,Twitter
-32.6,-62.7,1,Twitter
-32.6,-70.7,1,Twitter
-32.6,-71.3,1,Twitter
-32.6,-71.4,2,Twitter
-32.6,115.8,1,Twitter
-32.6,115.9,1,Twitter
-32.6,149.6,2,Twitter
-32.6,151.2,2,Twitter
-32.7,-61.1,1,Twitter
-32.7,-71.4,1,Twitter
-32.7,115.8,1,Twitter
-32.7,151.3,1,Twitter
-32.7,151.5,48,Twitter
-32.7,151.6,1,Twitter
-32.8,-70.6,16,Twitter
-32.8,-70.7,20,Twitter
-32.8,-70.9,1,Twitter
-32.8,-71.2,7,Twitter
-32.8,151.3,1,Twitter
-32.8,151.4,1,Twitter
-32.8,151.5,3,Twitter
-32.8,151.7,1,Twitter
-32.9,-60.6,1,Twitter
-32.9,-60.7,4,Twitter
-32.9,-60.9,1,Twitter
-32.9,-68.8,112,Twitter
-32.9,-68.9,3,Twitter
-32.9,-71.2,3,Twitter
-32.9,-71.3,11,Twitter
-32.9,-71.5,3,Twitter
-32.9,151.7,6,Twitter
-32.9,151.8,234,Twitter
-32.9,27.4,1,Twitter
-32.9,27.9,1,Twitter
-32.9,28,1,Twitter
-33,-60.6,2,Twitter
-33,-60.7,180,Twitter
-33,-64.1,1,Twitter
-33,-68.8,1,Twitter
-33,-70.9,1,Twitter
-33,-71.3,3,Twitter
-33,-71.4,46,Twitter
-33,-71.5,13,Twitter
-33,-71.6,98,Twitter
-33,-71.7,1,Twitter
-33,151.6,1,Twitter
-33,151.7,7,Twitter
-33,17.9,1,Twitter
-33,18.1,1,Twitter
-33,27.7,1,Twitter
-33,27.8,1,Twitter
-33,27.9,171,Twitter
-33.1,-58.3,1,Twitter
-33.1,-70.8,1,Twitter
-33.1,-71.4,2,Twitter
-33.1,-71.6,2,Twitter
-33.1,151.6,7,Twitter
-33.1,18,1,Twitter
-33.2,-70.7,2,Twitter
-33.2,-71.5,1,Twitter
-33.2,138,2,Twitter
-33.2,151.5,3,Twitter
-33.3,-66.3,9,Twitter
-33.3,-70.3,1,Twitter
-33.3,-70.5,2,Twitter
-33.3,-70.6,1,Twitter
-33.3,-70.7,6,Twitter
-33.3,-70.9,2,Twitter
