Latitude,Longitude,tab
48.208789,-114.293126,Mcdonalds
39.152025,-108.739644,Mcdonalds
31.890974,-109.654935,Mcdonalds
29.908271,-95.584683,Mcdonalds
46.675086,-122.978197,Mcdonalds
35.143593,-114.578781,Mcdonalds
30.403036,-87.342587,Mcdonalds
30.49644,-88.335519,Mcdonalds
35.668291,-80.457663,Mcdonalds
38.7252,-76.657,Mcdonalds
40.169308,-74.849585,Mcdonalds
21.46786163,-158.0013217,Mcdonalds
41.441436,-82.185222,Mcdonalds
39.966953,-76.772774,Mcdonalds
39.749705,-77.093116,Mcdonalds
26.529272,-80.147558,Mcdonalds
21.296136,-157.855985,Mcdonalds
42.1733,-70.881,Mcdonalds
33.629205,-111.891133,Mcdonalds
39.040061,-77.475271,Mcdonalds
31.720762,-106.304701,Mcdonalds
29.9007,-90.0457,Mcdonalds
33.596465,-112.167551,Mcdonalds
42.166308,-72.546056,Mcdonalds
44.048137,-123.145771,Mcdonalds
32.73831,-97.48165,Mcdonalds
32.70594,-97.320279,Mcdonalds
31.307301,-82.24206,Mcdonalds
34.40179,-119.722393,Mcdonalds
33.946423,-78.50278,Mcdonalds
39.91032,-76.70304,Mcdonalds
38.547451,-122.812705,Mcdonalds
38.021368,-121.942008,Mcdonalds
34.8925,-82.2916,Mcdonalds
32.938729,-97.183887,Mcdonalds
29.976,-90.1608,Mcdonalds
35.79198746,-78.37969756,Mcdonalds
33.190457,-117.362074,Mcdonalds
37.419692,-122.093457,Mcdonalds
37.401348,-77.424605,Mcdonalds
39.982709,-82.81526642,Mcdonalds
40.450054,-80.617262,Mcdonalds
41.137699,-73.34205,Mcdonalds
37.700393,-121.884247,Mcdonalds
37.40057,-122.108698,Mcdonalds
37.7643,-89.3347,Mcdonalds
26.527797,-81.865287,Mcdonalds
26.614451,-81.663826,Mcdonalds
33.873657,-117.877163,Mcdonalds
38.43164,-92.853971,Mcdonalds
34.106487,-117.533081,Mcdonalds
34.106486,-117.428319,Mcdonalds
33.941546,-117.283817,Mcdonalds
35.636412,-106.039111,Mcdonalds
38.296819,-77.44637,Mcdonalds
42.240069,-88.841336,Mcdonalds
42.367192,-89.034944,Mcdonalds
40.042096,-79.07526,Mcdonalds
39.4937,-76.6495,Mcdonalds
47.848993,-92.685982,Mcdonalds
39.3719,-84.3847,Mcdonalds
37.862851,-94.018265,Mcdonalds
43.5531,-73.386412,Mcdonalds
37.252616,-76.763994,Mcdonalds
38.648061,-78.675703,Mcdonalds
37.538,-77.5199,Mcdonalds
35.742144,-81.558082,Mcdonalds
41.412235,-73.456819,Mcdonalds
44.964687,-122.983636,Mcdonalds
44.809627,-122.81463,Mcdonalds
38.823523,-76.738717,Mcdonalds
40.763383,-73.770715,Mcdonalds
40.705099,-73.653055,Mcdonalds
40.700177,-73.904627,Mcdonalds
39.615,-77.6917,Mcdonalds
42.4304,-71.0697,Mcdonalds
41.418672,-81.897077,Mcdonalds
30.538009,-87.087414,Mcdonalds
42.447193,-75.021419,Mcdonalds
43.126151,-75.226935,Mcdonalds
43.333843,-73.678652,Mcdonalds
42.681017,-74.457587,Mcdonalds
38.666966,-93.563324,Mcdonalds
34.233258,-102.736286,Mcdonalds
41.424154,-81.497556,Mcdonalds
40.892809,-73.857487,Mcdonalds
42.772188,-71.115455,Mcdonalds
33.607277,-92.071936,Mcdonalds
34.2528,-84.0887,Mcdonalds
42.000961,-87.660712,Mcdonalds
36.637946,-82.112864,Mcdonalds
36.11279,-84.051862,Mcdonalds
29.501334,-82.870577,Mcdonalds
30.188312,-82.580407,Mcdonalds
27.049661,-82.396731,Mcdonalds
28.303887,-81.4593,Mcdonalds
30.427924,-84.214455,Mcdonalds
27.447624,-82.52644,Mcdonalds
27.462517,-82.615341,Mcdonalds
31.64299,-97.089318,Mcdonalds
32.9356,-80.0386,Mcdonalds
33.446073,-84.323963,Mcdonalds
42.6903,-71.1733,Mcdonalds
41.1643109,-83.42088461,Mcdonalds
39.350541,-111.587745,Mcdonalds
36.808547,-119.713586,Mcdonalds
40.0826,-84.634134,Mcdonalds
39.687479,-84.327848,Mcdonalds
41.141917,-80.166272,Mcdonalds
31.080306,-97.699778,Mcdonalds
40.27577,-75.25985,Mcdonalds
42.19783,-83.261134,Mcdonalds
39.194193,-84.237287,Mcdonalds
39.032646,-83.91902,Mcdonalds
43.089803,-89.527441,Mcdonalds
42.305612,-71.080788,Mcdonalds
35.108722,-80.881682,Mcdonalds
38.436784,-89.915267,Mcdonalds
27.66649,-97.283599,Mcdonalds
30.214274,-95.503064,Mcdonalds
39.113518,-77.54124,Mcdonalds
33.071465,-97.022532,Mcdonalds
32.785618,-97.060736,Mcdonalds
30.534432,-91.410298,Mcdonalds
39.894016,-74.930031,Mcdonalds
40.502992,-86.868566,Mcdonalds
35.711901,-77.900152,Mcdonalds
37.646793,-98.128368,Mcdonalds
40.619489,-73.989638,Mcdonalds
40.638426,-73.948368,Mcdonalds
40.595009,-74.086093,Mcdonalds
40.758145,-73.988968,Mcdonalds
40.981841,-72.541921,Mcdonalds
41.747585,-88.164037,Mcdonalds
41.324386,-87.815656,Mcdonalds
39.21000349,-86.58402033,Mcdonalds
41.736529,-88.255547,Mcdonalds
41.801675,-88.16779,Mcdonalds
43.018938,-85.725122,Mcdonalds
39.446158,-92.418774,Mcdonalds
44.095877,-103.20161,Mcdonalds
45.465,-91.1124,Mcdonalds
32.907587,-96.569196,Mcdonalds
41.835715,-71.576335,Mcdonalds
32.826867,-116.900665,Mcdonalds
30.443365,-84.261658,Mcdonalds
42.972575,-85.918001,Mcdonalds
42.943118,-83.726294,Mcdonalds
33.891528,-84.755124,Mcdonalds
39.342981,-76.544704,Mcdonalds
41.098058,-96.253184,Mcdonalds
41.997895,-87.675872,Mcdonalds
36.855705,-120.454754,Mcdonalds
40.449567,-74.44113,Mcdonalds
29.680678,-91.272365,Mcdonalds
40.720526,-73.76102,Mcdonalds
42.955777,-85.483494,Mcdonalds
40.790214,-89.375317,Mcdonalds
37.839085,-83.857324,Mcdonalds
38.855914,-77.112609,Mcdonalds
25.831865,-80.261533,Mcdonalds
25.578209,-80.335663,Mcdonalds
32.865891,-97.102496,Mcdonalds
31.683134,-106.315082,Mcdonalds
30.598826,-98.269756,Mcdonalds
32.43441,-97.779272,Mcdonalds
33.235196,-97.596853,Mcdonalds
32.360226,-97.360315,Mcdonalds
31.898318,-106.439704,Mcdonalds
30.4834,-97.674209,Mcdonalds
32.935839,-96.752006,Mcdonalds
36.700235,-79.903156,Mcdonalds
44.999181,-93.291371,Mcdonalds
41.7048,-93.5813,Mcdonalds
42.405638,-86.250503,Mcdonalds
45.604298,-122.502663,Mcdonalds
26.122164,-80.143838,Mcdonalds
36.950923,-86.44014,Mcdonalds
45.305341,-122.767071,Mcdonalds
46.155363,-122.983407,Mcdonalds
45.45315,-122.579635,Mcdonalds
38.853198,-77.45024369,Mcdonalds
32.602839,-96.857069,Mcdonalds
41.159065,-95.943077,Mcdonalds
44.989936,-122.98735,Mcdonalds
39.0017,-77.0363,Mcdonalds
38.689974,-76.535805,Mcdonalds
40.644144,-75.346369,Mcdonalds
39.198272,-75.553678,Mcdonalds
38.889533,-76.862765,Mcdonalds
39.557965,-87.355067,Mcdonalds
40.502221,-86.110893,Mcdonalds
44.539784,-123.366224,Mcdonalds
33.046062,-97.011748,Mcdonalds
42.03613,-88.340667,Mcdonalds
39.949232,-75.192904,Mcdonalds
41.385043,-81.977411,Mcdonalds
34.767139,-84.927366,Mcdonalds
35.247112,-102.424484,Mcdonalds
45.604964,-121.140948,Mcdonalds
35.004075,-78.915671,Mcdonalds
39.861427,-75.033703,Mcdonalds
33.27705,-84.291263,Mcdonalds
30.3662,-97.951,Mcdonalds
42.4569,-83.9415,Mcdonalds
29.610121,-95.48622,Mcdonalds
41.852304,-72.663564,Mcdonalds
41.80259,-111.819032,Mcdonalds
39.771284,-105.081313,Mcdonalds
35.665274,-78.699103,Mcdonalds
39.672923,-84.21792,Mcdonalds
35.390437,-118.96155,Mcdonalds
36.70251025,-78.90626657,Mcdonalds
37.246179,-80.03175,Mcdonalds
40.985508,-76.019932,Mcdonalds
37.76576,-122.407546,Mcdonalds
47.959226,-117.476984,Mcdonalds
47.118056,-118.368076,Mcdonalds
34.1107,-84.5537,Mcdonalds
47.711133,-116.924973,Mcdonalds
29.461414,-96.939869,Mcdonalds
38.6173,-76.9005,Mcdonalds
34.381857,-118.57051,Mcdonalds
34.136607,-118.188305,Mcdonalds
34.4051,-118.4655,Mcdonalds
33.5955,-117.676,Mcdonalds
36.518158,-94.611295,Mcdonalds
44.335726,-84.801749,Mcdonalds
42.683097,-84.586462,Mcdonalds
39.412356,-104.873585,Mcdonalds
32.004559,-81.280799,Mcdonalds
26.168669,-80.295876,Mcdonalds
26.308891,-80.202143,Mcdonalds
25.686243,-80.365723,Mcdonalds
25.684571,-80.446482,Mcdonalds
30.12156,-94.165472,Mcdonalds
29.5155,-98.4831,Mcdonalds
35.11688,-101.907181,Mcdonalds
36.11521,-115.20873,Mcdonalds
37.587179,-84.298872,Mcdonalds
39.283463,-76.751271,Mcdonalds
37.775934,-122.418308,Mcdonalds
38.971412,-95.298035,Mcdonalds
39.772297,-86.039903,Mcdonalds
42.941845,-89.383426,Mcdonalds
44.016645,-107.945643,Mcdonalds
45.424729,-122.513293,Mcdonalds
42.536701,-83.03365,Mcdonalds
41.70853,-86.62268,Mcdonalds
41.70637,-86.61924,Mcdonalds
37.790049,-122.400437,Mcdonalds
35.665966,-97.49603,Mcdonalds
41.230065,-95.932958,Mcdonalds
29.048485,-95.461784,Mcdonalds
36.605254,-83.739892,Mcdonalds
43.480708,-111.984447,Mcdonalds
41.652189,-88.124787,Mcdonalds
39.4387,-77.4376,Mcdonalds
43.431684,-85.266508,Mcdonalds
43.597602,-84.886916,Mcdonalds
40.128642,-80.002333,Mcdonalds
29.532656,-95.808122,Mcdonalds
37.468026,-122.223775,Mcdonalds
33.981008,-117.973007,Mcdonalds
34.15903998,-118.6349917,Mcdonalds
33.98124,-118.439522,Mcdonalds
39.067761,-87.248619,Mcdonalds
39.140976,-84.374901,Mcdonalds
42.769606,-84.601356,Mcdonalds
32.4222,-86.9779,Mcdonalds
41.179989,-73.246728,Mcdonalds
44.968625,-123.028396,Mcdonalds
45.752345,-87.077868,Mcdonalds
44.025217,-70.100339,Mcdonalds
38.817492,-77.084504,Mcdonalds
38.742714,-77.0851,Mcdonalds
38.473182,-77.416173,Mcdonalds
36.749621,-79.938639,Mcdonalds
37.516247,-77.525208,Mcdonalds
32.872154,-79.775928,Mcdonalds
35.156591,-88.578988,Mcdonalds
40.650617,-73.950861,Mcdonalds
40.652545,-73.923632,Mcdonalds
42.205326,-84.553338,Mcdonalds
30.312535,-95.452667,Mcdonalds
41.294631,-84.760262,Mcdonalds
46.670118,-123.679159,Mcdonalds
38.25944,-85.640761,Mcdonalds
33.811573,-79.442503,Mcdonalds
34.858732,-82.405117,Mcdonalds
36.673725,-93.872877,Mcdonalds
33.463618,-84.214058,Mcdonalds
33.3539,-84.1184,Mcdonalds
33.4146,-110.83439,Mcdonalds
34.0514,-118.256,Mcdonalds
31.560167,-110.257138,Mcdonalds
37.0625,-95.677068,Mcdonalds
36.1514,-95.9219,Mcdonalds
38.556676,-121.336326,Mcdonalds
32.883029,-97.203639,Mcdonalds
36.497133,-80.602013,Mcdonalds
32.742255,-97.00328,Mcdonalds
32.646478,-97.183772,Mcdonalds
43.92614,-91.246854,Mcdonalds
44.34692048,-87.84126423,Mcdonalds
42.976716,-85.669218,Mcdonalds
34.735237,-80.824073,Mcdonalds
35.754,-96.66429,Mcdonalds
41.503361,-81.620641,Mcdonalds
37.1399,-93.2773,Mcdonalds
36.690237,-93.12212,Mcdonalds
20.905738,-156.487314,Mcdonalds
40.733465,-73.999822,Mcdonalds
41.826568,-72.898202,Mcdonalds
39.502029,-79.326956,Mcdonalds
21.923017,-159.538115,Mcdonalds
42.357837,-83.216877,Mcdonalds
38.776193,-76.056439,Mcdonalds
32.402325,-93.814793,Mcdonalds
32.52719102,-93.69973368,Mcdonalds
41.99139472,-87.88410187,Mcdonalds
41.98743941,-87.88976669,Mcdonalds
41.99547736,-87.90212631,Mcdonalds
41.98514267,-87.923069,Mcdonalds
41.9939464,-87.90761948,Mcdonalds
42.994248,-88.127446,Mcdonalds
26.268852,-98.218878,Mcdonalds
41.730334,-84.968345,Mcdonalds
41.727306,-84.971316,Mcdonalds
36.481857,-80.614636,Mcdonalds
36.377925,-80.481995,Mcdonalds
43.428356,-83.951497,Mcdonalds
36.040139,-79.848404,Mcdonalds
39.959953,-76.700986,Mcdonalds
40.335895,-76.484635,Mcdonalds
30.604209,-96.339046,Mcdonalds
37.0625,-95.677068,Mcdonalds
28.078,-81.963,Mcdonalds
41.613981,-83.62589,Mcdonalds
40.882277,-81.572931,Mcdonalds
33.613648,-117.929627,Mcdonalds
26.512968,-80.090006,Mcdonalds
35.615169,-120.686913,Mcdonalds
40.387571,-111.835597,Mcdonalds
44.354345,-106.691357,Mcdonalds
27.012764,-82.140932,Mcdonalds
26.681835,-81.89923,Mcdonalds
48.848224,-122.572881,Mcdonalds
47.611126,-117.368218,Mcdonalds
45.64443,-109.248487,Mcdonalds
40.042686,-86.136197,Mcdonalds
46.44233,-95.136269,Mcdonalds
38.459449,-87.295779,Mcdonalds
33.013977,-97.071027,Mcdonalds
32.746092,-97.672372,Mcdonalds
34.753878,-83.04575,Mcdonalds
37.0625,-95.677068,Mcdonalds
34.140206,-118.009013,Mcdonalds
34.932812,-86.571965,Mcdonalds
34.657397,-86.482072,Mcdonalds
43.4521,-71.2101,Mcdonalds
34.77391447,-112.4537297,Mcdonalds
38.345224,-91.493346,Mcdonalds
33.975778,-118.422369,Mcdonalds
37.571157,-122.032094,Mcdonalds
29.583722,-95.526476,Mcdonalds
42.826638,-86.095231,Mcdonalds
40.77308,-73.534438,Mcdonalds
40.644286,-74.010968,Mcdonalds
33.844717,-117.22493,Mcdonalds
42.662718,-84.591291,Mcdonalds
40.813505,-73.984517,Mcdonalds
33.810362,-118.291048,Mcdonalds
33.54508,-84.577177,Mcdonalds
40.013452,-79.867847,Mcdonalds
36.023437,-95.978988,Mcdonalds
43.800933,-70.174958,Mcdonalds
36.98279303,-122.0219808,Mcdonalds
31.06111,-98.180925,Mcdonalds
42.306053,-88.005627,Mcdonalds
42.3293,-71.0861,Mcdonalds
39.2959,-102.278616,Mcdonalds
33.669334,-112.202771,Mcdonalds
41.245635,-82.119607,Mcdonalds
44.733733,-85.623904,Mcdonalds
37.403676,-120.849966,Mcdonalds
45.516866,-122.842,Mcdonalds
30.387518,-86.456346,Mcdonalds
37.46437,-121.140967,Mcdonalds
40.741894,-73.993381,Mcdonalds
41.827337,-103.660522,Mcdonalds
42.828514,-103.016787,Mcdonalds
33.754898,-84.390534,Mcdonalds
46.35722,-94.21711,Mcdonalds
32.95892,-117.040542,Mcdonalds
34.106209,-117.678434,Mcdonalds
33.8186,-117.2262,Mcdonalds
34.881657,-116.99371,Mcdonalds
34.071998,-117.370121,Mcdonalds
34.1275,-116.3989,Mcdonalds
33.936786,-117.454218,Mcdonalds
33.10175,-86.861099,Mcdonalds
26.6607,-80.2678,Mcdonalds
33.193787,-117.383511,Mcdonalds
31.509382,-106.149678,Mcdonalds
31.813173,-106.556876,Mcdonalds
38.009768,-121.870167,Mcdonalds
38.366162,-122.713432,Mcdonalds
38.468992,-77.460493,Mcdonalds
39.201749,-92.06781,Mcdonalds
36.793178,-119.699784,Mcdonalds
34.128962,-117.830336,Mcdonalds
42.613861,-83.956483,Mcdonalds
44.507981,-73.086651,Mcdonalds
38.181951,-92.631694,Mcdonalds
42.095853,-76.0006,Mcdonalds
32.578398,-97.3537,Mcdonalds
32.560836,-85.505238,Mcdonalds
33.993638,-84.35141,Mcdonalds
33.82793,-84.491888,Mcdonalds
42.929084,-83.050695,Mcdonalds
35.319733,-97.5207,Mcdonalds
36.1517,-82.4193,Mcdonalds
36.23167,-83.288066,Mcdonalds
29.572998,-98.546539,Mcdonalds
42.377677,-122.91001,Mcdonalds
28.036605,-97.042568,Mcdonalds
29.688997,-95.456585,Mcdonalds
37.5355,-77.4251,Mcdonalds
37.036678,-77.092688,Mcdonalds
33.625729,-111.944407,Mcdonalds
32.65868868,-117.091282,Mcdonalds
42.893864,-83.632186,Mcdonalds
35.169689,-101.926594,Mcdonalds
41.266434,-88.208276,Mcdonalds
39.69957,-105.328972,Mcdonalds
47.910708,-122.207189,Mcdonalds
39.014263,-95.762428,Mcdonalds
37.0625,-95.677068,Mcdonalds
40.756167,-73.970675,Mcdonalds
38.7871,-90.6615,Mcdonalds
33.045415,-96.830161,Mcdonalds
28.5229,-99.8565,Mcdonalds
27.522632,-80.398188,Mcdonalds
31.999964,-106.605835,Mcdonalds
36.61902,-121.84346,Mcdonalds
35.317682,-118.998244,Mcdonalds
42.884781,-88.143276,Mcdonalds
34.028071,-117.593164,Mcdonalds
41.784414,-80.85609,Mcdonalds
37.133368,-121.63081,Mcdonalds
33.973596,-81.155221,Mcdonalds
35.041885,-82.089699,Mcdonalds
41.54728,-86.897075,Mcdonalds
40.377771,-83.755731,Mcdonalds
38.352727,-77.507531,Mcdonalds
31.345367,-92.516483,Mcdonalds
29.682088,-91.264999,Mcdonalds
33.306064,-112.056116,Mcdonalds
36.82881,-87.471988,Mcdonalds
33.771203,-89.820288,Mcdonalds
36.594112,-87.288597,Mcdonalds
45.715272,-121.467554,Mcdonalds
28.931443,-81.671653,Mcdonalds
40.570235,-80.256839,Mcdonalds
32.69822,-114.650529,Mcdonalds
40.768583,-111.88836,Mcdonalds
42.348805,-71.096277,Mcdonalds
42.486593,-94.207566,Mcdonalds
40.104051,-82.924999,Mcdonalds
40.677436,-75.614059,Mcdonalds
35.50661,-78.729011,Mcdonalds
36.100128,-115.223006,Mcdonalds
41.179774,-96.042693,Mcdonalds
40.741562,-88.733487,Mcdonalds
43.600772,-83.183308,Mcdonalds
43.667149,-83.951265,Mcdonalds
40.509487,-81.45179,Mcdonalds
36.146463,-115.155833,Mcdonalds
35.464699,-94.356582,Mcdonalds
35.737591,-78.973411,Mcdonalds
36.06654992,-80.30073524,Mcdonalds
29.3982,-98.3876,Mcdonalds
37.778868,-122.392741,Mcdonalds
41.714624,-81.300696,Mcdonalds
43.717165,-87.758101,Mcdonalds
43.138868,-88.23354,Mcdonalds
40.921482,-77.036424,Mcdonalds
42.5709,-87.8865,Mcdonalds
42.205691,-72.609879,Mcdonalds
37.56807756,-90.28357387,Mcdonalds
40.094038,-83.08585,Mcdonalds
42.746174,-86.073208,Mcdonalds
42.4482,-83.3372,Mcdonalds
45.391482,-122.645928,Mcdonalds
42.712986,-83.034946,Mcdonalds
36.68786055,-78.90086414,Mcdonalds
42.726405,-77.872868,Mcdonalds
40.749258,-73.86306,Mcdonalds
38.8707615,-77.2620131,Mcdonalds
41.921311,-88.262507,Mcdonalds
26.211298,-98.293468,Mcdonalds
41.821036,-73.079237,Mcdonalds
26.331539,-81.753555,Mcdonalds
26.27188,-80.282393,Mcdonalds
35.317311,-81.857709,Mcdonalds
42.16644415,-87.92200208,Mcdonalds
34.165598,-117.332622,Mcdonalds
39.892702,-79.813324,Mcdonalds
33.809437,-117.852881,Mcdonalds
41.777695,-86.732692,Mcdonalds
39.327675,-74.597377,Mcdonalds
27.638003,-80.521596,Mcdonalds
41.293731,-96.118331,Mcdonalds
42.688496,-87.835837,Mcdonalds
40.917031,-73.896885,Mcdonalds
35.963361,-84.982053,Mcdonalds
29.3568,-94.9769,Mcdonalds
32.794425,-117.194189,Mcdonalds
33.692215,-117.98857,Mcdonalds
35.1287,-81.8644,Mcdonalds
47.518407,-114.096869,Mcdonalds
40.307542,-79.372189,Mcdonalds
39.312705,-76.464969,Mcdonalds
39.315953,-76.544757,Mcdonalds
39.841025,-77.207272,Mcdonalds
39.915405,-76.630647,Mcdonalds
40.027046,-76.327723,Mcdonalds
28.396462,-80.612672,Mcdonalds
27.991949,-82.754797,Mcdonalds
40.179139,-74.879343,Mcdonalds
38.032125,-78.477519,Mcdonalds
38.78311,-121.265899,Mcdonalds
29.627873,-81.887786,Mcdonalds
36.310161,-119.313938,Mcdonalds
41.420577,-87.238899,Mcdonalds
35.674377,-119.227945,Mcdonalds
33.64808,-117.59535,Mcdonalds
30.150372,-92.093809,Mcdonalds
43.191869,-89.464462,Mcdonalds
30.4963,-90.1048,Mcdonalds
41.350907,-81.758752,Mcdonalds
26.185815,-97.732306,Mcdonalds
41.306833,-112.023245,Mcdonalds
39.770699,-76.960449,Mcdonalds
39.087349,-79.984754,Mcdonalds
47.877824,-122.187813,Mcdonalds
41.886,-70.7667,Mcdonalds
42.2827,-71.6541,Mcdonalds
39.09413,-120.950935,Mcdonalds
38.993912,-119.164129,Mcdonalds
39.391102,-119.767131,Mcdonalds
30.271129,-81.735698,Mcdonalds
36.335041,-94.180957,Mcdonalds
42.15308155,-87.95266428,Mcdonalds
33.63797,-112.220701,Mcdonalds
43.167328,-83.524684,Mcdonalds
32.74711,-96.596605,Mcdonalds
38.785817,-123.014187,Mcdonalds
44.778216,-91.431863,Mcdonalds
48.156228,-119.711546,Mcdonalds
33.004785,-82.395805,Mcdonalds
38.678198,-90.0114,Mcdonalds
41.011542,-80.393071,Mcdonalds
42.749262,-78.854104,Mcdonalds
40.095825,-80.722788,Mcdonalds
31.479541,-97.206303,Mcdonalds
37.34832,-121.864957,Mcdonalds
33.171446,-117.252676,Mcdonalds
37.0625,-95.677068,Mcdonalds
41.818839,-72.656836,Mcdonalds
38.416354,-90.390069,Mcdonalds
39.049565,-94.436355,Mcdonalds
35.278952,-93.093612,Mcdonalds
37.733049,-120.959142,Mcdonalds
44.787766,-85.638029,Mcdonalds
36.118168,-81.837766,Mcdonalds
38.49656563,-90.29994859,Mcdonalds
36.786878,-119.75493,Mcdonalds
33.686615,-117.88569,Mcdonalds
35.248364,-78.380955,Mcdonalds
38.678989,-89.985854,Mcdonalds
40.784577,-111.938392,Mcdonalds
40.384574,-104.715906,Mcdonalds
40.838331,-115.7911,Mcdonalds
40.88486192,-111.893258,Mcdonalds
41.839479,-87.646288,Mcdonalds
33.3827,-84.7909,Mcdonalds
33.4795,-84.4418,Mcdonalds
33.908545,-84.492402,Mcdonalds
40.53874388,-105.0381399,Mcdonalds
38.840349,-104.748197,Mcdonalds
39.613348,-104.757428,Mcdonalds
33.65315,-84.002561,Mcdonalds
40.563101,-83.119461,Mcdonalds
29.793055,-82.042967,Mcdonalds
38.528614,-81.901931,Mcdonalds
28.397,-80.764,Mcdonalds
28.546586,-81.213549,Mcdonalds
34.061486,-83.911811,Mcdonalds
47.7892,-96.6112,Mcdonalds
42.940297,-85.667326,Mcdonalds
42.5665,-70.9335,Mcdonalds
45.43908,-122.75118,Mcdonalds
32.937107,-117.098855,Mcdonalds
42.650031,-74.963743,Mcdonalds
43.089088,-75.256298,Mcdonalds
27.755876,-81.53039,Mcdonalds
30.19613,-81.79597,Mcdonalds
31.098937,-90.09475771,Mcdonalds
38.2962,-77.4974,Mcdonalds
34.516386,-82.486765,Mcdonalds
34.8875,-82.0688,Mcdonalds
34.663154,-99.33379,Mcdonalds
44.851067,-123.204423,Mcdonalds
47.242595,-122.526449,Mcdonalds
42.37627,-85.659474,Mcdonalds
32.432425,-99.761266,Mcdonalds
30.480678,-97.67324,Mcdonalds
31.631093,-94.640135,Mcdonalds
39.548694,-104.991921,Mcdonalds
32.720238,-102.656212,Mcdonalds
40.810736,-73.952851,Mcdonalds
38.862125,-77.848878,Mcdonalds
38.77605396,-77.45212159,Mcdonalds
43.18684223,-95.8554554,Mcdonalds
42.50326,-96.418096,Mcdonalds
44.804565,-93.138176,Mcdonalds
44.83454666,-93.04264426,Mcdonalds
39.914577,-82.966167,Mcdonalds
38.666588,-90.617766,Mcdonalds
40.070751,-74.123452,Mcdonalds
38.621016,-94.692092,Mcdonalds
43.009962,-89.723373,Mcdonalds
37.843839,-84.32542,Mcdonalds
61.193192,-149.733341,Mcdonalds
36.08056,-79.510438,Mcdonalds
39.074515,-84.892769,Mcdonalds
38.0739,-83.9486,Mcdonalds
37.643963,-122.40402,Mcdonalds
43.853774,-84.01468,Mcdonalds
27.749558,-97.385156,Mcdonalds
39.842659,-75.149602,Mcdonalds
33.5304,-117.1521,Mcdonalds
44.785767,-89.685667,Mcdonalds
45.836364,-87.036159,Mcdonalds
46.830194,-100.816698,Mcdonalds
32.604543,-96.786887,Mcdonalds
38.883615,-94.722899,Mcdonalds
40.271544,-76.845042,Mcdonalds
40.291667,-76.893058,Mcdonalds
40.587757,-111.929189,Mcdonalds
40.326691,-111.708106,Mcdonalds
38.897134,-104.747323,Mcdonalds
28.339257,-81.388311,Mcdonalds
43.14217,-71.029863,Mcdonalds
40.639788,-76.158566,Mcdonalds
40.625068,-74.244514,Mcdonalds
32.094782,-90.620201,Mcdonalds
45.148777,-122.587328,Mcdonalds
34.83747381,-97.60177151,Mcdonalds
44.60999531,-88.76297968,Mcdonalds
44.0318,-88.5874,Mcdonalds
40.100121,-74.205502,Mcdonalds
45.510905,-122.68287,Mcdonalds
38.376998,-88.0584,Mcdonalds
39.314007,-87.986042,Mcdonalds
35.1403,-85.327692,Mcdonalds
43.699229,-124.110606,Mcdonalds
34.072239,-86.776793,Mcdonalds
40.690959,-75.209484,Mcdonalds
39.130979,-84.706562,Mcdonalds
38.737863,-77.472632,Mcdonalds
42.6192,-83.2791,Mcdonalds
42.577509,-83.446679,Mcdonalds
30.452175,-91.10549,Mcdonalds
40.679033,-73.589591,Mcdonalds
45.69244,-122.664129,Mcdonalds
39.462086,-76.317201,Mcdonalds
36.845156,-75.995591,Mcdonalds
36.626197,-78.553984,Mcdonalds
37.308214,-79.96216,Mcdonalds
29.159538,-82.169035,Mcdonalds
29.385901,-82.455924,Mcdonalds
30.32035,-81.461068,Mcdonalds
42.312464,-86.10945,Mcdonalds
43.30353,-84.143818,Mcdonalds
36.204686,-85.951853,Mcdonalds
41.369003,-75.737199,Mcdonalds
41.727306,-84.971316,Mcdonalds
47.4809,-92.8934,Mcdonalds
39.01748193,-99.8876904,Mcdonalds
42.493049,-82.939611,Mcdonalds
38.366963,-75.547693,Mcdonalds
38.931372,-76.565283,Mcdonalds
39.080304,-94.447332,Mcdonalds
32.276837,-90.102714,Mcdonalds
41.341498,-72.125321,Mcdonalds
42.728123,-71.20347,Mcdonalds
33.566383,-112.256153,Mcdonalds
34.039285,-118.254338,Mcdonalds
34.1829,-118.1361,Mcdonalds
35.917341,-78.466902,Mcdonalds
34.117885,-93.095289,Mcdonalds
35.228174,-92.388205,Mcdonalds
35.988007,-95.886368,Mcdonalds
33.597941,-101.870251,Mcdonalds
42.7666,-88.1983,Mcdonalds
35.072821,-94.628823,Mcdonalds
33.589229,-101.936705,Mcdonalds
43.690544,-84.368321,Mcdonalds
39.7128,-94.8719,Mcdonalds
46.705803,-114.521246,Mcdonalds
36.063154,-79.608398,Mcdonalds
46.404763,-120.276565,Mcdonalds
43.145084,-123.381981,Mcdonalds
34.679293,-90.375825,Mcdonalds
33.894193,-84.32916598,Mcdonalds
42.5682,-88.1134,Mcdonalds
40.215096,-76.877458,Mcdonalds
42.02747327,-96.12592507,Mcdonalds
29.628895,-95.229733,Mcdonalds
41.49074,-95.22208,Mcdonalds
45.638701,-122.64876,Mcdonalds
27.705267,-97.389938,Mcdonalds
29.881972,-97.917282,Mcdonalds
33.1775,-90.8631,Mcdonalds
44.522116,-89.507933,Mcdonalds
30.758968,-98.228882,Mcdonalds
38.630138,-92.579568,Mcdonalds
40.470029,-80.076781,Mcdonalds
42.832981,-77.695815,Mcdonalds
47.072908,-122.420441,Mcdonalds
