Latitude,Longitude,Value,Depth,Time
48.203,-121.676,2.2,4,2010-01
26.29,99.866,5,10,2010-01
30.646,83.791,4.8,10,2010-01
32.476,-115.19,3.2,1,2010-01
40.726,51.925,5,46,2010-01
35.979,-117.321,2.8,0,2010-01
36.031,-117.784,2.9,3,2010-01
42.616,-111.058,3,5,2010-01
5.027,127.121,4.4,80,2010-01
13.687,125.554,4.7,22,2010-01
34.325,25.303,4.2,39,2010-01
46.738,151.592,4.8,114,2010-01
42.36,-30.462,5,10,2010-01
62.686,-150.256,2.6,75,2010-01
32.474,-115.215,3.1,8,2010-01
-22.874,69.345,4.4,10,2010-01
52.414,-163.914,2.6,25,2010-01
-24.563,-179.947,4.8,507,2010-01
60.143,-150.86,2.5,60,2010-01
51.865,-175.532,3.7,55,2010-01
3.621,126.78,4.3,66,2010-01
23.786,121.677,4.5,30,2010-01
1.438,67.763,4.7,10,2010-01
1.402,67.656,4.5,10,2010-01
-6.704,130.021,4.8,161,2010-01
-1.9,101.136,4.3,27,2010-01
35.635,-97.185,2.8,5,2010-01
52.431,-174.412,3.1,134,2010-01
-19.987,-175.407,4.9,157,2010-01
51.943,-166.388,4.5,31,2010-01
55.723,165.744,4.8,15,2010-01
38.245,71.467,5.4,47,2010-01
55.617,-161.641,2.6,163,2010-01
38.362,71.318,4.4,42,2010-01
33.576,-118.889,2.8,11,2010-01
12.444,142.203,4.7,10,2010-01
34.58,-119.846,2.1,5,2010-01
12.287,142.091,4.4,10,2010-01
38.452,71.291,4.3,48,2010-01
12.397,142.16,5.1,10,2010-01
12.462,142.185,4.9,10,2010-01
12.312,142.034,4.6,10,2010-01
-46.298,166.245,4,12,2010-01
12.391,141.997,4.6,10,2010-01
12.351,141.968,4.7,10,2010-01
12.343,141.896,4.8,10,2010-01
-2.188,134.126,4.1,42,2010-01
-1.625,-81.516,4.2,46,2010-01
37.765,-122.565,2.2,11,2010-01
12.424,141.955,6.1,2,2010-01
52.073,179.862,3.3,22,2010-01
22.126,142.806,4.7,253,2010-01
53.805,-164.693,2.5,25,2010-01
55.853,-160.502,2.9,153,2010-01
42.839,-71.695,2.3,14,2010-01
40.715,79.66,4.8,48,2010-01
12.406,142.145,4.7,28,2010-01
14.262,-92.435,4.8,45,2010-01
45.137,-120.955,3.6,15,2010-01
53.206,-165.592,2.6,17,2010-01
12.36,141.917,4.6,10,2010-01
12.594,-87.666,4.2,66,2010-01
52.118,-30.056,4.7,10,2010-01
-2.923,129.975,4.6,35,2010-01
-8.557,158.997,4.8,132,2010-01
-8.012,122.959,4.6,199,2010-01
53.277,-164.042,3.3,8,2010-01
-10.848,166.055,4.4,46,2010-01
0.817,126.192,4.6,51,2010-01
-5.297,145.859,5.8,34,2010-01
37.409,-118.429,2.5,7,2010-01
52.536,-166.919,2.8,8,2010-01
32.46,-115.197,3.2,9,2010-01
59.241,-152.699,2.7,68,2010-01
38.813,-122.816,2.9,2,2010-01
-13.881,167.231,5,190,2010-01
-15.923,-74.296,4.2,35,2010-01
44.021,148.455,4.3,27,2010-01
-22.573,-68.502,4.8,101,2010-01
51.657,-176.276,3,61,2010-01
-1.858,138.98,5.2,9,2010-01
-12.883,166.145,5.2,10,2010-01
32.543,-115.242,3.2,9,2010-01
-18.203,-174.715,4.7,95,2010-01
52.252,-165.905,2.8,7,2010-01
-8.799,157.489,4.7,22,2010-01
-8.802,-77.718,5.7,116,2010-01
6.426,126.293,5.2,60,2010-01
-5.214,151.237,4.8,146,2010-01
-8.743,157.477,6.6,26,2010-01
-8.745,157.434,4.6,32,2010-01
-8.785,157.493,4.5,35,2010-01
-8.667,157.365,4.4,35,2010-01
-8.862,157.539,4.6,35,2010-01
-8.71,157.456,4.7,35,2010-01
-8.873,157.438,4,35,2010-01
32.372,-115.097,3.2,9,2010-01
-8.766,157.484,4.3,35,2010-01
-8.799,157.346,7.1,25,2010-01
-8.594,157.338,4,35,2010-01
-8.719,157.471,5,35,2010-01
-8.603,157.13,4.4,35,2010-01
-8.595,157.498,4.8,35,2010-01
-8.641,157.317,4,48,2010-01
-8.802,157.423,4.8,35,2010-01
52.303,-170.299,3.5,26,2010-01
-8.695,157.303,4.1,35,2010-01
-8.673,157.348,4.2,35,2010-01
-8.843,157.547,4.5,35,2010-01
-8.694,157.501,4.6,35,2010-01
1.597,67.811,4.5,10,2010-01
-8.756,157.537,4.5,35,2010-01
32.175,-116.618,3.9,8,2010-01
-8.54,157.346,4.3,35,2010-01
-8.512,157.172,4.1,35,2010-01
-8.558,157.252,4.4,35,2010-01
18.321,-68.863,4.6,169,2010-01
51.483,-176.22,2.6,10,2010-01
-8.948,157.76,5.4,23,2010-01
-3.849,-103.573,4.7,10,2010-01
-8.923,157.618,5.2,37,2010-01
-9.061,157.775,4.5,35,2010-01
-1.745,-81.566,4.8,42,2010-01
53.78,-164.221,2.5,29,2010-01
-55.508,-26.894,4.4,10,2010-01
-8.917,157.606,5.6,30,2010-01
34,-116.294,2.4,4,2010-01
-0.424,122.815,4.6,67,2010-01
52.154,-171.18,4.3,53,2010-01
-8.659,157.083,4.6,35,2010-01
-8.588,157.08,4.3,35,2010-01
-9.098,157.812,5.1,35,2010-01
-15.492,-173.381,4.8,35,2010-01
54.927,-163.153,2.7,148,2010-01
-8.98,157.76,4.7,35,2010-01
59.818,-152.45,2.5,78,2010-01
-6.053,152.391,4.8,35,2010-01
-8.699,157.203,4.6,35,2010-01
-8.567,157.351,4.6,35,2010-01
-8.605,157.255,5.2,35,2010-01
-8.788,157.504,4.7,35,2010-01
-55.549,-26.538,4.5,10,2010-01
-31.588,-179.135,4.5,70,2010-01
-36.984,178.443,4.3,75,2010-01
-9.024,157.605,4.7,35,2010-01
-8.959,157.518,4.2,35,2010-01
-20.959,-178.977,5.2,620,2010-01
-8.375,157.087,5.8,15,2010-01
-8.433,157.053,4.1,35,2010-01
-8.558,157.194,4.4,35,2010-01
-29.808,-178.915,4.6,230,2010-01
-8.734,157.543,4.8,12,2010-01
-8.466,157.138,5.3,35,2010-01
40.277,-123.868,4.1,30,2010-01
40.26,-123.861,2.7,31,2010-01
18.48,-107.038,4.5,10,2010-01
6.79,-73.09,4.3,152,2010-01
8.133,-37.97,4.8,10,2010-01
37.59,-113.03,3.8,5,2010-01
46.91,152.89,4.7,60,2010-01
52.707,-168.36,3.5,12,2010-01
52.968,-168.717,2.5,48,2010-01
-8.815,157.768,4.9,6,2010-01
62.618,-151.919,2.6,109,2010-01
24.152,121.923,4.5,48,2010-01
37.58,-113.04,2.6,4,2010-01
-8.791,157.703,4.5,35,2010-01
35.712,-117.482,3.4,9,2010-01
35.712,-117.485,3.1,9,2010-01
56.52,-156.274,2.7,24,2010-01
0.391,97.041,4.4,35,2010-01
-7.229,120.544,4.9,524,2010-01
-45.252,166.518,4,0,2010-01
-58.95,-25.678,4.5,35,2010-01
-8.462,156.965,4.1,35,2010-01
-9.32,125.021,4.5,35,2010-01
0.838,126.276,4.3,35,2010-01
-8.709,157.303,5.1,41,2010-01
-16.481,-74.034,5,28,2010-01
36.18,25.41,4.5,105,2010-01
10.86,-62.43,4.8,105,2010-01
-23.644,-63.705,4.5,545,2010-01
52.272,-165.101,3.1,18,2010-01
35.958,-117.334,2.8,1,2010-01
37.58,-113.04,3.3,4,2010-01
-58.173,-14.696,6.8,10,2010-01
59.878,-151.452,3.1,72,2010-01
14.019,-91.878,5,47,2010-01
38.552,-123.021,2.1,7,2010-01
40.36,-111.91,2.9,3,2010-01
60.804,-150.991,2.7,62,2010-01
-8.298,157.147,4.5,35,2010-01
-8.522,157.239,4.3,35,2010-01
-8.45,124.85,4.5,35,2010-01
61.615,-140.921,2.9,2,2010-01
47.47,-122.648,2.4,12,2010-01
-9.019,157.551,6.8,15,2010-01
34.707,-85.285,2.6,5,2010-01
-9.032,158.007,5.2,35,2010-01
-8.896,157.777,4,35,2010-01
54.466,-161.446,2.5,15,2010-01
-8.958,157.719,5.1,35,2010-01
-62.778,167.066,4.9,10,2010-01
-8.873,157.713,4.2,35,2010-01
-8.876,157.634,5.3,35,2010-01
-9.05,157.892,6,35,2010-01
-8.89,158.032,5.7,23,2010-01
-8.988,157.721,5.2,43,2010-01
-8.893,157.847,4.4,35,2010-01
32.383,85.273,4.9,54,2010-01
-2.439,121.309,5,38,2010-01
-18.185,-178.383,4.5,584,2010-01
46.78,-112,2.8,11,2010-01
-9.146,158.017,4.5,27,2010-01
-11.174,124.509,4.1,10,2010-01
-21.417,-178.419,4.6,506,2010-01
-8.821,157.696,4.9,35,2010-01
30.087,131.018,4.3,37,2010-01
33.703,-87.37,2.9,1,2010-01
18.269,-64.273,3.5,67,2010-01
63.263,-145.231,2.9,4,2010-01
-9.017,158.083,4.7,35,2010-01
14.221,-91.875,5,67,2010-01
-7.159,154.866,4.5,38,2010-01
59.344,-152.975,2.5,88,2010-01
-9.082,157.705,4.3,35,2010-01
55.605,-161.604,3,158,2010-01
-8.626,157.489,4.5,35,2010-01
-27.396,-71.232,4.5,14,2010-01
-8.87,157.773,4.6,35,2010-01
-9.113,158.032,4.9,35,2010-01
37.809,-122.224,1.8,3,2010-01
-7.86,157.454,5.1,33,2010-01
-9.062,157.763,5.1,35,2010-01
38.031,70.449,4.8,35,2010-01
-36.322,53.386,4.5,10,2010-01
19.37,-155.44,2.5,9,2010-01
17.148,-100.634,4.6,11,2010-01
-27.465,-71.339,4.4,19,2010-01
-49.789,164.192,5.7,10,2010-01
63.149,-141.358,2.5,12,2010-01
57.517,-152.181,3.7,48,2010-01
-58.605,-24.914,4.6,35,2010-01
57.015,-156.413,2.5,77,2010-01
27.477,55.121,4.9,13,2010-01
-41.605,-16.568,5.6,10,2010-01
-41.541,-16.629,4.6,10,2010-01
59.871,-153.156,2.8,126,2010-01
-4.405,151.746,5.3,199,2010-01
42.017,142.291,4.9,70,2010-01
-32.666,-71.633,4.7,32,2010-01
-9.072,158.137,4.1,35,2010-01
14.054,-92.261,4.1,35,2010-01
36.294,141.775,4.5,37,2010-01
32.547,-115.258,3.1,8,2010-01
-21.392,171.341,4.8,35,2010-01
19.094,-66.569,2.9,20,2010-01
19.089,-66.581,3.4,16,2010-01
58.773,-136.387,3.3,3,2010-01
30.299,-113.739,4.1,10,2010-01
-1.93,99.558,4.1,10,2010-01
37.41,-121.755,3,9,2010-01
27.902,128.877,5.1,45,2010-01
36.721,-121.363,2.9,3,2010-01
-18.695,169.445,4.4,233,2010-01
-8.713,157.58,4.8,35,2010-01
19.496,-155.863,1.8,8,2010-01
-53.516,159.28,5.6,10,2010-01
52.812,-163.033,2.7,23,2010-01
60.301,-147.546,2.8,3,2010-01
-23.413,-68.572,4,127,2010-01
-7.798,119.071,4,35,2010-01
26.013,105.305,4,10,2010-01
36.235,141.746,4.6,37,2010-01
-19.55,-70.67,4.7,34,2010-01
-21.508,-174.564,5.1,35,2010-01
60.773,-151.773,2.5,80,2010-01
51.437,-176.183,2.7,20,2010-01
37.481,-121.798,4.1,11,2010-01
29.167,142.235,4.7,23,2010-01
-20.636,-176.906,4.7,292,2010-01
54.117,-165.995,2.7,5,2010-01
54.267,-162.514,2.6,6,2010-01
-40.126,174.909,3.9,21,2010-01
-16.746,-173.568,4.7,10,2010-01
37.476,-121.791,2.2,7,2010-01
53.541,-164.328,2.6,22,2010-01
-6.262,104.611,4.4,38,2010-01
60.156,-152.752,3.1,111,2010-01
-8.953,158.174,4.5,35,2010-01
-8.417,157.413,4.4,36,2010-01
51.816,-170.831,3.4,19,2010-01
15.304,-45.751,4.7,10,2010-01
-7.515,128.241,4.5,172,2010-01
-8.798,157.616,5.2,23,2010-01
-31.338,-179.64,4.6,396,2010-01
3.656,126.833,4.5,35,2010-01
12.264,141.893,4.6,41,2010-01
13.25,-90.254,4.3,88,2010-01
-0.665,119.869,4.8,42,2010-01
61.62,-150.361,2.5,7,2010-01
16.866,-94.106,4.6,147,2010-01
-2.906,129.893,4.7,35,2010-01
10.45,-69.77,4.7,5,2010-01
10.44,-69.74,4.8,5,2010-01
38.826,-122.798,2.9,2,2010-01
-9.051,157.844,4.2,35,2010-01
57.805,-153.307,2.8,45,2010-01
-15.429,-173.365,4.7,10,2010-01
6.077,126.759,5.3,120,2010-01
2.016,126.94,4.8,97,2010-01
-8.732,157.794,5.1,35,2010-01
52.22,-175.861,2.6,133,2010-01
38.483,74.017,4.5,107,2010-01
-37.489,147.01,2.8,17,2010-01
50.022,-177.035,2.5,10,2010-01
-9.218,157.784,4.9,35,2010-01
66.855,-136.101,4.2,10,2010-01
39.806,15.427,4,271,2010-01
37.482,-121.793,3.7,9,2010-01
51.26,-179.853,2.8,20,2010-01
52.568,-169.998,3.4,2,2010-01
38.407,-122.666,2.5,10,2010-01
19.567,-66.303,3.7,39,2010-01
-41.119,174.739,3.8,33,2010-01
37.479,-121.796,2.1,7,2010-01
19.444,-66.189,3.4,38,2010-01
-19.917,-69.036,4.4,117,2010-01
-7.557,146.965,4.8,35,2010-01
60.386,-147.774,3,8,2010-01
-9.068,157.596,4.5,35,2010-01
52.068,-174.286,2.7,60,2010-01
12.192,141.982,4.9,59,2010-01
51.21,-177.886,3,26,2010-01
-9.131,157.626,6.2,12,2010-01
-9.221,157.704,5.3,35,2010-01
-9.17,157.928,4.8,38,2010-01
46.183,106.379,4.5,6,2010-01
-23.067,-66.338,4.3,215,2010-01
37.477,-121.797,2.3,9,2010-01
-56.628,-29.301,4.6,10,2010-01
61.619,-150.442,2.8,45,2010-01
52.204,-173.607,2.5,19,2010-01
37.479,-121.792,2.5,8,2010-01
-9.179,157.745,5,35,2010-01
-31.314,-177.813,4.5,41,2010-01
37.479,-121.792,2.5,9,2010-01
33.583,-117.228,2.2,12,2010-01
44.055,-128.953,4,10,2010-01
-1.467,99.442,4.3,37,2010-01
-31.777,57.622,4.6,10,2010-01
14.185,40.188,4.4,10,2010-01
-7.907,107.879,5.1,65,2010-01
-14.5,167.454,4.7,199,2010-01
40.652,-124.692,6.5,29,2010-01
19.416,121.452,4.6,36,2010-01
40.42,-124.828,3.5,18,2010-01
40.62,-124.752,3.7,29,2010-01
40.623,-124.703,2.9,24,2010-01
40.679,-124.587,3.3,24,2010-01
40.651,-124.645,3.2,26,2010-01
40.572,-124.762,2.7,25,2010-01
40.727,-124.445,2.6,17,2010-01
40.591,-124.77,3.4,24,2010-01
52.497,-166.808,2.7,16,2010-01
40.685,-124.559,3,22,2010-01
40.609,-124.783,4.4,21,2010-01
40.351,-124.681,2.8,21,2010-01
54.455,-161.49,2.6,16,2010-01
36.401,-117.869,3,5,2010-01
40.621,-124.699,4,25,2010-01
40.725,-124.431,2.8,17,2010-01
22.507,121.338,4,80,2010-01
40.593,-124.753,2.9,26,2010-01
40.574,-124.83,2.8,20,2010-01
55.721,-135.793,2.7,20,2010-01
40.484,-124.693,3,23,2010-01
40.692,-124.551,2.9,24,2010-01
52.168,-170.818,2.8,9,2010-01
40.309,-124.632,4.1,17,2010-01
32.412,-115.163,4,9,2010-01
35.7,48.97,4.1,4,2010-01
40.543,-124.761,2.8,21,2010-01
-7.193,105.149,4.6,38,2010-01
-0.019,123.169,5.2,176,2010-01
40.636,-124.664,3.9,23,2010-01
55.841,-160.835,2.6,162,2010-01
40.634,-124.669,2.8,24,2010-01
-16.214,-173.335,4.3,10,2010-01
84.846,101.007,4.6,10,2010-01
-6.075,147.5,5.4,76,2010-01
63.517,-147.491,2.9,1,2010-01
-11.947,166.243,4.7,35,2010-01
47.572,-122.386,2.1,15,2010-01
26.985,55.57,4.7,10,2010-01
-9.244,158.093,4.6,35,2010-01
38.798,-122.811,2.8,4,2010-01
35.634,-121.036,3,5,2010-01
40.636,-124.66,2.8,24,2010-01
27.062,55.614,4.7,10,2010-01
37.477,-121.794,2.1,9,2010-01
-14.42,167.667,5,45,2010-01
-17.982,-177.059,4.8,35,2010-01
37.474,-121.791,2.2,8,2010-01
59.697,-151.637,2.7,45,2010-01
53.456,-163.327,2.8,20,2010-01
-5.247,152.357,4.1,35,2010-01
34.036,-117.176,2,12,2010-01
-16.861,-174.228,5.2,117,2010-01
39.7,-111.26,2.8,1,2010-01
52.07,-173.358,3.6,18,2010-01
14.243,93.505,4,66,2010-01
-4.024,34.87,4.5,10,2010-01
29.744,80.557,4.7,35,2010-01
35.539,-97.259,2.8,5,2010-01
-31.058,179.029,4.9,525,2010-01
51.463,-177.662,2.7,66,2010-01
40.463,-124.849,4.1,24,2010-01
-2.508,138.845,4.8,42,2010-01
-19.41,-178.006,4.5,535,2010-01
55.83,-161.104,2.6,159,2010-01
-17.712,-178.78,4.3,545,2010-01
-8.766,112.191,4.2,35,2010-01
40.722,-124.656,2.8,11,2010-01
60.811,-151.152,2.5,68,2010-01
39.479,67.49,4.7,10,2010-01
40.706,-124.793,2.9,13,2010-01
40.657,-124.673,3.1,26,2010-01
54.123,-164.124,3.8,33,2010-01
40.424,-124.776,2.8,25,2010-01
-55.632,-26.61,4.6,10,2010-01
-5.607,-35.674,4.3,11,2010-01
36.041,70.893,4.6,104,2010-01
-26.15,70.726,4.6,10,2010-01
22.111,143.362,4.5,176,2010-01
-5.136,145.077,4.6,73,2010-01
4.229,-75.756,4.8,180,2010-01
45.03,-111.93,2.7,8,2010-01
66.344,-149.902,2.5,6,2010-01
51.231,-179.649,3.1,22,2010-01
50.757,-178.528,2.6,28,2010-01
51.37,159.848,4.7,10,2010-01
1.513,67.798,4.6,10,2010-01
24.932,123.333,4.4,25,2010-01
-29.923,-71.591,4,10,2010-01
33.965,-116.877,3.1,10,2010-01
15.437,-88.761,4.9,10,2010-01
33.966,-116.877,3.2,10,2010-01
-9.671,158.322,4.1,35,2010-01
43.014,145.272,4.5,101,2010-01
24.947,123.376,5,16,2010-01
-29.922,-71.616,4.3,31,2010-01
33.966,-116.876,4.3,10,2010-01
50.875,177.092,3.6,10,2010-01
40.508,-124.882,3.2,14,2010-01
45.92,-111.33,2.3,3,2010-01
11.697,43.367,4.6,10,2010-01
53.059,-166.852,3.4,18,2010-01
52.019,-169.306,3.2,29,2010-01
38.896,70.722,4.5,63,2010-01
-19.076,-69.223,4.5,1,2010-01
-30.429,-66.4,3.7,10,2010-01
43.123,13.413,4.4,25,2010-01
10.886,126.083,4.5,62,2010-01
53.345,-163.438,2.7,25,2010-01
17.086,73.742,4.3,35,2010-01
14.59,120.436,4.8,114,2010-01
-5.417,133.731,5.5,35,2010-01
56.344,-152.468,2.7,22,2010-01
53.235,-168.348,2.7,4,2010-01
53.105,-166.787,3.7,23,2010-01
43.129,13.438,4.3,24,2010-01
-6.378,103.197,4.7,10,2010-01
-37.177,52.181,4.8,10,2010-01
40.513,-124.836,3,19,2010-01
54.096,-165.688,2.8,120,2010-01
55.584,-162.077,3.3,162,2010-01
-5.549,152.849,4.5,55,2010-01
18.624,-66.943,3,15,2010-01
53.649,-163.582,3.8,41,2010-01
60.062,-139.371,3.8,5,2010-01
28.747,132.365,4.1,11,2010-01
51.576,-175.369,3.3,17,2010-01
33.972,136.867,4.2,352,2010-01
63.407,-151.217,2.6,10,2010-01
51.614,-175.792,2.9,35,2010-01
12.897,120.951,4.5,46,2010-01
48.67,-128.889,4.4,10,2010-01
18.443,-72.571,7,13,2010-01
18.387,-72.784,6,10,2010-01
18.463,-72.626,5,10,2010-01
18.446,-72.642,4.1,10,2010-01
18.452,-72.513,5.7,10,2010-01
-1.464,99.455,4.3,26,2010-01
18.437,-72.848,4.7,10,2010-01
18.522,-72.585,4.6,10,2010-01
18.402,-72.513,5.3,10,2010-01
-13.849,34.501,4.9,10,2010-01
18.472,-72.575,4.3,10,2010-01
18.542,-72.768,4.7,10,2010-01
18.382,-72.868,4.6,10,2010-01
18.423,-72.861,4.5,10,2010-01
18.488,-72.644,4.3,10,2010-01
18.499,-72.792,4.5,10,2010-01
18.394,-72.662,4.2,10,2010-01
18.472,-72.918,4.3,11,2010-01
18.482,-72.469,5,10,2010-01
33.937,-118.346,2,11,2010-01
18.354,-72.807,5.2,10,2010-01
18.455,-73.069,4.7,10,2010-01
18.539,-72.649,4.5,10,2010-01
18.007,-73.013,4.2,10,2010-01
18.45,-72.935,4.4,10,2010-01
18.425,-72.814,5.1,10,2010-01
18.47,-72.818,4.6,10,2010-01
18.42,-72.861,5.3,10,2010-01
18.404,-72.826,5.4,10,2010-01
18.432,-72.879,4.3,10,2010-01
18.337,-72.842,4.9,10,2010-01
18.393,-72.884,5.4,10,2010-01
18.402,-73.037,5,10,2010-01
18.513,-72.937,4.6,10,2010-01
18.3,-72.946,4.2,10,2010-01
18.443,-72.828,4.7,10,2010-01
18.469,-72.962,4.7,10,2010-01
18.426,-72.921,4.4,10,2010-01
18.542,-72.636,4,10,2010-01
18.414,-72.958,4.6,10,2010-01
18.323,-72.871,4.7,10,2010-01
-20.298,-68.931,4.9,83,2010-01
18.435,-72.9,4,10,2010-01
57.381,-154.258,2.9,46,2010-01
18.446,-72.941,4.5,10,2010-01
53.432,-163.371,2.5,23,2010-01
18.465,-72.777,4.5,10,2010-01
-6.175,146.352,4.4,112,2010-01
18.367,-72.903,5.8,10,2010-01
18.319,-72.887,5.3,10,2010-01
18.46,-72.816,4.8,10,2010-01
18.4,-72.966,4.6,10,2010-01
18.373,-72.875,4.6,10,2010-01
40.526,-124.917,3.2,16,2010-01
40.728,-124.447,2.9,4,2010-01
18.418,-72.871,4.5,10,2010-01
18.417,-72.904,4.6,10,2010-01
18.469,-72.944,4.2,10,2010-01
18.381,-72.836,4.9,10,2010-01
60.568,-152.036,2.5,82,2010-01
5.161,127.287,4.9,123,2010-01
12.209,-70.018,4.2,12,2010-01
54.134,-164.126,2.6,25,2010-01
0.798,123.905,4.4,272,2010-01
63.503,-151.255,3.3,11,2010-01
36.579,141.437,4.8,10,2010-01
76.944,18.428,4.8,10,2010-01
24.002,121.605,4.7,13,2010-01
26.737,53.567,4.8,10,2010-01
47.431,-113.174,3.7,20,2010-01
18.407,-72.806,4.5,10,2010-01
18.343,-72.854,4.6,10,2010-01
6.609,124.4,5.2,10,2010-01
18.395,-72.816,4.2,10,2010-01
18.44,-72.928,5.2,10,2010-01
-15.656,-174.799,5.5,10,2010-01
-15.433,-175.054,5,10,2010-01
-15.648,-174.763,5,10,2010-01
-48.258,32.194,4.5,10,2010-01
-0.687,133.33,5.7,10,2010-01
40.651,-124.686,3.3,25,2010-01
18.412,-72.579,4.5,10,2010-01
52.987,-169.148,4.5,97,2010-01
18.492,-72.495,4.9,10,2010-01
45.622,-74.906,2.7,18,2010-01
18.363,-72.581,4.9,10,2010-01
14.716,-94.394,4.7,16,2010-01
18.551,-64.833,3.3,3,2010-01
62.19,-145.674,3.1,18,2010-01
52.207,171.154,4.9,35,2010-01
18.426,-72.808,4.1,10,2010-01
51.753,-175.941,4.8,61,2010-01
39.24,22.27,4.5,88,2010-01
18.506,-72.873,4.2,10,2010-01
18.477,-73.371,4,10,2010-01
20.04,-156.09,3.1,22,2010-01
52.603,158.925,4.8,68,2010-01
18.341,-72.751,4.4,10,2010-01
-41.954,-83.873,5.1,10,2010-01
-7.194,131.233,4.1,50,2010-01
37.482,-121.791,2.4,7,2010-01
35.539,-97.238,3.3,5,2010-01
51.401,-178.978,4,8,2010-01
18.434,-72.771,4.5,10,2010-01
51.042,-176.709,2.9,25,2010-01
19.055,121.315,4.5,59,2010-01
36.038,-117.835,3.5,1,2010-01
12.331,141.96,4.5,35,2010-01
-44.12,168.372,4.6,3,2010-01
18.376,-72.737,4.8,10,2010-01
36.04,-117.834,3.2,1,2010-01
36.038,-117.836,3.4,1,2010-01
11.51,142.082,5.8,37,2010-01
-25.401,70.012,4.5,10,2010-01
-25.514,69.933,4.2,10,2010-01
19.065,-65.897,3.1,39,2010-01
33.911,-118.471,1.9,10,2010-01
-11.964,166.264,5.3,35,2010-01
-12.135,166.288,4.7,35,2010-01
37.476,-121.787,2.4,8,2010-01
10.978,126.171,4.8,47,2010-01
42.338,142.991,5.2,60,2010-01
55.573,-161.497,2.8,13,2010-01
18.394,-72.872,4.1,10,2010-01
-33.16,-70.949,3.9,75,2010-01
51.611,-178.042,2.6,65,2010-01
-17.9,-178.295,4.6,588,2010-01
-8.798,157.794,4.5,35,2010-01
36.778,-121.506,2.8,8,2010-01
7.174,125.943,5.3,48,2010-01
51.254,-177.12,2.5,25,2010-01
18.327,-72.938,4,10,2010-01
33.183,-115.605,3.1,2,2010-01
33.178,-115.606,3.4,1,2010-01
33.179,-115.608,3.5,1,2010-01
2.383,126.057,4.8,80,2010-01
-20.53,169.012,4.8,42,2010-01
-20.709,169.076,4.5,35,2010-01
-20.762,168.959,4.6,32,2010-01
-20.614,168.926,4.6,35,2010-01
-38.015,-71.192,4.3,130,2010-01
40.621,-124.376,2.6,14,2010-01
27.986,129.38,4.3,56,2010-01
-22.525,-66.089,4.1,242,2010-01
36.031,-117.843,4,1,2010-01
34.348,26.056,4.1,28,2010-01
36.033,-117.84,2.9,0,2010-01
-37.804,176.551,4,154,2010-01
18.411,-72.817,4.6,10,2010-01
53.413,-159.668,3.2,18,2010-01
35.747,115.513,4,10,2010-01
36.034,-117.843,3,1,2010-01
36.032,-117.838,3.5,0,2010-01
51.593,16.101,4.2,2,2010-01
-31.728,-177.612,5.9,10,2010-01
36.029,-117.84,3.6,1,2010-01
51.38,-170.26,3,28,2010-01
-31.712,-177.505,5.2,10,2010-01
26.746,126.285,5.7,139,2010-01
19.069,-65.339,3,16,2010-01
18.851,-65.675,3,80,2010-01
-3.007,127.965,4,35,2010-01
54.544,-161.55,2.8,3,2010-01
37.57,-121.84,2,12,2010-01
18.431,-72.793,4,10,2010-01
-51.569,-75.117,4.3,35,2010-01
36.036,-117.848,3.4,1,2010-01
18.338,-72.818,4.6,10,2010-01
32.147,-115.374,3.3,6,2010-01
32.189,-115.367,3.1,6,2010-01
36.037,-117.846,2.9,2,2010-01
54.678,-161.492,3,12,2010-01
35.576,-97.25,3.8,8,2010-01
35.555,-97.249,3.7,8,2010-01
11.555,142.102,4.8,10,2010-01
43.551,146.717,5.3,35,2010-01
18.827,-65.299,3.1,94,2010-01
18.548,-66.177,2.8,103,2010-01
19.404,-155.305,3,14,2010-01
18.919,-65.959,2.9,2,2010-01
10.454,-63.475,5.5,8,2010-01
18.81,-67.397,2.9,6,2010-01
32.307,-115.175,2.9,6,2010-01
18.493,-72.828,4.6,10,2010-01
19.002,-65.413,3,47,2010-01
18.123,-72.285,4.6,10,2010-01
19.092,-65.337,3.2,13,2010-01
19.123,-65.599,3.1,6,2010-01
19.125,-66.813,3,24,2010-01
19.067,-66.763,3.5,9,2010-01
34.055,-117.266,2.7,18,2010-01
33.965,-116.879,2.5,9,2010-01
60.692,-152.439,2.9,118,2010-01
18.545,-66.175,3.1,104,2010-01
52.042,-169.502,2.9,24,2010-01
19.028,-66.815,3.2,10,2010-01
-56.305,148.312,4.5,10,2010-01
18.642,-66.151,2.7,66,2010-01
5.111,-72.871,4.4,10,2010-01
59.86,-152.281,3.5,74,2010-01
35.548,88.22,4.2,14,2010-01
14.161,93.145,4.9,44,2010-01
36.038,-117.844,3.4,1,2010-01
60.094,-152.469,2.5,83,2010-01
19.012,-65.3,3.2,55,2010-01
18.958,-65.309,3.2,88,2010-01
19.188,-65.59,3.1,18,2010-01
19.268,-65.573,3.4,59,2010-01
18.907,-65.379,3.1,68,2010-01
11.528,140.653,4.9,42,2010-01
19.354,-66.677,3.9,8,2010-01
33.932,-117.023,4.3,13,2010-01
54.705,141.958,4.4,10,2010-01
62.3,-151.168,2.6,82,2010-01
18.469,-72.552,4.5,10,2010-01
59.256,-151.978,2.6,51,2010-01
-49.415,30.427,4.5,10,2010-01
24.297,125.198,4.4,34,2010-01
19.048,-67.405,2.8,7,2010-01
19.306,-66.687,3.3,91,2010-01
