Latitude,Longitude,Value,Depth,Time
40.991,134.768,4.3,411,2010-08
36.941,-33.06,4.5,10,2010-08
-18.387,167.696,4.3,35,2010-08
37.099,-32.975,4.7,10,2010-08
37.02,-32.867,4.5,10,2010-08
36.907,-32.914,4.4,10,2010-08
37.042,-32.987,5.1,10,2010-08
54.318,-160.978,3.3,3,2010-08
52.525,-168.949,2.6,7,2010-08
37.037,-32.929,4.3,10,2010-08
36.957,-32.846,4.3,10,2010-08
36.877,-32.874,5.4,10,2010-08
39.682,143.123,4.4,24,2010-08
13.855,-90.495,4.1,93,2010-08
36.897,-32.914,4.4,10,2010-08
36.861,-32.976,4.5,10,2010-08
32.23,-115.332,3,6,2010-08
36.939,-32.972,4.8,10,2010-08
37.09,-32.843,4.3,10,2010-08
51.374,179.744,2.9,6,2010-08
45.858,153.22,4.5,10,2010-08
36.61,-32.749,4.7,10,2010-08
1.404,126.305,4.2,35,2010-08
51.956,179.709,2.6,187,2010-08
-17.55,167.898,4,35,2010-08
-55.907,-27.135,4.4,35,2010-08
51.971,-173.177,4.2,85,2010-08
5.018,126.534,4.1,35,2010-08
38.795,-122.811,3.2,3,2010-08
37.086,-32.922,4.8,10,2010-08
-20.903,-174.699,4.3,10,2010-08
52.67,-169.691,2.6,7,2010-08
-7.067,150.153,5,47,2010-08
32.681,142.641,4.7,1,2010-08
18.924,-66.284,2.9,53,2010-08
12.484,141.476,6.9,10,2010-08
12.448,142.127,4.7,10,2010-08
12.592,141.953,4.5,10,2010-08
62.897,-150.527,3.5,91,2010-08
12.609,141.766,4.6,10,2010-08
12.621,141.993,4.6,10,2010-08
12.525,141.749,4.7,10,2010-08
12.595,141.924,4.3,10,2010-08
12.534,141.949,4.3,10,2010-08
12.578,141.696,4.2,10,2010-08
12.606,141.984,4.2,10,2010-08
-30.574,-177.743,4.7,48,2010-08
9.57,-62.71,4.4,23,2010-08
18.189,-67.945,2.8,102,2010-08
62.914,-149.314,2.5,74,2010-08
61.992,-147.268,3.1,35,2010-08
-3.09,139.77,5.1,2,2010-08
-7.404,105.86,4.9,48,2010-08
26.238,141.104,5.2,108,2010-08
18.848,-67.821,2.8,8,2010-08
26.239,141.077,4.4,95,2010-08
18.774,-67.832,3.2,46,2010-08
63.451,-143.962,2.7,4,2010-08
-17.629,167.92,4.6,35,2010-08
32.672,142.766,4.4,13,2010-08
34.124,78.735,4.1,67,2010-08
32.633,142.551,4.3,0,2010-08
12.26,141.473,4.6,10,2010-08
-19.49,-70.808,4.4,21,2010-08
52.606,-169.375,2.7,3,2010-08
36.883,-32.983,4.2,10,2010-08
12.503,142.192,4.2,10,2010-08
42.827,142.223,4.9,104,2010-08
12.627,141.963,4.3,10,2010-08
-1.334,-77.33,4.4,209,2010-08
-37.888,-73.794,4.2,35,2010-08
53.044,-169.654,2.5,0,2010-08
12.497,141.815,4.7,10,2010-08
53.101,-164.051,3.4,25,2010-08
12.306,141.714,4.6,10,2010-08
12.308,141.578,4.7,10,2010-08
12.346,141.732,4.5,10,2010-08
12.345,141.802,4.5,10,2010-08
18.584,-66.37,2.5,72,2010-08
-6.45,153.834,4.6,35,2010-08
54.025,-164.076,2.6,46,2010-08
-27.265,-108.413,4.9,10,2010-08
12.348,141.487,6.2,10,2010-08
12.412,141.634,5.7,10,2010-08
12.353,141.587,5.2,10,2010-08
12.342,141.75,4.9,10,2010-08
12.316,141.532,5,10,2010-08
12.43,141.719,4.7,10,2010-08
12.331,141.669,5,10,2010-08
12.377,141.652,5.1,10,2010-08
12.435,141.737,4.9,10,2010-08
12.396,141.723,4.4,10,2010-08
32.77,142.704,4.5,35,2010-08
52.707,-169.598,2.5,4,2010-08
53.157,-166.669,2.6,15,2010-08
12.356,141.636,5,10,2010-08
12.38,141.509,4.5,10,2010-08
-17.766,167.819,4.6,35,2010-08
12.258,141.559,4.4,10,2010-08
11.318,-62.499,4.9,156,2010-08
12.308,141.451,4.2,10,2010-08
39.235,-123.151,2.9,7,2010-08
-24.707,179.75,4.7,501,2010-08
7.447,126.202,4.3,10,2010-08
-5.812,151.803,4.3,35,2010-08
12.437,141.9,4.1,10,2010-08
12.437,141.882,4.3,10,2010-08
59.837,-152.594,2.6,70,2010-08
12.308,141.478,4.3,10,2010-08
12.295,141.395,4.6,10,2010-08
18.96,-64.531,3.7,12,2010-08
66.452,-157.49,2.7,15,2010-08
12.462,141.781,4.7,10,2010-08
52.659,-169.155,2.7,0,2010-08
-5.736,150.948,5,35,2010-08
59.965,-153.209,4.6,141,2010-08
12.428,141.839,4.4,10,2010-08
12.365,141.586,4.7,10,2010-08
12.404,141.581,4,10,2010-08
12.391,141.936,4.2,10,2010-08
-48.428,-87.218,4.9,10,2010-08
33.966,-117.763,2.6,10,2010-08
50.987,-179.892,2.8,6,2010-08
-34.142,-72.34,4,7,2010-08
-3.953,100.574,5,35,2010-08
66.833,-162.193,3,10,2010-08
36.176,69.109,4.5,23,2010-08
12.266,141.521,4.9,10,2010-08
43.626,-110.544,2.7,5,2010-08
-34.739,-71.804,5,41,2010-08
12.318,141.626,4.5,10,2010-08
12.376,141.81,4.5,10,2010-08
12.307,141.461,5.6,10,2010-08
12.291,141.854,4.5,10,2010-08
12.309,141.602,4.9,10,2010-08
12.251,141.568,4.8,10,2010-08
12.294,141.496,4.8,10,2010-08
12.333,141.527,5,10,2010-08
12.303,141.566,5.7,10,2010-08
52.523,-169.245,3.4,7,2010-08
12.4,141.672,4,10,2010-08
26.258,124.836,4,43,2010-08
12.201,141.81,4.4,10,2010-08
12.446,141.555,5,10,2010-08
54.904,-159.891,2.8,16,2010-08
-6.154,151.332,4,35,2010-08
52.623,-169.03,2.5,3,2010-08
12.303,141.515,4.7,15,2010-08
-2.119,125.704,4.5,37,2010-08
52.688,-169.626,2.7,6,2010-08
12.293,141.444,4.2,10,2010-08
52.079,-168.967,2.9,4,2010-08
12.383,141.643,4.4,10,2010-08
13.898,-91.685,4.3,35,2010-08
12.327,141.529,4.9,10,2010-08
-5.576,150.615,4.3,35,2010-08
52.452,159.872,4.6,42,2010-08
-7.043,150.235,4.7,35,2010-08
12.427,141.844,4.6,10,2010-08
-7.017,150.14,5,32,2010-08
10.933,92.248,4.2,35,2010-08
-18.669,-174.456,4.7,10,2010-08
28.333,66.319,5,35,2010-08
52.712,-168.842,2.5,1,2010-08
-0.751,133.338,4.2,35,2010-08
12.254,141.459,5.1,10,2010-08
18.848,-67.781,3.1,7,2010-08
12.319,141.432,4.3,10,2010-08
18.894,-67.75,2.5,5,2010-08
52.662,-169.548,2.7,5,2010-08
19.112,-67.566,3,60,2010-08
18.867,-67.75,2.9,5,2010-08
7.777,94.669,4.9,221,2010-08
12.273,141.429,6.6,13,2010-08
12.318,141.558,4.8,10,2010-08
12.253,141.455,5,10,2010-08
19.21,-67.515,2.7,54,2010-08
12.224,141.64,4.9,19,2010-08
12.273,141.464,5,10,2010-08
12.456,141.56,4.4,10,2010-08
12.462,142.825,4.2,10,2010-08
52.075,178.662,3.4,167,2010-08
12.274,141.636,4.3,10,2010-08
32.026,-115.086,3.8,10,2010-08
12.324,141.913,4.3,10,2010-08
12.284,141.849,4.5,10,2010-08
52.013,-169.387,2.5,5,2010-08
53.557,160.121,5.5,40,2010-08
41.463,142.192,4.6,67,2010-08
36.496,71.294,4.3,225,2010-08
-22.043,-179.742,4.6,595,2010-08
-7.113,150.061,5,50,2010-08
-7.205,150.188,4.5,64,2010-08
6.667,123.437,4.7,620,2010-08
12.251,141.493,4.4,10,2010-08
12.164,141.461,5.2,10,2010-08
12.246,141.488,4.8,10,2010-08
52.79,-169.631,2.6,3,2010-08
52.702,-169.605,2.5,3,2010-08
12.231,141.521,4.6,10,2010-08
12.176,141.297,4.3,10,2010-08
-19.145,-67.565,4.4,190,2010-08
52.68,-169.28,2.7,4,2010-08
-23.695,-179.882,4.4,560,2010-08
-0.018,123.249,4.6,106,2010-08
12.247,141.556,5,10,2010-08
19.672,-64.045,3.4,14,2010-08
12.25,141.325,4.4,10,2010-08
52.666,-169.462,2.7,3,2010-08
52.686,-169.582,2.6,4,2010-08
-36.821,-71.076,5.2,10,2010-08
-6.613,126.803,4.9,458,2010-08
32.054,-115.058,2.8,10,2010-08
52.605,-169.366,4.5,10,2010-08
12.25,141.43,5.1,10,2010-08
52.676,-169.278,3,3,2010-08
29.764,142.257,4.4,5,2010-08
-34.339,-72.158,4.3,28,2010-08
57.499,-154.694,2.6,47,2010-08
32.196,-115.26,3.6,7,2010-08
52.072,-169.236,2.5,3,2010-08
51.639,-173.942,3.4,14,2010-08
-5.845,133.678,4,35,2010-08
-21.838,-174.573,5,12,2010-08
12.315,141.195,4.7,10,2010-08
-33.143,-70.439,4.3,102,2010-08
57.49,-154.652,2.6,50,2010-08
37.14,20.81,4.7,17,2010-08
-17.687,167.63,4.3,35,2010-08
48.028,-119.668,2.6,0,2010-08
9.077,-84.081,4.5,35,2010-08
51.475,-168.384,2.6,31,2010-08
60.231,-152.534,2.9,107,2010-08
12.186,141.502,4.9,10,2010-08
12.247,141.514,4.9,10,2010-08
12.247,141.44,4.6,10,2010-08
-4.259,134.033,4,35,2010-08
52.524,-169.271,2.9,6,2010-08
39.431,143.688,4,17,2010-08
-5.692,148.342,6.3,174,2010-08
36.296,141.805,4.5,12,2010-08
12.268,141.829,4.6,10,2010-08
12.236,141.479,4.8,10,2010-08
52.514,-169.231,2.7,6,2010-08
12.344,141.776,4.5,10,2010-08
0.988,120.071,4,41,2010-08
51.683,-178.684,2.6,84,2010-08
52.721,-169.452,2.9,2,2010-08
-3.534,99.692,4.7,35,2010-08
3.145,126.197,4.4,35,2010-08
52.856,-167.456,2.7,25,2010-08
38.819,-122.765,3.3,1,2010-08
3.552,126.905,4,35,2010-08
-58.151,-23.674,4.1,35,2010-08
-7.113,150.197,4.3,35,2010-08
3.864,126.642,4.3,35,2010-08
12.196,141.471,4,10,2010-08
12.179,141.532,4.4,10,2010-08
-52.023,139.446,4.2,10,2010-08
5.323,94.504,4.4,66,2010-08
32.199,-115.253,3.7,9,2010-08
52.638,-169.266,2.5,5,2010-08
11.701,142.094,5.1,36,2010-08
-19.704,-178.236,4.5,541,2010-08
32.2,-115.259,3,8,2010-08
-25.317,-176.864,4.8,35,2010-08
60.809,-151.127,2.5,62,2010-08
51.822,178.477,2.6,98,2010-08
-16.877,-176.395,4.5,342,2010-08
60.89,-149.2,2.5,12,2010-08
22.366,123.977,4,10,2010-08
-3.868,141.358,4.8,62,2010-08
-3.953,133.419,4.3,35,2010-08
-17.759,65.647,6.3,9,2010-08
-8.644,118.725,4.7,132,2010-08
15.295,-61.124,4.5,128,2010-08
19.082,-67.684,3.3,81,2010-08
18.911,-65.136,3,39,2010-08
37.632,-119.005,2.9,4,2010-08
18.79,-65.041,2.9,13,2010-08
12.343,141.808,4.2,10,2010-08
33.169,-119.324,3.2,6,2010-08
0.457,126.802,4.8,55,2010-08
40.771,-125.147,4.4,23,2010-08
18.504,-66.006,2.9,83,2010-08
38.415,14.916,4.5,19,2010-08
32.229,-115.28,3.5,6,2010-08
51.436,-178.601,4.3,60,2010-08
41.346,-126.662,3.3,23,2010-08
-17.476,167.804,4.8,35,2010-08
-20.344,-68.526,4.1,117,2010-08
-17.438,167.879,5.2,15,2010-08
-33.621,-72.042,4.4,23,2010-08
-7.377,128.582,5,161,2010-08
71.902,-1.626,4.7,10,2010-08
-20.799,-178.826,6.2,603,2010-08
-38.011,-73.469,4.7,34,2010-08
17.395,146.155,4.6,127,2010-08
12.461,141.862,4.9,20,2010-08
12.432,141.734,4.7,61,2010-08
12.276,141.531,4.5,49,2010-08
-8.546,112.53,5,73,2010-08
-22.693,171.325,4.8,31,2010-08
-1.239,27.521,4.4,10,2010-08
11.602,94.973,5.2,13,2010-08
32.161,-115.222,3.3,9,2010-08
40.57,-127.202,2.8,10,2010-08
52.546,-169.108,2.6,12,2010-08
43.593,-110.359,4.1,5,2010-08
52.577,-169.379,2.5,5,2010-08
4.473,127.796,4.4,124,2010-08
-5.321,-80.003,5.2,67,2010-08
16.649,40.952,4.1,10,2010-08
16.181,-98.025,4.2,5,2010-08
-34.574,-71.841,4.1,11,2010-08
60.56,-151.771,2.6,94,2010-08
52.459,-170.114,3.2,4,2010-08
36.982,72.342,4.4,52,2010-08
43.611,-110.477,3.3,5,2010-08
-30.042,-177.234,5.2,35,2010-08
50.839,-129.948,4.6,13,2010-08
-17.846,167.255,4.4,35,2010-08
52.66,-169.344,2.5,2,2010-08
3.716,127.213,4.4,35,2010-08
29.48,141.452,4.1,31,2010-08
-37.158,-73.939,4.5,22,2010-08
0.947,125.823,4.3,10,2010-08
53.502,-164.339,4.6,33,2010-08
32.2,-115.257,3,9,2010-08
-4.867,103.015,4.5,66,2010-08
52.468,-169.952,3,5,2010-08
52.547,-170.013,3.1,5,2010-08
52.914,-170.452,4.9,10,2010-08
27.113,66.988,4.6,35,2010-08
54.957,-159.797,3,23,2010-08
52.627,-169.458,2.9,4,2010-08
-8.836,122.604,4.7,127,2010-08
52.691,-169.566,3.4,2,2010-08
52.657,-169.491,3.5,4,2010-08
-6.992,150.271,4.7,36,2010-08
52.451,-170.04,2.6,3,2010-08
14.807,146.849,4.2,38,2010-08
35.051,81.182,4.4,20,2010-08
34.388,-117.502,3.1,13,2010-08
46.361,-122.251,2.8,12,2010-08
47.105,155.42,4.4,35,2010-08
52.644,-169.553,3.2,4,2010-08
52.721,-169.528,4,1,2010-08
19.087,-64.478,3.5,44,2010-08
61.484,-149.347,3.4,31,2010-08
52.637,-169.551,2.8,5,2010-08
52.635,-169.404,3.1,4,2010-08
52.66,-169.528,2.9,1,2010-08
52.641,-169.611,2.5,5,2010-08
52.488,-169.087,3.3,11,2010-08
-16.354,-173.722,4.5,47,2010-08
-0.476,123.822,4.2,50,2010-08
1.544,128.641,4.9,51,2010-08
52.605,-169.307,2.8,4,2010-08
-33.257,-68.71,4.4,10,2010-08
55.059,-162.78,2.8,105,2010-08
52.661,-169.18,2.7,3,2010-08
32.146,104.717,4.2,10,2010-08
52.503,-170.08,2.5,2,2010-08
19.153,-66.446,3.3,29,2010-08
63.541,-147.332,2.6,2,2010-08
60.133,-152.753,2.7,104,2010-08
51.873,-170.471,3.4,26,2010-08
13.854,93.355,4.2,42,2010-08
54.87,-160.194,2.8,21,2010-08
-37.166,-74.214,4.9,27,2010-08
61.357,-151.718,2.5,90,2010-08
2.363,-77.275,4.4,85,2010-08
18.511,-64.719,3.3,10,2010-08
19.507,-66.332,3.3,4,2010-08
52.576,-168.307,4,28,2010-08
-14.926,166.858,4.7,35,2010-08
-5.638,128.737,4.7,320,2010-08
-38.066,177.018,4.1,5,2010-08
51.232,-178.562,2.7,45,2010-08
37.635,-113.235,3,1,2010-08
37.64,-113.22,3.8,6,2010-08
-34.722,-71.755,4.5,42,2010-08
-6.472,154.99,4.4,37,2010-08
52.598,-169.374,2.6,4,2010-08
-7.956,147.746,4.3,59,2010-08
51.738,-166.808,3.3,19,2010-08
14.002,-90.446,4.8,112,2010-08
12.234,141.514,6.3,10,2010-08
12.372,141.527,4.4,10,2010-08
12.276,141.542,3.9,10,2010-08
12.318,141.471,4.5,10,2010-08
19.045,-66.358,2.9,125,2010-08
42.266,85.077,4,35,2010-08
-18.254,-68.946,4.1,138,2010-08
-16.108,-174.139,4.8,141,2010-08
-5.954,149.931,4,35,2010-08
19.354,-155.05,3.8,9,2010-08
12.143,143.719,4.3,35,2010-08
32.009,137.918,5.1,365,2010-08
54.697,-160.868,4.8,2,2010-08
18.421,-67.407,3.3,18,2010-08
56.316,-154.238,4.5,7,2010-08
54.547,-160.752,2.6,25,2010-08
40.493,-124.771,2.5,13,2010-08
52.472,-169.921,3.1,3,2010-08
54.644,-160.822,3.9,9,2010-08
52.647,-168.941,2.5,3,2010-08
56.863,-150.672,3,12,2010-08
-9.529,107.072,4.9,35,2010-08
53.515,-162.773,2.7,25,2010-08
14.728,-93.238,4,16,2010-08
-7.109,150.166,4.3,35,2010-08
-10.084,161.061,5.1,64,2010-08
52.587,-169.192,3.1,4,2010-08
12.463,141.716,4.5,10,2010-08
52.475,-170.021,2.7,5,2010-08
-6.68,154.598,4,35,2010-08
54.089,-35.117,4.7,10,2010-08
56.985,-144.114,2.7,12,2010-08
39.03,-123.112,2.3,5,2010-08
-6.214,150.743,4.3,35,2010-08
12.494,141.596,4.4,10,2010-08
49.915,155.212,4.3,91,2010-08
54.736,161.382,4.3,35,2010-08
17.647,-94.551,4.6,147,2010-08
52.73,-167.478,4,19,2010-08
52.334,-169.982,3,4,2010-08
52.574,-170.328,4.4,4,2010-08
44.352,147.788,4.6,84,2010-08
-5.523,151.444,4.4,35,2010-08
52.738,-167.477,4,21,2010-08
52.372,-169.968,3,2,2010-08
52.564,-169.468,2.6,3,2010-08
-8.798,157.663,4.6,35,2010-08
-8.93,157.729,4,35,2010-08
-3.286,102.707,4.3,91,2010-08
52.458,-170.169,2.6,4,2010-08
18.832,-67.277,2.8,17,2010-08
52.373,-169.957,2.9,5,2010-08
52.432,-170.018,3.1,1,2010-08
52.509,-170.148,2.5,5,2010-08
18.699,-66.14,2.9,77,2010-08
53.143,-166.621,3.3,25,2010-08
52.398,-170.094,2.5,4,2010-08
52.348,-169.951,2.8,3,2010-08
-32.487,-178.064,4.1,35,2010-08
12.379,141.69,4.7,10,2010-08
12.437,141.569,4.5,10,2010-08
52.563,-169.381,3,6,2010-08
52.654,-169.212,2.6,0,2010-08
52.614,-169.391,2.8,4,2010-08
52.702,-169.327,2.7,1,2010-08
52.351,-169.928,3,4,2010-08
52.664,-169.454,3.4,4,2010-08
51.44,178.794,2.7,32,2010-08
52.775,-169.376,2.9,5,2010-08
52.788,-169.328,2.8,5,2010-08
52.685,-169.323,2.6,1,2010-08
-33.465,-72.256,4.3,4,2010-08
0.97,125.436,4.6,91,2010-08
31.038,142.844,4.6,8,2010-08
52.256,-170.032,2.7,2,2010-08
52.389,-170.069,2.8,4,2010-08
-8.792,105.529,4.5,10,2010-08
-1.486,120.642,4.2,27,2010-08
52.551,-169.559,2.5,4,2010-08
52.348,-170.029,2.6,5,2010-08
51.249,-178.26,2.9,31,2010-08
14.03,-91.121,5.2,67,2010-08
11.141,95.071,5.1,20,2010-08
32.078,-115.1,3.1,9,2010-08
63.657,-149.568,3.7,123,2010-08
18.621,146.415,4.9,69,2010-08
54.626,-160.739,3.9,3,2010-08
-28.072,63.177,4.5,10,2010-08
53.989,-161.837,2.6,7,2010-08
2.519,128.405,4.5,196,2010-08
36.835,-121.57,3.2,6,2010-08
18.652,146.406,4.8,66,2010-08
-11.39,166.509,4.4,201,2010-08
52.812,-169.454,3.2,5,2010-08
18.321,-101.119,4,79,2010-08
6.266,126.75,4.4,63,2010-08
51.367,-178.503,5.1,54,2010-08
52.788,-169.328,2.8,5,2010-08
51.697,-179.057,2.6,7,2010-08
51.186,-178.381,2.7,21,2010-08
52.532,-170.078,3,5,2010-08
51.706,-174.922,2.8,13,2010-08
53.884,-161.866,3.2,8,2010-08
53.945,-161.863,3.2,4,2010-08
52.579,-169.108,2.6,6,2010-08
18.359,-67.445,3.3,8,2010-08
52.635,-169.593,4.2,5,2010-08
18.4,-67.435,2.8,15,2010-08
52.704,-169.556,2.8,0,2010-08
52.612,-169.248,2.8,0,2010-08
52.613,-169.248,2.6,1,2010-08
52.595,-169.28,2.9,2,2010-08
-6.625,154.017,5,92,2010-08
-6.728,132.781,4.6,35,2010-08
18.445,-67.46,2.5,15,2010-08
-55.879,-28.063,5.1,112,2010-08
-35.729,178.323,4,204,2010-08
52.568,-169.142,2.6,4,2010-08
-8.345,105.88,4.9,35,2010-08
52.666,-169.31,2.6,4,2010-08
54.156,-166.159,5.3,108,2010-08
39.318,71.816,5.2,12,2010-08
-5.352,151,4.8,108,2010-08
-36.805,-73.069,4.5,31,2010-08
52.581,-169.538,2.8,9,2010-08
-6.57,154.246,6.1,19,2010-08
-31.019,-177.494,4.5,36,2010-08
-6.658,154.165,4.2,35,2010-08
52.648,-169.06,2.8,6,2010-08
-34.884,-71.792,   ,36,2010-08
-7.249,150.49,4.1,35,2010-08
35.499,69.634,4.1,86,2010-08
-6.989,150.181,4,35,2010-08
52.592,-169.335,2.8,2,2010-08
-6.277,154.789,4.3,97,2010-08
-13.512,166.934,4.5,94,2010-08
-6.577,153.752,4.2,100,2010-08
12.516,143.769,4.2,10,2010-08
-14.46,-74.174,4,135,2010-08
53.584,162.943,5.2,38,2010-08
-17.882,167.451,4.6,40,2010-08
43.474,-127.215,3.7,10,2010-08
-6.38,154.466,4.4,35,2010-08
53.405,-165.784,2.5,16,2010-08
42.35,26.15,4.1,0,2010-08
-9.618,159.548,4.4,22,2010-08
38.792,-80.398,2.5,10,2010-08
52.144,142.197,4,56,2010-08
38.818,-122.829,2.5,2,2010-08
52.397,-170.049,2.5,4,2010-08
54.106,-161.962,2.6,9,2010-08
32.522,-115.65,3.1,5,2010-08
-31.413,-177.012,4.4,10,2010-08
-35.2,-72.053,4.3,42,2010-08
2.221,96.717,6,24,2010-08
-32.896,-179.483,4.5,108,2010-08
-35.573,179.401,4.5,184,2010-08
57.844,-152.818,3.2,41,2010-08
52.465,-169.315,2.9,12,2010-08
43.32,146.978,4.1,35,2010-08
13.932,-92.765,4.2,19,2010-08
2.188,96.68,4.5,42,2010-08
52.548,-169.627,2.5,4,2010-08
2.549,127.457,4.6,73,2010-08
24.062,126.735,4,9,2010-08
-8.003,110.449,4.7,22,2010-08
-5.917,149.013,4.1,78,2010-08
59.988,-152.725,2.9,96,2010-08
-14.231,-76.256,4.3,32,2010-08
62.253,-150.97,2.5,68,2010-08
33.882,-116.693,3.6,12,2010-08
37.306,141.702,4.7,37,2010-08
44.363,-115.599,3.6,5,2010-08
-27.544,-67.345,5.1,142,2010-08
-2.522,138.524,4.4,36,2010-08
53.907,-163.099,2.5,29,2010-08
23.571,121.642,4.7,40,2010-08
54.992,-161.811,3.1,70,2010-08
24.765,121.924,4.3,6,2010-08
54.476,-161.525,2.7,8,2010-08
24.753,121.981,4.8,8,2010-08
52.585,-169.283,4.3,7,2010-08
5.37,118.368,4.2,54,2010-08
52.672,-174.016,3,159,2010-08
6.005,-77.983,5.4,4,2010-08
-9.772,123.445,4.8,10,2010-08
40.665,-124.132,3.2,26,2010-08
62.342,-151.161,2.9,85,2010-08
51.152,-178.401,2.9,25,2010-08
52.45,-169.995,3,1,2010-08
-6.153,149.885,5,51,2010-08
-4.879,144.538,4.7,64,2010-08
63.798,-146.436,3.1,8,2010-08
-34.757,-71.717,4.5,46,2010-08
3.586,126.725,4.4,67,2010-08
46.289,151.52,4.3,116,2010-08
32.212,-115.25,3.8,8,2010-08
-17.578,168.384,4.4,43,2010-08
-39.075,-73.257,4,28,2010-08
-4.578,35.954,4.3,10,2010-08
-36.532,-73.718,5,19,2010-08
18.551,-67.003,2.7,113,2010-08
-21.806,-68.162,4.1,94,2010-08
-5.173,-80.97,4.5,27,2010-08
18.217,-100.909,4,58,2010-08
1.56,126.75,4.4,68,2010-08
-21.135,-67.269,5.1,152,2010-08
12.22,141.455,4.5,10,2010-08
2.098,96.748,4.7,45,2010-08
-30.919,-177.704,4.4,21,2010-08
19.44,147.378,5.5,23,2010-08
-31.36,-178.451,4.3,37,2010-08
37.24,19.95,5.3,24,2010-08
15.605,-96.293,4.1,32,2010-08
31.827,-114.992,3,8,2010-08
23.759,49.124,4,38,2010-08
-17.574,167.474,4.3,10,2010-08
46.535,151.476,4.5,109,2010-08
75.727,132.541,4.2,60,2010-08
-6.314,154.344,4.9,56,2010-08
42.628,-78.606,2,5,2010-08
6.821,123.74,4.7,596,2010-08
32.285,-115.43,2.8,3,2010-08
35.772,69.058,4.5,35,2010-08
32.243,-115.295,3,8,2010-08
12.79,143.535,5.5,127,2010-08
52.639,-169.267,2.8,4,2010-08
47.684,-121.954,2.5,19,2010-08
53.469,-164.523,4.8,35,2010-08
-25.481,179.316,4.8,515,2010-08
53.217,-164.396,2.5,29,2010-08
40.373,25.905,4.1,13,2010-08
9.388,125.854,4.1,54,2010-08
47.534,152.378,4.6,146,2010-08
52.712,-169.684,2.5,19,2010-08
56.201,-168.478,3.2,22,2010-08
12.181,141.544,4.4,56,2010-08
53.234,-164.319,3.1,13,2010-08
13.452,125.331,4.3,17,2010-08
20.002,-155.724,2.7,30,2010-08
51.509,-178.464,4.6,35,2010-08
19.179,-67.012,3,10,2010-08
53.333,-164.79,4.4,21,2010-08
-53.391,24.802,4,10,2010-08
52.938,-167.624,3,43,2010-08
52.578,-169.065,2.7,10,2010-08
-7.149,150.98,4.7,35,2010-08
39.605,74.197,   ,53,2010-08
58.564,160.739,4.7,22,2010-08
19.194,-155.627,3.1,8,2010-08
34.063,-116.673,2.5,8,2010-08
18.795,-107.193,6.1,10,2010-08
-8.263,120.716,4.8,188,2010-08
52.005,179.563,2.8,193,2010-08
59.849,-152.905,3.7,108,2010-08
55.656,-135.343,3.1,0,2010-08
52.988,-164.645,2.5,12,2010-08
51.183,-178.437,2.9,26,2010-08
-6.079,133.562,5.3,13,2010-08
-37.289,-74.549,4.3,35,2010-08
52.705,-169.405,2.8,3,2010-08
63.123,-150.801,3.8,128,2010-08
52.485,-169.195,2.8,12,2010-08
36.508,71.25,5,226,2010-08
52.631,-169.404,3.5,4,2010-08
52.757,-169.63,3,4,2010-08
52.553,-169.107,2.6,12,2010-08
51.376,-175.846,3.8,13,2010-08
52.665,-169.091,2.5,7,2010-08
52.818,-169.43,2.9,4,2010-08
52.744,-163.491,3,25,2010-08
52.614,-169.501,2.9,4,2010-08
52.921,-174.63,2.6,200,2010-08
-48.688,31.383,4.3,10,2010-08
44.34,141.179,4.7,234,2010-08
52.804,-169.502,4.6,10,2010-08
52.587,-169.311,2.7,9,2010-08
13.943,123.728,4.6,67,2010-08
29.221,142.504,4.6,10,2010-08
62.088,-152.088,2.9,120,2010-08
19.19,-67.3,3.4,10,2010-08
21.601,143.154,4.4,304,2010-08
35.526,-96.763,2.6,5,2010-08
35.54,-96.761,2.5,5,2010-08
47.99,-113.9,3.1,16,2010-08
36.355,22.203,4.2,18,2010-08
52.63,-169.425,3.1,6,2010-08
52.553,-169.159,2.8,12,2010-08
52.72,-169.325,2.8,4,2010-08
27.6,130.203,4.8,35,2010-08
6.748,123.564,5,594,2010-08
52.504,-169.521,2.6,5,2010-08
32.403,-115.412,4.2,8,2010-08
-40.108,174.9,4.7,30,2010-08
-37.906,176.176,4.3,182,2010-08
32.951,-100.861,2.8,5,2010-08
18.35,-104.883,4.1,10,2010-08
-21.172,-68.912,4.8,122,2010-08
36.081,-117.884,2.8,2,2010-08
-49.496,117.32,5.1,10,2010-08
60.308,-141.27,2.8,13,2010-08
11.673,95.239,4.2,35,2010-08
0.397,123.844,5.1,210,2010-08
61.16,-150.463,3.6,49,2010-08
-0.778,124.512,5.4,46,2010-08
39.349,144.295,4.8,10,2010-08
19.013,-64.95,3.2,20,2010-08
-31.857,-68.385,4.4,110,2010-08
16,-98.089,4.2,5,2010-08
50.838,-179.128,4,4,2010-08
-27.132,-70.765,4.5,40,2010-08
-22.704,-69.184,5.1,76,2010-08
15.85,-94.2,4.1,66,2010-08
-35.089,-72.246,5,31,2010-08
40.305,-124.569,3.3,20,2010-08
20.465,144.799,4.4,183,2010-08
-3.268,129.485,4.1,32,2010-08
37.455,-117.526,3.6,7,2010-08
-20.47,-175.471,4.1,35,2010-08
5.641,126.661,4.6,114,2010-08
2.705,128.623,5.1,234,2010-08
35.819,-121.179,3.7,5,2010-08
52.633,-169.486,4.2,13,2010-08
-6.528,147.291,4.2,43,2010-08
16.581,-98.928,4.1,14,2010-08
-21.876,-174.488,5.2,10,2010-08
18.037,-63.634,3.8,154,2010-08
