lat,lon,value
-0,-78.4,1
-0,0,5
-0,109.3,198
-0,109.4,3
-0.1,-78.4,1
-0.1,-78.5,17
-0.1,-79.3,1
-0.1,109.3,5
-0.1,109.4,12
-0.1,34.8,2
-0.2,-78.4,3
-0.2,-78.5,213
-0.2,-79.2,2
-0.2,100.6,3
-0.2,115.7,1
-0.3,-78.5,1
-0.3,100.2,1
-0.3,100.4,19
-0.3,100.5,1
-0.3,100.6,1
-0.3,103.2,1
-0.3,117.1,1
-0.3,36.1,4
-0.4,100.4,2
-0.4,100.6,1
-0.4,102.5,1
-0.4,117,11
-0.4,117.1,1
-0.4,117.2,2
-0.5,100.4,2
-0.5,101.5,2
-0.5,117.1,66
-0.5,117.2,99
-0.6,-47.3,1
-0.6,-63.4,2
-0.6,100.8,1
-0.6,117.1,2
-0.6,35.3,1
-0.7,-90.3,1
-0.7,100.8,2
-0.7,73.1,1
-0.8,100.3,2
-0.8,100.6,1
-0.8,100.7,1
-0.8,103.5,2
-0.8,117,1
-0.8,119.9,3
-0.8,35.4,1
-0.9,-52.5,1
-0.9,-80.7,12
-0.9,100.3,9
-0.9,100.4,256
-0.9,100.5,5
-0.9,117,1
-0.9,119.8,2
-0.9,119.9,29
-0.9,122.8,1
-0.9,131.2,1
-0.9,131.3,2
-0.9,134,2
-0.9,134.1,1
-0.9,35.4,1
-1,-79.5,1
-1,-80.5,2
-1,-80.7,2
-1,100.4,32
-1,103.1,1
-1,114.9,1
-1,122.8,3
-1,37.1,3
-1.1,-80.4,2
-1.1,-80.5,1
-1.1,36.7,1
-1.2,-78.6,6
-1.2,116.8,18
-1.2,116.9,40
-1.2,136.1,1
-1.2,34.6,1
-1.2,36.7,1
-1.2,36.9,1
-1.3,-47.9,6
-1.3,-78.6,1
-1.3,116.6,1
-1.3,116.8,181
-1.3,116.9,11
-1.3,117,1
-1.3,176,3
-1.3,36.7,1
-1.3,36.8,406
-1.3,36.9,2
-1.4,-48.4,14
-1.4,-48.5,8
-1.4,103.9,1
-1.4,116.7,1
-1.4,120.8,1
-1.4,120.9,1
-1.4,16.3,1
-1.4,36.9,1
-1.4,37.8,1
-1.4,38,1
-1.5,-48.5,48
-1.5,-48.6,2
-1.5,-52.6,1
-1.5,101.1,1
-1.5,102.1,1
-1.6,-79.8,1
-1.6,103.5,2
-1.6,103.6,48
-1.6,103.7,1
-1.7,-78.6,2
-1.8,-79.3,1
-1.8,-79.5,1
-1.8,106.1,4
-1.8,110,2
-1.8,113.8,10
-1.8,115.9,1
-1.9,-54.7,4
-1.9,106.1,2
-1.9,116.2,1
-1.9,136.3,1
-10,-67.8,122
-10.1,-36.2,1
-10.1,123.5,1
-10.2,-48.3,74
-10.2,-51.1,1
-10.2,-55,3
-10.2,123.6,16
-10.2,123.7,1
-10.3,-36.5,5
-10.3,-36.6,1
-10.3,-49,2
-10.3,-63.7,4
-10.4,-62.5,5
-10.4,-77.2,1
-10.5,-40.2,1
-10.5,-40.3,2
-10.5,-68.6,1
-10.7,-37.4,4
-10.7,-38.6,2
-10.7,-48.4,4
-10.7,-69.8,1
-10.7,-76.3,1
-10.8,-37.2,3
-10.8,-55.5,3
-10.9,-37,1
-10.9,-37.1,556
-10.9,-37.7,8
-10.9,-69.6,1
-11,-37,1
-11,-37.1,1
-11.1,-37.1,1
-11.1,-76,4
-11.2,-37.9,12
-11.2,-40.5,1
-11.3,-57.7,5
-11.4,-39.5,1
-11.4,-40,1
-11.4,-58.7,3
-11.4,-61.4,4
-11.7,-49.1,15
-11.7,-76.3,1
-11.8,-55.5,1
-11.8,-77.2,2
-11.9,-55.5,29
-11.9,-76.7,1
-11.9,-77.1,1
-12,-40.6,1
-12,-76.9,1
-12,-77,1208
-12,-77.1,13
-12,17.5,1
-12.1,-38.4,3
-12.1,-41.1,1
-12.1,-45,21
-12.1,-75.2,6
-12.1,-76.8,1
-12.1,-76.9,5
-12.1,-77,89
-12.1,-77.1,29
-12.1,96.8,8
-12.2,-76.9,1
-12.2,-77,6
-12.2,136.8,1
-12.2,96.8,1
-12.3,-39,85
-12.3,-40.2,1
-12.3,-76.9,1
-12.4,-37.9,1
-12.4,-38.3,1
-12.4,-39.1,33
-12.4,-76.8,1
-12.4,130.9,4
-12.5,-38,1
-12.5,-40.3,2
-12.5,130.8,59
-12.5,131,1
-12.6,-39.1,9
-12.6,-52.2,1
-12.6,-55.7,8
-12.7,-38.5,2
-12.7,-60.1,1
-12.7,-76.6,1
-12.7,45.1,1
-12.8,-60.1,13
-12.8,-76.6,1
-12.9,-38.3,34
-12.9,-38.5,3
-13,-38.4,4
-13,-38.5,2622
-13,-39.3,1
-13,-44.1,2
-13,-46.8,1
-13.1,-39.6,1
-13.1,-60.5,1
-13.2,-39.5,1
-13.2,-43.4,1
-13.2,-56,5
-13.3,-43.4,1
-13.3,-72.1,1
-13.4,-39.1,1
-13.5,-72,1
-13.6,-172.5,5
-13.6,-72.1,20
-13.7,-39.5,1
-13.8,-56.1,1
-13.8,-57.9,1
-13.9,-40.1,1
-13.9,-56.1,2
-13.9,-57.2,1
-14,33.8,1
-14.1,-39.6,2
-14.1,-39.7,1
-14.1,-46.4,1
-14.1,-48.1,17
-14.1,-75.7,9
-14.2,-42.8,1
-14.2,-56.3,123
-14.3,-170.7,1
-14.4,-56.4,1
-14.4,143.3,1
-14.5,-42.6,8
-14.5,-48.5,1
-14.6,-57.5,1
-14.7,-39.4,2
-14.7,-39.6,2
-14.7,-49.6,6
-14.7,28.1,2
-14.8,-39,1
-14.8,-39.3,59
-14.9,-39,1
-14.9,-40.8,20
-15,-51.1,2
-15,-57.2,1
-15.1,-57.1,1
-15.2,-49.8,1
-15.2,-59.3,3
-15.3,-40.3,1
-15.4,-39,1
-15.4,28.3,25
-15.5,-47.3,11
-15.5,-47.6,2
-15.5,-55.2,6
-15.5,-55.7,1
-15.5,-70.1,1
-15.6,-47.7,7
-15.6,-47.8,1
-15.6,-47.9,1
-15.6,-54.3,10
-15.6,-56.1,32
-15.7,-47.8,4
-15.7,-47.9,7
-15.7,-56.1,2
-15.8,-42.2,2
-15.8,-43.1,1
-15.8,-47.8,471
-15.8,-47.9,955
-15.8,-48,14
-15.8,-48.1,36
-15.8,-54.9,1
-15.8,35,6
-15.9,-47.8,1
-15.9,-47.9,82
-15.9,-48,3
-15.9,-48.1,3
-15.9,-50.2,35
-15.9,-55,1
-15.9,-70,5
-16,-39.5,1
-16,-39.9,1
-16,-48.1,21
-16,-55,2
-16.1,-47.9,2
-16.1,-48,1
-16.3,-47.9,1
-16.3,-49,11
-16.3,-71.6,51
-16.4,-39,1
-16.4,-39.6,1
-16.4,-46.9,1
-16.4,-47.8,1
-16.4,-71.5,2
-16.5,-151.7,11
-16.5,-39.1,27
-16.5,-51.1,1
-16.5,-54.6,13
-16.5,-68.1,91
-16.5,-68.2,1
-16.5,145.5,1
-16.6,-39.1,2
-16.6,-41.8,1
-16.6,-49.2,31
-16.6,-49.5,3
-16.6,34.1,3
-16.7,-43.8,2
-16.7,-43.9,107
-16.7,-49.1,2
-16.7,-49.2,5
-16.7,-49.3,244
-16.8,-47.6,2
-16.8,-49.2,1
-16.8,-49.3,5
-16.8,145.7,1
-16.9,145.7,3
-16.9,145.8,82
-17,-39.6,2
-17.2,-43.9,1
-17.2,-46.9,3
-17.2,34.4,2
-17.3,-44.9,5
-17.3,-48.3,2
-17.3,-48.8,1
-17.3,-49,2
-17.3,-49.9,7
-17.3,-53.2,1
-17.4,-40.2,1
-17.4,-66.2,21
-17.5,-39.7,25
-17.5,146,2
-17.6,-39.7,1
-17.6,-52.5,5
-17.7,-149.4,11
-17.7,-48.2,1
-17.7,-48.6,14
-17.7,-49.1,2
-17.7,168.3,1
-17.8,-179.3,8
-17.8,-40.3,5
-17.8,-42.6,2
-17.8,-50.6,1
-17.8,-50.9,24
-17.8,-63.2,9
-17.8,177.2,1
-17.8,177.4,1
-17.8,25.2,2
-17.8,31.1,20
-17.8,31.3,1
-17.9,-41.5,7
-17.9,-42.1,1
-17.9,122.2,1
-17.9,19.7,2
-17.9,25.9,1
-18,-46.9,2
-18,-67.1,5
-18,-70.3,9
-18,122.2,1
-18.1,-48.3,1
-18.1,-49.1,1
-18.1,-49.4,2
-18.1,177.4,1
-18.1,178.4,11
-18.2,-43.6,12
-18.2,-45.2,1
-18.2,-47.9,2
-18.3,-47.1,3
-18.4,-49.2,17
-18.4,-70.3,1
-18.5,-54.7,2
-18.5,-70.3,88
-18.6,-43.4,1
-18.6,-46.5,63
-18.6,-48.2,23
-18.6,-48.7,1
-18.7,-39.8,2
-18.7,-39.9,1
-18.7,-41.4,1
-18.7,-44.4,2
-18.7,-47.5,1
-18.8,-41.9,86
-18.9,-47,6
-18.9,-48.2,4
-18.9,-48.3,10
-18.9,-50.6,1
-18.9,47.5,13
-19,-49.5,26
-19,-57.6,1
-19,-65.3,6
-19.2,-41.4,1
-19.2,-42.5,1
-19.2,-47.7,1
-19.2,146.8,1
-19.3,-41.2,3
-19.3,-46.1,1
-19.3,-48.9,1
-19.3,146.8,91
-19.4,-40.1,16
-19.4,-44.2,1
-19.5,-40.6,38
-19.5,-42.1,1
-19.5,-42.5,128
-19.5,-42.6,16
-19.5,-44.2,51
-19.5,-49.5,1
-19.6,-41.2,1
-19.6,-43.2,28
-19.6,-43.6,1
-19.6,-43.9,13
-19.6,-44,3
-19.6,-44.3,1
-19.6,-46.9,2
-19.7,-43.9,8
-19.7,-44.9,2
-19.7,-45.3,12
-19.7,-47.9,172
-19.7,-50.2,1
-19.8,-42.1,18
-19.8,-43,1
-19.8,-43.2,1
-19.8,-43.9,8
-19.8,-44,2
-19.8,34.8,1
-19.9,-40.1,5
-19.9,-43.5,2
-19.9,-43.8,2
-19.9,-43.9,3628
-19.9,-44,20
-19.9,-44.1,46
-19.9,-44.6,2
-19.9,-45,13
-19.9,-45.5,10
-19.9,-47.5,3
-2,-44.6,1
-2,30.1,14
-2.1,-79.6,2
-2.1,-79.9,55
-2.1,-80,1
-2.1,-80.8,2
-2.1,102.3,3
-2.1,105.2,1
-2.1,106.1,11
-2.1,115.4,1
-2.1,126,1
-2.1,37.6,1
-2.2,-79.6,1
-2.2,-79.8,4
-2.2,-79.9,357
-2.2,-80,3
-2.2,-80.1,1
-2.2,-80.8,2
-2.2,-80.9,1
-2.2,-81,1
-2.2,105.1,1
-2.2,106.1,1
-2.2,113.8,16
-2.2,113.9,17
-2.2,115.4,1
-2.3,-79.2,1
-2.3,-80.9,1
-2.3,102.7,1
-2.3,106,5
-2.3,113.9,1
-2.4,-54.7,5
-2.4,-80.3,1
-2.4,-80.4,2
-2.4,-80.5,1
-2.4,115.3,1
-2.4,29.1,1
-2.5,-44.2,2
-2.5,-44.3,4
-2.5,106.4,1
-2.5,110.2,2
-2.5,111,1
-2.5,112.9,2
-2.5,113,4
-2.5,121.4,2
-2.5,133.6,2
-2.5,140.7,17
-2.5,32.9,4
-2.6,-44.2,10
-2.6,-44.3,30
-2.6,-56.7,2
-2.6,-80.4,1
-2.6,113,3
-2.6,120.3,2
-2.6,121.1,2
-2.6,140.5,2
-2.6,140.6,3
-2.6,140.7,3
-2.7,-78.8,2
-2.7,-80.3,1
-2.7,104.1,1
-2.7,107.7,2
-2.7,111.6,1
-2.7,111.7,1
-2.8,115.3,2
-2.9,-40.8,2
-2.9,-41.7,1
-2.9,-41.8,7
-2.9,-78.8,1
-2.9,-79,24
-2.9,104.7,27
-2.9,104.8,29
-2.9,108.3,1
-2.9,114.9,1
-2.9,13.8,1
-2.9,132.3,3
-20,-43.8,21
-20,-43.9,7
-20,-44,80
-20,-44.1,1
-20,-44.2,2
-20,-48.9,4
-20,148.2,1
-20,23.4,2
-20.1,-40.2,2
-20.1,-44.3,1
-20.1,-44.6,3
-20.1,-44.9,24
-20.1,57.5,2
-20.1,57.6,1
-20.2,-40.2,7
-20.2,-44,2
-20.2,-44.8,1
-20.2,-50.9,17
-20.2,-51.2,9
-20.2,-56.4,1
-20.2,-70.1,102
-20.2,-70.2,1
-20.2,149,3
-20.2,57.5,14
-20.3,-40.3,288
-20.3,-40.4,25
-20.3,-41.1,2
-20.3,-43.8,4
-20.3,-45.5,7
-20.3,-47.8,13
-20.3,-48.3,4
-20.3,-50.2,7
-20.3,-50.5,24
-20.3,-70.1,4
-20.3,118.6,2
-20.3,148.7,2
-20.3,148.9,1
-20.3,57.4,2
-20.3,57.8,1
-20.4,-40.3,1
-20.4,-42.9,11
-20.4,-43.4,12
-20.4,-43.5,33
-20.4,-44.8,1
-20.4,-50,63
-20.4,-51.3,15
-20.4,-52.9,1
-20.4,-53.8,2
-20.4,-54.6,1
-20.4,57.7,1
-20.5,-41.4,1
-20.5,-43.7,4
-20.5,-43.8,4
-20.5,-44.5,1
-20.5,-45.4,25
-20.5,-46,8
-20.5,-46.7,5
-20.5,-47.4,123
-20.5,-49.8,1
-20.5,-54.6,5
-20.5,-55.8,5
-20.5,16.7,1
-20.6,-41.2,4
-20.6,-46,1
-20.6,-47.9,1
-20.6,-48.6,83
-20.6,-49.7,2
-20.6,-51.1,4
-20.7,-40.5,36
-20.7,-41.9,1
-20.7,-42,2
-20.7,-43.8,27
-20.7,-46.2,1
-20.7,-46.6,27
-20.7,-47.8,1
-20.7,-47.9,1
-20.7,-48.1,4
-20.7,-48.9,5
-20.7,116.8,2
-20.7,117.1,1
-20.7,139.5,6
-20.8,-40.6,3
-20.8,-40.7,1
-20.8,-41.1,47
-20.8,-41.5,2
-20.8,-48.8,1
-20.8,-49.3,1
-20.8,-49.4,73
-20.8,-49.5,4
-20.8,-51.7,5
-20.9,-40.8,1
-20.9,-44.5,1
-20.9,-46.1,1
-20.9,-47,2
-20.9,-47.6,30
-20.9,-48.3,5
-20.9,-48.5,33
-20.9,-48.6,3
-20.9,-51.4,11
-20.9,165.6,1
-20.9,55.3,1
-20.9,55.5,3
-21,-40.8,1
-21,-47.7,3
-21,-47.8,2
-21,-48,1
-21,-48.2,1
-21,-48.8,5
-21,-49.4,2
-21,-55,1
-21,55.3,41
-21,55.7,1
-21.1,-41.7,1
-21.1,-42.4,1
-21.1,-42.9,1
-21.1,-43,1
-21.1,-44.2,1
-21.1,-44.3,1
-21.1,-47.8,3
-21.1,-48,1
-21.1,-48.8,1
-21.1,-49,67
-21.1,-56.5,5
-21.1,148.9,1
-21.1,149.2,19
-21.1,55.5,14
-21.2,-41.9,33
-21.2,-43.8,39
-21.2,-44,2
-21.2,-45,34
-21.2,-45.8,1
-21.2,-47,1
-21.2,-47.8,54
-21.2,-48.2,1
-21.2,-50.4,2
-21.2,-50.5,1
-21.2,-50.9,1
-21.2,-51.8,1
-21.3,-46.8,1
-21.3,-47.7,3
-21.3,-48.3,29
-21.3,-48.5,22
-21.3,-49.9,1
-21.3,-50.3,41
-21.3,-50.6,2
-21.3,-51.6,2
-21.3,-52,3
-21.3,55.5,2
-21.4,-42.7,14
-21.4,-45.9,31
-21.4,-46.5,5
-21.4,-48.2,12
-21.4,-48.5,18
-21.4,-50.5,1
-21.4,-51.6,2
-21.4,55.6,2
-21.5,-41.6,1
-21.5,-42,1
-21.5,-42.3,1
-21.5,-42.5,1
-21.5,-43.6,6
-21.5,-46.8,2
-21.5,-47,8
-21.5,-47.4,2
-21.5,-49.2,2
-21.5,-49.9,1
-21.5,-51.5,16
-21.5,-54.8,824
-21.5,-56.2,2
-21.5,-64.7,3
-21.6,-41.7,1
-21.6,-45.4,56
-21.6,-45.5,1
-21.6,-46,5
-21.6,-50.2,1
-21.6,-51.4,1
-21.6,-55.3,4
-21.6,47.5,1
-21.7,-41.2,3
-21.7,-42.1,3
-21.7,-42.4,1
-21.7,-43.1,1
-21.7,-43.4,1
-21.7,-44.6,1
-21.7,-45.6,1
-21.7,-47.5,4
-21.7,-48.1,2
-21.7,-49.7,42
-21.7,-51.1,5
-21.7,-57.8,1
-21.8,-41.3,85
-21.8,-43.3,580
-21.8,-43.4,6
-21.8,-46.6,4
-21.8,-46.9,2
-21.8,-47.3,3
-21.8,-48.2,156
-21.8,-48.8,19
-21.8,-50.9,2
-21.8,-52.2,3
-21.8,-52.5,1
-21.9,-45.1,1
-21.9,-45.4,1
-21.9,-47.5,12
-21.9,-47.6,6
-21.9,-50.5,1
-21.9,-50.7,1
-21.9,-51.8,9
-21.9,15.7,2
-21.9,16.2,1
-21.9,16.4,1
-22,-42.2,1
-22,-42.4,2
-22,-43,1
-22,-44.9,7
-22,-46.6,4
-22,-46.8,2
-22,-47.4,34
-22,-47.9,8
-22,-48.9,1
-22,-50,1
-22,-50.5,1
-22,-51.6,2
-22,-51.7,1
-22,-64.9,8
-22.1,-43.2,7
-22.1,-45.1,1
-22.1,-47,3
-22.1,-47.8,1
-22.1,-48.7,6
-22.1,-51.2,1
-22.1,-51.4,154
-22.1,-70.2,1
-22.1,14.3,1
-22.1,148.1,2
-22.2,-42.4,4
-22.2,-43.3,2
-22.2,-44.4,1
-22.2,-45.9,72
-22.2,-46.8,2
-22.2,-47.4,24
-22.2,-49.7,1
-22.2,-49.9,47
-22.2,-50.9,10
-22.2,-53.3,3
-22.2,-54.8,101
-22.2,-70.1,1
-22.3,-42.5,49
-22.3,-43.6,1
-22.3,-45.7,4
-22.3,-45.9,1
-22.3,-46.4,4
-22.3,-47.2,5
-22.3,-48.1,7
-22.3,-48.5,1
-22.3,-48.6,15
-22.3,-49,1
-22.3,-49.1,342
-22.3,-51.5,8
-22.3,-53.8,1
-22.3,-54.8,1
-22.3,166.4,2
-22.3,166.5,2
-22.4,-41.8,2
-22.4,-43,1
-22.4,-43.2,1
-22.4,-43.7,2
-22.4,-45,3
-22.4,-46.8,22
-22.4,-47,43
-22.4,-47.4,72
-22.4,-47.6,179
-22.4,-48.8,3
-22.4,-49.1,1
-22.4,15,2
-22.5,-41.9,37
-22.5,-42.7,4
-22.5,-43.2,20
-22.5,-43.5,1
-22.5,-43.7,3
-22.5,-44.1,151
-22.5,-44.2,73
-22.5,-44.5,47
-22.5,-44.6,5
-22.5,-44.8,2
-22.5,-45.8,1
-22.5,-47.5,3
-22.5,-48.6,24
-22.5,-48.7,4
-22.5,-49,6
-22.5,-52.2,1
-22.5,-68.9,4
-22.5,14.9,1
-22.6,-43.2,1
-22.6,-43.7,7
-22.6,-45,39
-22.6,-46.5,6
-22.6,-46.7,9
-22.6,-46.9,1
-22.6,-47.1,3
-22.6,-47.2,13
-22.6,-47.4,170
-22.6,-47.5,1
-22.6,-48.8,1
-22.6,-50.7,1
-22.6,-55.7,1
-22.6,145.7,6
-22.6,17.1,17
-22.7,-41.9,1
-22.7,-42.6,4
-22.7,-42.8,1
-22.7,-43.3,2
-22.7,-43.4,20
-22.7,-43.6,8
-22.7,-45,45
-22.7,-45.1,40
-22.7,-46.8,22
-22.7,-47,5
-22.7,-47.3,271
-22.7,-47.4,1
-22.7,-47.6,198
-22.7,-47.7,1
-22.7,-50.4,57
-22.7,14.5,1
-22.7,14.6,4
-22.8,-41.9,7
-22.8,-42.1,1
-22.8,-42.2,1
-22.8,-43.1,4
-22.8,-43.2,12
-22.8,-43.3,46
-22.8,-43.4,20
-22.8,-43.5,1
-22.8,-45.2,15
-22.8,-46.1,1
-22.8,-47.1,5
-22.8,-47.2,2
-22.8,-47.3,15
-22.8,-47.6,3
-22.8,-50.2,5
-22.8,-51.4,1
-22.8,148.7,1
-22.9,-42,103
-22.9,-42.1,1
-22.9,-42.3,15
-22.9,-42.4,2
-22.9,-42.5,19
-22.9,-42.9,1
-22.9,-43,2
-22.9,-43.1,69
-22.9,-43.2,84
-22.9,-43.3,23
-22.9,-43.4,10
-22.9,-43.5,11
-22.9,-43.6,7
-22.9,-44.3,1
-22.9,-45.5,56
-22.9,-46.3,3
-22.9,-47,7
-22.9,-47.1,16
-22.9,-47.2,1621
-22.9,-47.3,1
-22.9,-48.4,1
-22.9,-48.5,69
-22.9,-49.6,10
-22.9,-49.8,1
-22.9,-50.8,1
-22.9,-87.9,1
-23,-42,2
-23,-43.1,1
-23,-43.2,14456
-23,-43.3,52
-23,-43.4,24
-23,-43.5,4
-23,-43.6,2
-23,-43.7,1
-23,-44,1
-23,-44.3,79
-23,-44.4,1
-23,-45.5,1
-23,-45.6,13
-23,-46.6,1
-23,-46.8,60
-23,-47,101
-23,-47.1,1
-23,-47.5,16
-23,-48,1
-23,-49.9,42
-23,14.5,2
-23,147.8,1
-23.1,-118.3,1
-23.1,-45.7,1
-23.1,-46.4,1
-23.1,-46.5,65
-23.1,-46.6,2
-23.1,-46.7,1
-23.1,-46.9,1
-23.1,-47,2
-23.1,-47.2,132
-23.1,-47.8,2
-23.1,-52.5,2
-23.1,-70.5,1
-23.1,150.7,2
-23.1,29.9,2
-23.2,-44.7,15
-23.2,-45.9,21
-23.2,-46.6,1
-23.2,-46.8,6
-23.2,-46.9,57
-23.2,-47,2
-23.2,-47.1,8
-23.2,-47.3,35
-23.2,-47.5,6
-23.2,-47.7,9
-23.2,-49.4,5
-23.2,-50,2
-23.2,-50.6,2
-23.3,-45.8,1
-23.3,-45.9,3
-23.3,-46,21
-23.3,-46.4,1
-23.3,-46.6,1
-23.3,-46.7,10
-23.3,-47.3,74
-23.3,-47.7,5
-23.3,-47.9,1
-23.3,-50.1,1
-23.3,-50.7,1
-23.3,-51.2,452
-23.3,150.5,2
-23.4,-45.1,26
-23.4,-45.7,3
-23.4,-45.9,7
-23.4,-46,5
-23.4,-46.5,314
-23.4,-46.7,19
-23.4,-46.8,3
-23.4,-46.9,5
-23.4,-47.1,1
-23.4,-47.9,10
-23.4,-48.4,2
-23.4,-49.1,1
-23.4,-49.5,2
-23.4,-50.8,1
-23.4,-51.2,1
-23.4,-51.4,22
-23.4,-51.9,26
-23.4,150.5,10
-23.5,-45.1,1
-23.5,-45.6,1
-23.5,-46.2,157
-23.5,-46.3,44
-23.5,-46.4,12
-23.5,-46.5,22
-23.5,-46.6,57
-23.5,-46.7,95
-23.5,-46.8,302
-23.5,-46.9,26
-23.5,-47,1
-23.5,-47.1,2
-23.5,-47.2,7
-23.5,-47.4,26
-23.5,-47.5,737
-23.5,-47.6,2
-23.5,-49.2,3
-23.5,-51.7,5
-23.6,-45.4,40
-23.6,-46.1,1
-23.6,-46.5,10
-23.6,-46.6,119
-23.6,-46.7,2490
-23.6,-46.8,11
-23.6,-46.9,62
-23.6,-47,1
-23.6,-47.2,1
-23.6,-47.6,4
-23.6,-48,50
-23.6,-51.5,48
-23.6,-51.6,1
-23.6,-70.4,185
-23.6,148.5,2
-23.7,-45.3,1
-23.7,-45.4,1
-23.7,-46.4,5
-23.7,-46.5,39
-23.7,-46.6,69
-23.7,-46.7,29
-23.7,-46.8,10
-23.7,-47.4,1
-23.7,-52.6,26
-23.7,-70.4,5
-23.7,133.9,6
-23.8,-45.4,14
-23.8,-45.6,6
-23.8,-45.7,2
-23.8,-46,2
-23.8,-46.2,1
-23.8,-46.7,1
-23.8,-47.7,2
-23.8,-48.6,2
-23.8,-51.1,1
-23.8,-52.4,1
-23.8,-53.1,1
-23.8,-53.3,34
-23.8,151.2,1
-23.8,151.3,1
-23.8,29.4,1
-23.9,-46.1,3
-23.9,-46.3,3
-23.9,-46.4,3
-23.9,-52.3,1
-23.9,151.2,1
-23.9,29.5,2
-24,-46.2,16
-24,-46.3,1233
-24,-46.4,106
-24,-46.5,2
-24,-48.9,27
-24,-52.4,3
-24,-53,1
-24,151.4,1
-24.1,-49.8,2
-24.1,-54.3,3
-24.1,-55.6,1
-24.2,-46.8,1
-24.2,-54.1,2
-24.2,-69.1,1
-24.2,29,1
-24.3,-47,5
-24.3,-47.6,1
-24.3,-50.6,1
-24.4,-47.9,1
-24.5,-47.8,20
-24.5,-49.9,1
-24.6,150,1
-24.7,-47.6,3
-24.7,-48,1
-24.7,-48.1,1
-24.7,-53.7,26
-24.7,-65.5,1
-24.7,25.9,15
-24.8,-50,3
-24.8,-50.5,1
-24.8,-65.4,21
-24.8,152.5,2
-24.9,-54.9,1
-24.9,152.3,15
-24.9,152.4,1
-24.9,30.8,2
-24.9,33.4,5
-24.9,33.5,2
-25,-53.5,113
-25,31.1,1
-25,33.5,3
-25.1,-50.2,122
-25.1,-57.5,5
-25.2,-57.6,1
-25.3,-49.2,3
-25.3,-54.1,7
-25.3,-57.5,9
-25.3,-57.6,82
-25.3,152.8,11
-25.3,152.9,2
-25.3,31,1
-25.4,-48.7,2
-25.4,-49.2,17
-25.4,-49.3,3988
-25.4,-49.4,1
-25.4,-51.5,45
-25.4,-52.4,2
-25.4,-57.5,6
-25.4,-57.6,5
-25.4,28.2,1
-25.4,32.8,2
-25.5,-48.5,1
-25.5,-49.2,101
-25.5,-49.3,13
-25.5,-49.5,6
-25.5,-49.7,1
-25.5,-54.6,13
-25.5,152.7,3
-25.5,31,3
-25.6,-48.3,1
-25.7,-48.5,1
-25.7,-49.3,1
-25.7,-53.8,1
-25.7,27.2,2
-25.7,27.9,2
-25.7,28.2,216
-25.7,28.3,5
-25.7,32.7,1
-25.8,-48.5,8
-25.8,-49.7,2
-25.8,-56.5,2
-25.8,25.6,2
-25.8,27.5,1
-25.8,28,1
-25.8,28.1,2
-25.8,28.2,31
-25.8,28.3,14
-25.8,28.4,1
-25.8,28.7,1
-25.8,29.3,1
-25.8,32.6,1
-25.9,-48.6,6
-25.9,-52.5,1
-25.9,-56.1,1
-25.9,153,1
-25.9,28,1
-25.9,28.1,7
-25.9,28.2,9
-25.9,29.2,2
-25.9,29.3,1
-25.9,32.6,1
-26,-48.6,1
-26,-52.6,1
-26,27.9,2
-26,28,37
-26,28.1,58
-26,28.2,3
-26,28.3,1
-26,32.3,1
-26,32.6,22
-26.1,-49.8,11
-26.1,-53.1,1
-26.1,27.8,5
-26.1,27.9,22
-26.1,28,104
-26.1,28.1,58
-26.1,28.2,10
-26.1,28.3,4
-26.1,28.4,1
-26.2,-48.8,1
-26.2,-49.5,3
-26.2,-50.4,5
-26.2,-52.7,39
-26.2,-58.2,13
-26.2,152.7,5
-26.2,27.7,2
-26.2,27.8,14
-26.2,27.9,10
-26.2,28,910
-26.2,28.1,21
-26.2,28.2,6
-26.2,28.3,17
-26.2,28.4,1
-26.3,-48.8,552
-26.3,-48.9,2
-26.3,-69.2,1
-26.3,-69.6,1
-26.3,-70.6,1
-26.3,27.8,3
-26.3,28,5
-26.3,28.1,9
-26.3,28.2,6
-26.3,28.3,3
-26.3,28.4,3
-26.3,31.1,1
-26.4,-52.4,1
-26.4,-70,1
-26.4,153,1
-26.4,153.1,17
-26.4,25.9,1
-26.4,27.4,1
-26.4,27.9,1
-26.4,28.1,1
-26.4,28.2,1
-26.5,-49,10
-26.5,-49.1,5
-26.5,151,27
-26.5,153,125
-26.5,153.1,4
-26.5,29.2,1
-26.5,30,2
-26.5,31.5,9
-26.6,-48.7,1
-26.6,-49,1
-26.6,-52.3,3
-26.6,151.6,2
-26.6,153,2
-26.6,153.1,2
-26.7,-49.2,3
-26.7,152.9,1
-26.7,153,1
-26.7,153.1,8
-26.7,27.1,7
-26.7,27.8,5
-26.7,27.9,6
-26.8,-48.6,1
-26.8,-49.1,1
-26.8,-53.2,1
-26.8,-65.2,21
-26.8,152.8,2
-26.8,153.1,7
-26.8,26.7,1
-26.8,27.8,1
-26.9,-48.6,1
-26.9,-48.7,24
-26.9,-49,22
-26.9,-49.1,454
-26.9,-49.2,11
-26.9,-49.4,3
-26.9,-52.4,1
-26.9,153,1
-27,-48.6,35
-27,-48.7,2
-27,-50,1
-27,-50.9,2
-27,-51.2,6
-27,-65.3,125
-27,153,1
-27,153.1,4
-27.1,-109.4,1
-27.1,-48.5,7
-27.1,-48.6,28
-27.1,-48.9,33
-27.1,-49,2
-27.1,-52.6,3
-27.1,-70.9,1
