lat,lon,value
27.9,34.3,7
27.9,77.3,1
27.9,78.1,3
27.9,80.9,1
28,-110.8,1
28,-15.4,6
28,-15.6,34
28,-15.8,6
28,-16.5,1
28,-80.6,12
28,-80.7,78
28,-81.3,1
28,-81.6,15
28,-81.7,51
28,-81.8,7
28,-81.9,277
28,-82,18
28,-82.1,43
28,-82.2,7
28,-82.3,37
28,-82.4,54
28,-82.5,73
28,-82.6,23
28,-82.7,146
28,-82.8,314
28,-97,2
28,-97.1,7
28,-97.4,1
28,-97.5,4
28,-97.6,1
28,-98,2
28,-98.1,1
28,120.6,10
28,120.7,3
28,121,1
28,34.4,2
28,73.3,5
28,76,3
28,79.1,1
28,82.3,1
28,86.9,2
28.1,-14.4,1
28.1,-15.4,67
28.1,-15.5,5
28.1,-16.7,10
28.1,-80.6,143
28.1,-80.7,15
28.1,-81.1,1
28.1,-81.3,2
28.1,-81.5,4
28.1,-81.6,15
28.1,-81.7,2
28.1,-81.8,16
28.1,-81.9,7
28.1,-82,12
28.1,-82.1,1
28.1,-82.3,6
28.1,-82.4,68
28.1,-82.5,28
28.1,-82.6,12
28.1,-82.7,48
28.1,-82.8,8
28.1,-97.8,4
28.1,120.3,1
28.1,15.5,1
28.1,76.8,1
28.1,77.3,1
28.1,82.4,1
28.2,-105.5,1
28.2,-16.8,1
28.2,-80.6,13
28.2,-80.7,21
28.2,-81.3,38
28.2,-81.4,4
28.2,-81.5,13
28.2,-81.6,26
28.2,-81.7,1
28.2,-81.8,4
28.2,-81.9,1
28.2,-82.2,23
28.2,-82.3,31
28.2,-82.4,26
28.2,-82.5,44
28.2,-82.6,2
28.2,-82.7,32
28.2,-82.8,34
28.2,113,1
28.2,129.3,1
28.2,84,3
28.3,-16.5,96
28.3,-80.6,25
28.3,-80.7,53
28.3,-81.2,1
28.3,-81.3,17
28.3,-81.4,252
28.3,-81.5,74
28.3,-81.6,23
28.3,-81.7,6
28.3,-82.2,5
28.3,-82.3,5
28.3,-82.4,4
28.3,-82.5,2
28.3,-82.6,4
28.3,-82.7,86
28.3,-97.3,2
28.3,-98,1
28.3,77.3,2
28.3,77.9,4
28.4,-14,4
28.4,-16.3,1
28.4,-16.5,3
28.4,-16.6,1
28.4,-80.5,1
28.4,-80.6,26
28.4,-80.7,79
28.4,-80.8,3
28.4,-81.2,1
28.4,-81.3,27
28.4,-81.4,55
28.4,-81.5,398
28.4,-81.6,37
28.4,-81.7,4
28.4,-82.2,13
28.4,-82.5,2
28.4,-82.6,2
28.4,-82.7,22
28.4,-97.7,7
28.4,-97.8,1
28.4,-98.1,1
28.4,129.5,1
28.4,129.7,1
28.4,75.6,17
28.4,76.8,1
28.4,77,4
28.4,77.1,6
28.4,77.3,20
28.4,79.4,3
28.4,80.7,1
28.5,-16.3,31
28.5,-16.4,3
28.5,-80.6,1
28.5,-80.8,8
28.5,-80.9,2
28.5,-81.1,5
28.5,-81.2,40
28.5,-81.3,72
28.5,-81.4,4672
28.5,-81.5,102
28.5,-81.6,19
28.5,-81.7,6
28.5,-81.8,2
28.5,-82.2,2
28.5,-82.5,7
28.5,-82.6,75
28.5,-82.7,29
28.5,-97.8,1
28.5,118,1
28.5,129.6,23
28.5,77,206
28.5,77.1,20
28.5,77.2,15
28.5,77.3,4
28.5,77.4,1
28.5,77.5,2
28.5,79.3,1
28.5,98.9,1
28.6,-106.1,153
28.6,-107.5,6
28.6,-80.7,2
28.6,-80.8,40
28.6,-80.9,1
28.6,-81,1
28.6,-81.1,6
28.6,-81.2,86
28.6,-81.3,78
28.6,-81.4,261
28.6,-81.5,58
28.6,-81.6,37
28.6,-81.7,12
28.6,-81.8,45
28.6,-81.9,2
28.6,-82.4,30
28.6,-96.6,5
28.6,-99.2,1
28.6,115.9,1
28.6,121.3,1
28.6,77,23
28.6,77.1,2165
28.6,77.2,35
28.6,77.3,17
28.6,77.4,144
28.6,81.2,1
28.6,82.5,1
28.7,-100.5,37
28.7,-100.6,5
28.7,-106.1,12
28.7,-13.8,1
28.7,-13.9,1
28.7,-17.9,10
28.7,-80.9,2
28.7,-81.2,104
28.7,-81.3,111
28.7,-81.4,104
28.7,-81.5,69
28.7,-81.6,2
28.7,-81.7,1
28.7,-81.9,2
28.7,-82.1,5
28.7,-96.2,3
28.7,-99.8,1
28.7,115.9,1
28.7,116,3
28.7,77,1
28.7,77.1,6
28.7,77.2,10
28.7,77.3,6
28.7,77.4,33
28.7,77.5,2
28.7,77.6,1
28.8,-81.1,2
28.8,-81.2,1
28.8,-81.3,151
28.8,-81.4,12
28.8,-81.5,2
28.8,-81.6,32
28.8,-81.7,141
28.8,-81.8,1
28.8,-81.9,32
28.8,-82,1
28.8,-82.3,19
28.8,-82.4,1
28.8,-82.5,4
28.8,-82.6,5
28.8,-96.5,1
28.8,-96.7,1
28.8,-96.9,1
28.8,-97,92
28.8,-97.1,1
28.8,104.6,1
28.8,79,1
28.9,-13.7,1
28.9,-13.9,2
28.9,-80.9,2
28.9,-81.2,74
28.9,-81.3,35
28.9,-81.4,1
28.9,-81.7,18
28.9,-81.9,5
28.9,-82,12
28.9,-82.4,4
28.9,-82.5,15
28.9,-82.6,19
28.9,-95.3,4
28.9,-96.3,1
28.9,-97,6
28.9,-97.1,1
28.9,-99.1,1
28.9,48.1,1
28.9,48.2,2
28.9,53.6,1
28.9,76.6,5
28.9,77.7,1
28.9,81.9,1
29,-110.9,2
29,-13.5,1
29,-13.6,12
29,-80.9,36
29,-81,2
29,-81.2,3
29,-81.3,47
29,-81.4,1
29,-81.9,1
29,-82,9
29,-82.2,2
29,-82.4,1
29,-82.5,10
29,-90.1,1
29,-95.3,3
29,-95.4,17
29,-95.5,2
29,-95.6,3
29,-95.9,2
29,-96,10
29,-96.6,1
29,-98.5,10
29,-98.6,3
29,48.1,1
29,48.2,1
29,77.7,6
29.1,-110.9,177
29.1,-111,21
29.1,-80.9,1
29.1,-81,63
29.1,-81.1,1
29.1,-81.3,2
29.1,-81.5,6
29.1,-82,4
29.1,-82.1,7
29.1,-82.2,4
29.1,-82.3,2
29.1,-95.4,1
29.1,-95.6,2
29.1,-95.7,1
29.1,-98.2,3
29.1,-98.4,1
29.1,-98.5,1
29.1,-98.8,1
29.1,119.6,4
29.1,120.4,1
29.1,31.1,1
29.1,48.1,9
29.1,58.4,4
29.1,77,1
29.2,-81,293
29.2,-81.1,14
29.2,-81.4,1
29.2,-82,1
29.2,-82.1,254
29.2,-82.2,12
29.2,-82.3,1
29.2,-95.4,17
29.2,-96.3,4
29.2,-98.2,2
29.2,-98.4,1
29.2,-98.6,2
29.2,-98.7,1
29.2,-98.8,4
29.2,-99.8,8
29.2,48,3
29.2,48.1,7
29.2,75.7,1
29.2,75.8,1
29.2,79.5,1
29.2,82.2,1
29.3,-81,3
29.3,-81.1,53
29.3,-82.1,2
29.3,-94.8,74
29.3,-94.9,2
29.3,-96.1,10
29.3,-96.2,1
29.3,-97.2,2
29.3,-97.8,88
29.3,-98.2,1
29.3,-98.3,1
29.3,-98.4,1
29.3,-98.5,12
29.3,-98.6,4
29.3,-99.1,3
29.3,-99.2,1
29.3,112.5,2
29.3,120.2,2
29.3,121.4,1
29.3,31.2,10
29.3,47.7,1
29.3,47.9,11
29.3,48,71
29.3,48.1,34
29.3,77,1
29.4,-100.8,2
29.4,-100.9,45
29.4,-101.1,1
29.4,-81.1,3
29.4,-81.2,2
29.4,-82.4,1
29.4,-82.6,3
29.4,-90.3,1
29.4,-90.7,1
29.4,-94.9,23
29.4,-95,13
29.4,-95.1,4
29.4,-95.2,21
29.4,-95.4,1
29.4,-95.5,1
29.4,-96.1,4
29.4,-96.4,2
29.4,-97,1
29.4,-98.1,2
29.4,-98.3,2
29.4,-98.4,15
29.4,-98.5,3336
29.4,-98.6,20
29.4,-98.7,22
29.4,-98.8,2
29.4,-98.9,2
29.4,47.5,1
29.4,48,18
29.4,77,2
29.5,-81.1,3
29.5,-81.2,6
29.5,-81.3,1
29.5,-82.3,3
29.5,-82.5,1
29.5,-82.9,4
29.5,-90.3,3
29.5,-90.4,1
29.5,-90.6,1
29.5,-95,9
29.5,-95.1,85
29.5,-95.2,48
29.5,-95.3,5
29.5,-95.4,9
29.5,-95.5,15
29.5,-95.6,2
29.5,-95.7,1
29.5,-95.8,19
29.5,-96.1,1
29.5,-97.4,1
29.5,-97.5,3
29.5,-98.3,36
29.5,-98.4,37
29.5,-98.5,70
29.5,-98.6,78
29.5,-98.7,68
29.5,-98.8,1
29.5,106.4,1
29.5,106.5,1
29.5,121.9,1
29.5,35,3
29.5,77.7,2
29.5,98.5,1
29.5,98.6,1
29.6,-81.2,6
29.6,-81.3,96
29.6,-81.6,22
29.6,-81.7,2
29.6,-81.9,2
29.6,-82.1,2
29.6,-82.3,14
29.6,-82.4,39
29.6,-82.5,1
29.6,-82.6,2
29.6,-82.8,3
29.6,-90.5,2
29.6,-90.7,62
29.6,-90.8,1
29.6,-95,10
29.6,-95.1,34
29.6,-95.2,28
29.6,-95.3,88
29.6,-95.4,48
29.6,-95.5,92
29.6,-95.6,177
29.6,-95.7,17
29.6,-95.8,32
29.6,-96,1
29.6,-96.3,1
29.6,-97.3,60
29.6,-97.9,2
29.6,-98,21
29.6,-98.2,19
29.6,-98.3,44
29.6,-98.4,38
29.6,-98.5,50
29.6,-98.6,57
29.6,-98.7,24
29.6,-99.5,51
29.6,106.3,1
29.6,106.5,2
29.6,106.6,1
29.6,111.7,13
29.6,35,5
29.6,52.5,25
29.6,79.4,1
29.6,95.6,1
29.7,-81.6,1
29.7,-82,1
29.7,-82.3,708
29.7,-82.4,15
29.7,-82.5,3
29.7,-84.9,2
29.7,-85.2,1
29.7,-90.7,1
29.7,-90.8,2
29.7,-91.1,1
29.7,-91.2,4
29.7,-91.3,5
29.7,-94.9,2
29.7,-95,80
29.7,-95.1,28
29.7,-95.2,94
29.7,-95.3,44
29.7,-95.4,215
29.7,-95.5,162
29.7,-95.6,121
29.7,-95.7,30
29.7,-95.8,13
29.7,-95.9,1
29.7,-96.3,1
29.7,-96.5,7
29.7,-97.2,1
29.7,-97.5,1
29.7,-97.6,2
29.7,-97.7,1
29.7,-98,1
29.7,-98.1,57
29.7,-98.2,3
29.7,-98.3,1
29.7,-98.4,2
29.7,-98.5,14
29.7,-98.6,3
29.7,-98.7,3
29.7,-99.1,3
29.7,120.2,1
29.7,77.8,1
29.7,91.1,1
29.7,95.5,1
29.7,95.6,1
29.8,-81.3,6
29.8,-81.4,2
29.8,-82,6
29.8,-82.2,4
29.8,-82.4,2
29.8,-82.5,3
29.8,-82.6,4
29.8,-85.3,1
29.8,-90,2
29.8,-90.1,2
29.8,-90.8,22
29.8,-90.9,1
29.8,-92.2,1
29.8,-94.4,3
29.8,-94.6,1
29.8,-94.7,1
29.8,-94.8,1
29.8,-94.9,5
29.8,-95,7
29.8,-95.1,11
29.8,-95.2,16
29.8,-95.3,23
29.8,-95.4,8278
29.8,-95.5,58
29.8,-95.6,38
29.8,-95.7,27
29.8,-95.8,188
29.8,-95.9,2
29.8,-96,2
29.8,-96.1,1
29.8,-96.2,1
29.8,-96.7,2
29.8,-98,4
29.8,-98.3,10
29.8,-98.4,1
29.8,-98.7,22
29.8,-98.8,1
29.8,-99.1,1
29.8,106.4,1
29.8,35.3,1
29.8,73.5,1
29.8,76.4,2
29.8,77,2
29.8,95.4,1
29.8,95.7,1
29.9,-81.3,164
29.9,-81.4,1
29.9,-81.5,5
29.9,-82.1,11
29.9,-82.5,1
29.9,-84.4,1
29.9,-84.7,1
29.9,-85.2,1
29.9,-89.9,2
29.9,-90,39
29.9,-90.1,137
29.9,-90.2,3
29.9,-90.3,2
29.9,-90.4,9
29.9,-90.7,1
29.9,-91,1
29.9,-91.8,1
29.9,-93.1,1
29.9,-93.9,51
29.9,-94,12
29.9,-94.2,1
29.9,-94.3,1
29.9,-94.9,1
29.9,-95,2
29.9,-95.1,10
29.9,-95.2,7
29.9,-95.3,28
29.9,-95.4,37
29.9,-95.5,37
29.9,-95.6,52
29.9,-95.7,28
29.9,-96.3,1
29.9,-96.9,3
29.9,-97.7,8
29.9,-97.8,1
29.9,-97.9,211
29.9,-98,7
29.9,-98.2,1
29.9,-98.4,6
29.9,-99.2,2
29.9,121.5,23
29.9,30.9,1
29.9,77.9,7
29.9,78.1,2
29.9,90.1,1
29.9,91.9,1
29.9,95.4,1
29.9,97.9,1
3,101.4,6
3,101.5,50
3,101.6,45
3,101.7,52
3,101.8,48
3,101.9,4
3,104.7,1
3,99.1,11
3,99.6,3
3.1,101.5,178
3.1,101.6,341
3.1,101.7,166
3.1,101.8,22
3.1,117.5,1
3.1,60,1
3.1,98.5,1
3.2,101.4,120
3.2,101.5,130
3.2,101.6,94
3.2,101.7,2232
3.2,101.8,26
3.2,113.1,1
3.2,98.5,9
3.3,101.3,2
3.3,101.5,1
3.3,101.6,5
3.3,101.7,7
3.3,101.8,40
3.3,117.5,1
3.3,117.6,16
3.3,98.5,1
3.3,98.6,1
3.3,99,1
3.3,99.2,2
3.3,99.3,1
3.4,-76.5,2188
3.4,-76.6,2
3.4,101.3,1
3.4,101.8,4
3.4,97.9,1
3.4,98.7,1
3.5,-76.4,1
3.5,-76.5,3
3.5,-76.6,1
3.5,97.8,1
3.5,98.6,28
3.5,98.7,80
3.5,98.8,4
3.5,99.1,1
3.6,101.5,1
3.6,116.7,1
3.6,116.9,1
3.6,98.4,1
3.6,98.5,9
3.6,98.6,189
3.6,98.7,1361
3.6,98.8,1
3.6,98.9,2
3.6,99,1
3.7,101.5,1
3.7,98.7,8
3.8,103.3,32
3.8,38.5,1
3.8,98.5,1
3.8,98.6,1
3.8,98.7,1
3.9,-59.7,1
3.9,103.2,2
3.9,11.5,7
30,-81.5,1
30,-81.7,11
30,-81.8,2
30,-82.6,1
30,-84.4,10
30,-89.9,1
30,-90,38
30,-90.1,2416
30,-90.2,92
30,-90.3,18
30,-90.4,5
30,-90.5,3
30,-90.7,1
30,-91.8,21
30,-92,2
30,-92.1,2
30,-93.8,2
30,-94,46
30,-94.1,14
30,-94.3,1
30,-94.4,1
30,-94.9,7
30,-95,1
30,-95.1,10
30,-95.2,27
30,-95.3,94
30,-95.4,35
30,-95.5,49
30,-95.6,29
30,-95.7,86
30,-95.8,4
30,-96.2,1
30,-96.3,2
30,-96.5,1
30,-97.2,1
30,-97.9,25
30,-98.1,12
30,-98.9,2
30,-99.1,4
30,103.7,1
30,120.6,2
30,121.1,1
30,31,2
30,31.2,5
30,31.3,2
30,31.4,1
30,31.5,2
30,47.8,1
30,76.9,1
30,77.6,1
30,77.8,2
30,90.1,2
30,97.9,1
30.1,-81.4,1
30.1,-81.5,37
30.1,-81.6,12
30.1,-81.7,32
30.1,-81.8,8
30.1,-81.9,26
30.1,-82.7,3
30.1,-83.2,2
30.1,-83.4,1
30.1,-83.6,3
30.1,-84.4,1
30.1,-85.6,6
30.1,-85.7,1
30.1,-89.9,5
30.1,-90.4,2
30.1,-90.5,20
30.1,-90.6,1
30.1,-90.9,2
30.1,-91,2
30.1,-91.8,2
30.1,-91.9,4
30.1,-92,6
30.1,-93.4,1
30.1,-93.7,24
30.1,-93.8,3
30.1,-94,3
30.1,-94.1,162
30.1,-94.2,20
30.1,-94.8,7
30.1,-95.1,1
30.1,-95.2,57
30.1,-95.3,1
30.1,-95.4,133
30.1,-95.5,16
30.1,-95.6,35
30.1,-95.7,1
30.1,-95.9,6
30.1,-96,17
30.1,-96.1,5
30.1,-96.7,1
30.1,-97.3,13
30.1,-97.5,6
30.1,-97.6,1
30.1,-97.8,16
30.1,-97.9,3
30.1,-98,1
30.1,-99.1,24
30.1,-99.2,3
30.1,-99.3,1
30.1,31.1,1
30.1,31.2,11
30.1,31.3,355
30.1,31.4,2
30.1,31.5,1
30.1,31.6,1
30.1,74.2,1
30.1,78.3,3
30.2,-81.4,3
30.2,-81.5,10
30.2,-81.6,27
30.2,-81.7,78
30.2,-81.8,16
30.2,-82.3,1
30.2,-82.4,1
30.2,-82.6,24
30.2,-82.7,4
30.2,-82.8,1
30.2,-83.6,1
30.2,-84.4,12
30.2,-85.6,13
30.2,-85.7,191
30.2,-85.8,83
30.2,-85.9,5
30.2,-87.8,1
30.2,-88.9,3
30.2,-89.8,10
30.2,-90.9,21
30.2,-91,4
30.2,-91.2,1
30.2,-91.3,1
30.2,-91.8,2
30.2,-91.9,1
30.2,-92,346
30.2,-92.1,20
30.2,-92.2,3
30.2,-92.3,3
30.2,-92.4,4
30.2,-92.7,3
30.2,-92.8,1
30.2,-92.9,2
30.2,-93,1
30.2,-93.2,121
30.2,-93.3,5
30.2,-93.4,12
30.2,-93.5,1
30.2,-93.6,2
30.2,-94,1
30.2,-94.3,1
30.2,-95.2,11
30.2,-95.3,2
30.2,-95.4,6
30.2,-95.5,175
30.2,-95.6,3
30.2,-95.7,1
30.2,-95.8,25
30.2,-96.4,12
30.2,-96.5,1
30.2,-96.6,1
30.2,-96.9,1
30.2,-97.1,1
30.2,-97.4,1
30.2,-97.5,2
30.2,-97.6,2
30.2,-97.7,70
30.2,-97.8,84
30.2,-97.9,19
30.2,-98,3
30.2,-98.1,10
30.2,120,1
30.2,120.1,1
30.2,120.2,3
30.2,120.4,1
30.2,67,1
30.2,71.5,4
30.2,74.9,1
30.2,81.6,1
30.2,92,1
30.3,-104,1
30.3,-81.4,87
30.3,-81.5,47
30.3,-81.6,49
30.3,-81.7,1798
30.3,-81.8,8
30.3,-81.9,4
30.3,-82,1
30.3,-82.1,6
30.3,-83,18
30.3,-84.2,1
30.3,-85.7,32
30.3,-85.9,1
30.3,-86,1
30.3,-86.1,2
30.3,-86.2,1
30.3,-87.1,2
30.3,-87.3,1
30.3,-87.4,1
30.3,-87.5,2
30.3,-87.6,17
30.3,-87.7,35
30.3,-88.5,1
30.3,-89.2,9
30.3,-89.3,6
30.3,-89.4,5
30.3,-89.7,7
30.3,-89.8,65
30.3,-89.9,4
30.3,-90.1,1
30.3,-90.2,1
30.3,-90.9,3
30.3,-91,20
30.3,-91.1,3
30.3,-91.2,5
30.3,-91.3,2
30.3,-91.8,3
30.3,-91.9,1
30.3,-92,9
30.3,-92.1,1
30.3,-92.3,1
30.3,-94.2,6
30.3,-94.8,1
30.3,-95.1,14
30.3,-95.3,1
30.3,-95.4,1
30.3,-95.5,63
30.3,-95.6,1
30.3,-95.8,1
30.3,-97.4,9
30.3,-97.6,5
30.3,-97.7,6844
30.3,-97.8,66
30.3,-97.9,6
30.3,-98,8
30.3,-98.1,2
30.3,-98.9,11
30.3,120.1,9
30.3,120.2,218
30.3,120.3,2
30.3,121.2,1
30.3,48.3,1
30.3,57.1,7
30.3,76.4,7
30.3,77.9,1
30.3,78,25
30.3,95.5,1
30.3,97.7,1
30.4,-100.2,1
30.4,-103.7,13
30.4,-107.9,1
30.4,-81.4,2
30.4,-81.5,5
30.4,-81.6,13
30.4,-81.7,12
30.4,-81.8,4
30.4,-82,1
30.4,-82.3,3
30.4,-82.9,2
30.4,-83,1
30.4,-84.2,23
30.4,-84.3,1031
30.4,-84.4,3
30.4,-84.9,1
30.4,-85.1,1
30.4,-85.4,1
30.4,-86.2,15
30.4,-86.3,6
30.4,-86.4,5
30.4,-86.5,60
30.4,-86.6,82
30.4,-86.7,11
30.4,-86.8,2
30.4,-86.9,18
30.4,-87.1,8
30.4,-87.2,421
30.4,-87.3,14
30.4,-87.4,2
30.4,-87.6,5
30.4,-87.7,14
30.4,-88.2,1
30.4,-88.3,1
30.4,-88.5,13
30.4,-88.6,11
30.4,-88.7,7
30.4,-88.8,38
30.4,-88.9,82
30.4,-89,13
30.4,-89.1,99
30.4,-89.2,3
30.4,-89.4,3
30.4,-89.6,1
30.4,-9.6,4
30.4,-90,2
30.4,-90.1,37
30.4,-90.2,6
30.4,-90.4,15
30.4,-90.9,2
30.4,-91,21
30.4,-91.1,102
30.4,-91.2,817
30.4,-91.3,3
30.4,-91.7,1
30.4,-91.9,1
30.4,-92.1,1
30.4,-94.3,1
30.4,-94.9,1
30.4,-95.5,13
30.4,-95.6,3
30.4,-95.7,23
30.4,-96.1,7
30.4,-97.6,44
30.4,-97.7,92
30.4,-97.8,38
30.4,-97.9,5
30.4,-98,8
30.4,103.4,1
30.4,104,1
30.4,108.8,1
30.4,121,1
30.4,76.7,2
30.4,76.8,5
30.4,84.3,2
30.4,91,1
30.5,-100.2,1
30.5,-81.6,7
30.5,-81.7,81
30.5,-82,1
30.5,-83.1,1
30.5,-83.4,3
30.5,-84.2,27
30.5,-84.3,71
30.5,-84.4,3
30.5,-84.5,1
30.5,-84.6,1
30.5,-86.1,3
30.5,-86.4,2
30.5,-86.5,34
30.5,-86.6,3
30.5,-87.2,31
30.5,-87.3,15
30.5,-87.4,2
30.5,-87.7,1
30.5,-87.8,1
30.5,-87.9,49
30.5,-88.1,3
30.5,-88.2,3
30.5,-88.3,5
30.5,-88.4,3
30.5,-88.5,1
30.5,-88.7,9
30.5,-88.8,2
30.5,-88.9,2
30.5,-89,2
30.5,-89.1,6
30.5,-89.3,1
30.5,-89.4,1
30.5,-89.7,14
30.5,-90,3
30.5,-90.1,35
30.5,-90.3,1
30.5,-90.4,2
30.5,-90.5,53
30.5,-90.6,2
30.5,-90.8,1
30.5,-90.9,11
30.5,-91,39
30.5,-91.1,16
30.5,-91.2,21
30.5,-91.3,1
30.5,-91.4,1
30.5,-92.1,14
30.5,-92.4,7
30.5,-92.8,2
30.5,-94,1
30.5,-95,1
30.5,-95.3,1
30.5,-95.5,1
30.5,-97.5,21
30.5,-97.6,21
30.5,-97.7,217
30.5,-97.8,77
30.5,-97.9,8
30.5,-98,5
30.5,-98.2,2
30.5,-98.3,2
30.5,-99.8,2
30.5,114.3,3
30.5,114.4,1
30.5,120.7,1
30.5,87.2,1
30.5,88.2,1
30.5,90.5,1
30.5,91.2,2
30.5,97.9,1
30.6,-102.6,1
30.6,-115.9,1
30.6,-75.4,1
30.6,-81.4,2
30.6,-81.5,14
30.6,-81.6,7
30.6,-81.7,1
30.6,-81.8,6
30.6,-81.9,1
30.6,-83.2,1
30.6,-84.2,4
30.6,-84.3,1
30.6,-84.4,1
30.6,-84.6,2
30.6,-84.7,1
30.6,-85.8,1
30.6,-86.1,4
30.6,-86.5,1
30.6,-87,33
30.6,-87.1,6
30.6,-87.2,20
30.6,-87.3,7
30.6,-87.7,2
30.6,-87.8,2
30.6,-87.9,47
30.6,-88.1,6
30.6,-88.2,23
30.6,-88.3,1
30.6,-88.5,1
30.6,-88.9,1
30.6,-89.1,4
30.6,-89.7,3
30.6,-90.2,2
30.6,-90.5,2
30.6,-91,11
30.6,-91.1,2
30.6,-91.2,18
30.6,-92.8,1
30.6,-96.3,319
30.6,-96.4,6
30.6,-97.4,11
30.6,-97.5,1
30.6,-97.6,1
30.6,-97.7,53
30.6,-97.8,3
30.6,-97.9,20
30.6,-98.3,9
30.6,-98.5,1
30.6,104.1,4
30.6,114.3,98
30.6,114.4,2
30.6,120.9,1
30.6,31.5,1
30.6,32.3,1
30.6,75.4,1
30.6,90.4,1
30.6,91.1,1
30.7,-101.4,1
30.7,-102.7,3
30.7,-81.4,2
30.7,-81.5,34
30.7,-81.9,4
30.7,-83.2,1
30.7,-85.4,2
30.7,-86,2
30.7,-86.1,1
30.7,-86.4,2
30.7,-86.5,3
30.7,-86.6,6
30.7,-87.1,1
30.7,-87.2,1
30.7,-87.8,4
30.7,-87.9,11
30.7,-88,7
30.7,-88.1,508
30.7,-88.2,27
30.7,-88.3,3
30.7,-90.5,3
30.7,-91.1,1
30.7,-91.3,1
30.7,-92.1,1
30.7,-92.3,3
30.7,-94.9,11
30.7,-95.5,7
30.7,-95.6,65
30.7,-96.3,7
30.7,-96.4,71
30.7,-97.6,1
30.7,-97.7,3
30.7,-97.9,6
30.7,-98.3,2
30.7,-98.4,2
30.7,104,1
30.7,104.1,120
30.7,73.1,1
30.7,76.2,1
30.7,76.3,1
30.7,76.7,17
30.7,76.8,163
30.7,76.9,7
30.7,88.1,1
30.8,-81.6,4
30.8,-81.7,16
30.8,-82,3
30.8,-83.3,165
30.8,-83.8,1
30.8,-83.9,1
30.8,-84,30
30.8,-85.2,7
30.8,-85.3,2
30.8,-85.5,5
30.8,-85.7,2
30.8,-86.2,1
30.8,-86.6,28
30.8,-86.7,1
30.8,-87,1
30.8,-87.1,1
30.8,-87.2,6
30.8,-87.8,1
30.8,-88.1,12
30.8,-88.2,1
30.8,-88.3,2
30.8,-88.4,3
30.8,-88.6,1
30.8,-89.1,7
30.8,-89.5,5
30.8,-89.8,1
30.8,-89.9,19
30.8,-90.2,1
30.8,-91,1
30.8,-91.1,1
30.8,-91.4,2
30.8,-92.7,1
30.8,-93.3,7
30.8,-94.9,1
30.8,-95.1,1
30.8,-95.4,1
30.8,-96,1
30.8,-96.1,1
30.8,-97.6,2
30.8,-97.8,1
30.8,-98.2,4
30.8,103.9,2
30.8,104.2,1
30.8,108.4,1
30.8,120.7,1
30.8,31,5
30.8,76.6,1
30.8,76.7,1
30.8,76.9,2
30.9,-100.6,2
30.9,-101.9,3
30.9,-102.6,1
30.9,-102.9,3
30.9,-103.8,1
30.9,-82,1
30.9,-83.2,1
30.9,-83.3,18
30.9,-83.4,3
30.9,-83.9,3
30.9,-84,1
30.9,-84.2,7
30.9,-84.3,1
30.9,-84.5,2
30.9,-84.6,13
30.9,-85.4,1
30.9,-86,1
30.9,-87.8,5
30.9,-88,2
30.9,-88.1,1
30.9,-88.6,5
30.9,-88.7,1
30.9,-89.1,2
30.9,-89.6,2
30.9,-90.2,1
30.9,-90.5,3
30.9,-90.7,1
30.9,-91,4
30.9,-93.3,1
30.9,-93.7,1
30.9,-94,7
30.9,-95.4,2
30.9,-95.8,1
30.9,-95.9,5
30.9,-96.6,1
30.9,-97.5,3
30.9,-98.2,1
30.9,75.9,31
30.9,76,2
30.9,76.9,1
30.9,77.1,3
31,-104.8,3
31,-114.8,1
31,-82.7,2
31,-82.9,1
31,-83.1,1
31,-83.2,2
31,-83.4,3
31,-83.6,1
31,-84.7,1
31,-84.9,1
31,-85.8,1
31,-87.4,1
31,-87.5,6
31,-87.6,1
31,-89.2,1
31,-89.4,1
31,-89.5,1
31,-94,1
31,-94.8,1
31,-95.9,1
31,-97.5,1
31,113.7,1
31,121.4,4
31,28.7,1
31,31.4,14
31.1,-81.4,14
31.1,-81.5,48
31.1,-81.6,1
31.1,-82.2,1
31.1,-83,1
31.1,-83.2,1
31.1,-83.4,1
31.1,-84.1,3
31.1,-85.6,1
31.1,-85.7,1
31.1,-85.9,1
31.1,-87.1,8
31.1,-87.5,2
31.1,-87.6,1
31.1,-88,1
31.1,-88.2,1
31.1,-89.4,1
31.1,-90.1,1
31.1,-91.3,1
31.1,-92,1
31.1,-93.2,13
31.1,-93.3,9
31.1,-95.3,1
31.1,-96.4,1
31.1,-97,1
31.1,-97.2,1
31.1,-97.3,53
31.1,-97.4,11
31.1,-97.5,27
31.1,-97.6,1
31.1,-97.7,188
31.1,-97.8,75
31.1,-97.9,29
31.1,-98,1
31.1,-98.2,4
31.1,121.2,1
31.1,121.3,1
31.1,121.4,10
31.1,121.5,2
31.1,121.6,1
31.1,77.2,11
31.2,-81.3,1
31.2,-81.4,2
31.2,-81.5,7
31.2,-82.4,16
31.2,-83.3,2
31.2,-83.8,20
31.2,-84.2,4
31.2,-85.3,2
31.2,-85.4,116
31.2,-85.5,1
31.2,-89,1
31.2,-89.1,1
31.2,-89.2,3
31.2,-89.3,2
31.2,-89.4,1
31.2,-90,1
31.2,-90.1,1
31.2,-90.5,7
31.2,-92.4,2
31.2,-92.7,1
31.2,-97.7,1
31.2,-97.8,1
31.2,120.5,1
31.2,121.4,18
31.2,121.5,1138
31.2,121.6,4
