"latitude","tab_friendlykia","tab_hostnationkia","year","tab_civiliankia","tab_enemykia","longitude"
"32.40446854","0","0","Thu Mar 15 00:00:00 -0400 2007","0","1","64.47007751"
"34.9454689","0","0","Fri Mar 16 00:00:00 -0400 2007","0","1","71.04230499"
"32.41318893","0","0","Fri Mar 16 00:00:00 -0400 2007","0","2","64.48032379"
"34.93484879","0","0","Sat Mar 17 00:00:00 -0400 2007","1","0","69.24301147"
"32.32516861","0","2","Sat Mar 17 00:00:00 -0400 2007","0","0","63.21567917"
"31.61764908","0","1","Sat Mar 17 00:00:00 -0400 2007","0","0","65.66107941"
"31.47425079","0","1","Mon Mar 19 00:00:00 -0400 2007","0","0","65.33351898"
"36.75737381","0","0","Mon Mar 19 00:00:00 -0400 2007","0","1","66.89948273"
"34.54093933","0","0","Mon Mar 19 00:00:00 -0400 2007","1","0","69.22251892"
"32.68521118","0","0","Tue Mar 20 00:00:00 -0400 2007","0","1","65.91980743"
"32.34329987","0","0","Wed Mar 21 00:00:00 -0400 2007","0","9","65.0699234"
"34.01263046","0","0","Thu Mar 22 00:00:00 -0400 2007","1","0","69.01270294"
"33.22613907","0","1","Fri Mar 23 00:00:00 -0400 2007","0","0","69.93850708"
"34.27943802","0","0","Fri Mar 23 00:00:00 -0400 2007","0","1","70.72463989"
"32.68298721","0","2","Fri Mar 23 00:00:00 -0400 2007","0","0","68.23839569"
"32.93629074","0","0","Sat Mar 24 00:00:00 -0400 2007","0","6","69.4537735"
"30.9331913","0","1","Sat Mar 24 00:00:00 -0400 2007","0","0","66.3717041"
"31.62347984","0","0","Sat Mar 24 00:00:00 -0400 2007","0","2","64.14273834"
"32.46531296","0","0","Sun Mar 25 00:00:00 -0400 2007","2","0","63.55599213"
"32.00045013","0","0","Mon Mar 26 00:00:00 -0400 2007","1","0","65.14684296"
"33.43037033","0","1","Mon Mar 26 00:00:00 -0400 2007","0","0","68.98924255"
"34.96144104","0","0","Mon Mar 26 00:00:00 -0400 2007","1","0","69.26727295"
"34.46802139","0","2","Mon Mar 26 00:00:00 -0400 2007","0","0","68.67224884"
"33.27748108","0","1","Tue Mar 27 00:00:00 -0400 2007","1","0","62.11301041"
"31.58283997","0","3","Tue Mar 27 00:00:00 -0400 2007","0","1","64.35923004"
"34.45476151","0","0","Tue Mar 27 00:00:00 -0400 2007","0","1","69.20575714"
"32.09754181","0","1","Tue Mar 27 00:00:00 -0400 2007","0","0","65.17092896"
"32.66905975","0","0","Tue Mar 27 00:00:00 -0400 2007","1","0","67.69554138"
"33.85940933","0","1","Wed Mar 28 00:00:00 -0400 2007","0","0","62.23836899"
"34.52001953","0","3","Wed Mar 28 00:00:00 -0400 2007","0","1","69.17362976"
"31.51317024","0","0","Wed Mar 28 00:00:00 -0400 2007","0","5","65.31564331"
"34.61656189","2","0","Wed Mar 28 00:00:00 -0400 2007","0","0","69.07834625"
"34.88890839","1","0","Thu Mar 29 00:00:00 -0400 2007","0","0","70.9108963"
"33.1182785","0","2","Fri Mar 30 00:00:00 -0400 2007","0","1","69.0139389"
"35.0500412","0","0","Sun Apr 01 00:00:00 -0400 2007","67","0","67.24564362"
"34.15187836","0","0","Sun Apr 01 00:00:00 -0400 2007","1","0","69.08677673"
"34.68261719","0","0","Sun Apr 01 00:00:00 -0400 2007","5","0","70.19753265"
"34.15187836","0","0","Mon Apr 02 00:00:00 -0400 2007","1","0","69.08677673"
"34.24174881","0","0","Mon Apr 02 00:00:00 -0400 2007","1","0","70.36173248"
"33.04158783","0","0","Mon Apr 02 00:00:00 -0400 2007","3","0","69.07389832"
"34.30634689","0","1","Tue Apr 03 00:00:00 -0400 2007","0","0","70.3910141"
"33.65702057","0","0","Tue Apr 03 00:00:00 -0400 2007","0","1","69.77763367"
"32.0292511","0","0","Wed Apr 04 00:00:00 -0400 2007","0","20","64.80341339"
"33.12382126","0","1","Wed Apr 04 00:00:00 -0400 2007","0","0","68.3525238"
"33.17979813","0","0","Thu Apr 05 00:00:00 -0400 2007","2","0","69.79354858"
"32.62471008","0","0","Thu Apr 05 00:00:00 -0400 2007","2","0","65.87309265"
"33.34667969","0","1","Thu Apr 05 00:00:00 -0400 2007","0","0","69.92101288"
"32.63138962","1","0","Fri Apr 06 00:00:00 -0400 2007","0","0","65.89653015"
"34.50679016","0","1","Fri Apr 06 00:00:00 -0400 2007","4","1","69.14974976"
"34.07952881","0","0","Sat Apr 07 00:00:00 -0400 2007","1","0","71.18512726"
"32.04724121","0","0","Sat Apr 07 00:00:00 -0400 2007","0","9","64.86942291"
"32.66675568","0","2","Sat Apr 07 00:00:00 -0400 2007","0","0","69.35087585"
"33.3685112","0","0","Sat Apr 07 00:00:00 -0400 2007","1","0","70.0136795"
"31.50145912","7","0","Sat Apr 07 00:00:00 -0400 2007","0","0","65.84667206"
"32.59490967","0","0","Sat Apr 07 00:00:00 -0400 2007","0","5","67.40802002"
"32.54933167","0","0","Sat Apr 07 00:00:00 -0400 2007","1","0","62.92512131"
"33.9616394","0","0","Sun Apr 08 00:00:00 -0400 2007","0","1","70.69707489"
"31.73908043","6","0","Sun Apr 08 00:00:00 -0400 2007","0","0","64.90859222"
"33.38714981","0","0","Sun Apr 08 00:00:00 -0400 2007","2","0","68.50067902"
"32.08570099","0","0","Sun Apr 08 00:00:00 -0400 2007","0","6","64.89034271"
"32.07978821","0","0","Sun Apr 08 00:00:00 -0400 2007","0","1","64.86373138"
"32.4672699","1","0","Sun Apr 08 00:00:00 -0400 2007","0","0","66.88577271"
"33.12508011","0","1","Sun Apr 08 00:00:00 -0400 2007","0","0","68.35381317"
"32.08177948","0","0","Sun Apr 08 00:00:00 -0400 2007","0","3","64.85105133"
"32.10279083","0","0","Mon Apr 09 00:00:00 -0400 2007","0","4","64.89385986"
"32.63365555","0","0","Mon Apr 09 00:00:00 -0400 2007","0","1","68.21120453"
"32.08234024","0","0","Mon Apr 09 00:00:00 -0400 2007","0","4","64.86811829"
"33.37525558","0","0","Tue Apr 10 00:00:00 -0400 2007","0","1","68.44257355"
"32.09888077","0","0","Tue Apr 10 00:00:00 -0400 2007","0","10","64.88996887"
"31.96759987","0","1","Wed Apr 11 00:00:00 -0400 2007","0","0","67.5205307"
"31.53428078","2","0","Wed Apr 11 00:00:00 -0400 2007","0","0","65.31532288"
"31.61746025","0","0","Wed Apr 11 00:00:00 -0400 2007","0","1","65.65651703"
"34.88761902","1","0","Wed Apr 11 00:00:00 -0400 2007","0","0","70.91262817"
"32.10546875","0","0","Wed Apr 11 00:00:00 -0400 2007","0","1","64.90801239"
"33.36582184","0","0","Thu Apr 12 00:00:00 -0400 2007","0","5","68.20549774"
"32.13731003","0","0","Thu Apr 12 00:00:00 -0400 2007","0","3","64.97216797"
"33.24499893","2","0","Thu Apr 12 00:00:00 -0400 2007","0","0","68.41351318"
"33.28594208","2","0","Thu Apr 12 00:00:00 -0400 2007","0","0","68.49739075"
"32.95324326","0","2","Thu Apr 12 00:00:00 -0400 2007","0","0","69.35746002"
"33.25283813","0","2","Fri Apr 13 00:00:00 -0400 2007","0","0","68.37884521"
"34.94694901","0","0","Sat Apr 14 00:00:00 -0400 2007","1","0","69.26815796"
"32.14588928","0","0","Sat Apr 14 00:00:00 -0400 2007","0","16","64.96578217"
"32.1574707","0","0","Sat Apr 14 00:00:00 -0400 2007","0","6","64.97451019"
"33.33433914","0","6","Sat Apr 14 00:00:00 -0400 2007","1","1","69.88219452"
"33.20124054","0","0","Sun Apr 15 00:00:00 -0400 2007","0","1","68.04833221"
"35.29722977","0","0","Sun Apr 15 00:00:00 -0400 2007","0","2","71.51181793"
"36.72341919","0","9","Mon Apr 16 00:00:00 -0400 2007","0","1","68.86673737"
"31.60930824","0","0","Tue Apr 17 00:00:00 -0400 2007","5","0","65.74375153"
"34.94588852","0","2","Tue Apr 17 00:00:00 -0400 2007","0","0","71.04950714"
"34.36014175","0","0","Tue Apr 17 00:00:00 -0400 2007","3","0","70.49342346"
"33.56537628","0","0","Wed Apr 18 00:00:00 -0400 2007","1","0","69.26934814"
"33.33815002","0","0","Wed Apr 18 00:00:00 -0400 2007","1","0","69.96439362"
"32.14702988","0","0","Wed Apr 18 00:00:00 -0400 2007","0","3","64.95097351"
"33.44613266","0","0","Thu Apr 19 00:00:00 -0400 2007","1","0","69.9955368"
"33.44612885","0","0","Thu Apr 19 00:00:00 -0400 2007","1","0","69.9955368"
"34.44540024","0","2","Thu Apr 19 00:00:00 -0400 2007","0","0","69.97077942"
"35.02285004","0","0","Thu Apr 19 00:00:00 -0400 2007","0","2","71.34060669"
"32.63135147","0","0","Fri Apr 20 00:00:00 -0400 2007","0","3","62.57250977"
"32.66070938","0","0","Fri Apr 20 00:00:00 -0400 2007","0","2","62.60525894"
"32.02471924","2","0","Fri Apr 20 00:00:00 -0400 2007","0","0","64.83666992"
"32.14131165","0","0","Fri Apr 20 00:00:00 -0400 2007","0","1","64.94724274"
"33.50268936","0","1","Sat Apr 21 00:00:00 -0400 2007","0","5","67.9610672"
"34.683918","0","4","Sun Apr 22 00:00:00 -0400 2007","0","0","70.19743347"
"33.48308182","0","1","Sun Apr 22 00:00:00 -0400 2007","0","0","68.42723846"
"32.08306885","0","0","Sun Apr 22 00:00:00 -0400 2007","0","1","65.93003082"
"33.341259","0","0","Sun Apr 22 00:00:00 -0400 2007","2","1","69.92310333"
"32.06909943","0","0","Mon Apr 23 00:00:00 -0400 2007","1","0","64.85502625"
"34.91785049","0","6","Mon Apr 23 00:00:00 -0400 2007","0","0","70.3781662"
"32.07107925","0","0","Mon Apr 23 00:00:00 -0400 2007","0","12","67.05499268"
"31.80488968","0","2","Mon Apr 23 00:00:00 -0400 2007","0","0","67.74073029"
"34.85327148","0","6","Tue Apr 24 00:00:00 -0400 2007","0","0","69.13498688"
"31.12434006","0","0","Tue Apr 24 00:00:00 -0400 2007","0","1","64.18852234"
"32.57369995","0","0","Wed Apr 25 00:00:00 -0400 2007","0","3","68.22488403"
"32.33428955","0","7","Wed Apr 25 00:00:00 -0400 2007","0","0","68.31040192"
"33.09978867","0","0","Thu Apr 26 00:00:00 -0400 2007","2","0","68.3129425"
"33.13431931","0","0","Thu Apr 26 00:00:00 -0400 2007","2","0","68.80848694"
"34.66157913","0","0","Thu Apr 26 00:00:00 -0400 2007","1","0","70.20791626"
"32.62243652","0","0","Fri Apr 27 00:00:00 -0400 2007","1","0","68.08648682"
"34.94343185","1","0","Fri Apr 27 00:00:00 -0400 2007","0","0","69.25713348"
"32.23875046","0","0","Fri Apr 27 00:00:00 -0400 2007","2","3","67.88082886"
"33.41878891","0","0","Fri Apr 27 00:00:00 -0400 2007","0","10","70.05212402"
"33.30628967","0","1","Fri Apr 27 00:00:00 -0400 2007","1","0","69.89372253"
"32.99552917","0","3","Fri Apr 27 00:00:00 -0400 2007","0","0","67.97257233"
"32.16609955","0","1","Fri Apr 27 00:00:00 -0400 2007","0","0","66.99984741"
"33.22000122","1","0","Fri Apr 27 00:00:00 -0400 2007","0","0","62.20298004"
"32.76422882","0","0","Sat Apr 28 00:00:00 -0400 2007","0","2","68.39837646"
"31.96696091","0","2","Sat Apr 28 00:00:00 -0400 2007","0","0","66.71679688"
"32.63678741","0","0","Sun Apr 29 00:00:00 -0400 2007","0","1","66.77947235"
"33.38306046","0","3","Sun Apr 29 00:00:00 -0400 2007","0","0","62.25815201"
"34.51882172","0","0","Sun Apr 29 00:00:00 -0400 2007","1","0","69.18412781"
"33.23363113","0","0","Sun Apr 29 00:00:00 -0400 2007","0","1","68.36180878"
"31.82138062","0","0","Sun Apr 29 00:00:00 -0400 2007","0","3","64.63349915"
"33.22219086","0","0","Sun Apr 29 00:00:00 -0400 2007","0","3","68.36274719"
"35.65401077","0","0","Mon Apr 30 00:00:00 -0400 2007","1","0","66.12348938"
"35.41905975","0","0","Mon Apr 30 00:00:00 -0400 2007","1","0","71.37133789"
"35.4090004","0","0","Mon Apr 30 00:00:00 -0400 2007","0","1","71.33249664"
"31.55448914","0","0","Mon Apr 30 00:00:00 -0400 2007","1","1","65.3250885"
"36.70029831","0","0","Mon Apr 30 00:00:00 -0400 2007","1","0","67.14383698"
"33.46519089","0","4","Tue May 01 00:00:00 -0400 2007","0","0","68.78917694"
"33.65835953","0","0","Tue May 01 00:00:00 -0400 2007","1","1","69.22887421"
"32.73682022","1","0","Wed May 02 00:00:00 -0400 2007","0","0","67.62841034"
"34.58201981","0","0","Wed May 02 00:00:00 -0400 2007","1","0","69.1253891"
"33.36803818","0","1","Thu May 03 00:00:00 -0400 2007","0","0","68.84413147"
"35.37524033","0","0","Thu May 03 00:00:00 -0400 2007","1","0","71.50939178"
"33.45111084","0","1","Thu May 03 00:00:00 -0400 2007","0","3","69.03336334"
"34.54589844","0","1","Thu May 03 00:00:00 -0400 2007","1","0","69.15804291"
"32.64049911","0","0","Thu May 03 00:00:00 -0400 2007","0","1","65.90033722"
"32.32696152","0","0","Fri May 04 00:00:00 -0400 2007","0","2","68.28920746"
"32.5057106","0","1","Fri May 04 00:00:00 -0400 2007","0","0","68.86373138"
"33.27322006","0","0","Sat May 05 00:00:00 -0400 2007","0","1","62.14847946"
"32.84893036","0","0","Sat May 05 00:00:00 -0400 2007","0","1","69.11238861"
"32.24055099","0","8","Sat May 05 00:00:00 -0400 2007","0","4","62.95647812"
"33.81866074","0","0","Sat May 05 00:00:00 -0400 2007","0","1","69.81882477"
"34.5202713","2","0","Sun May 06 00:00:00 -0400 2007","0","1","69.34866333"
"33.02801895","1","0","Sun May 06 00:00:00 -0400 2007","0","0","69.49043274"
"32.6376915","0","0","Sun May 06 00:00:00 -0400 2007","0","1","62.5820694"
"32.6181488","0","0","Sun May 06 00:00:00 -0400 2007","5","0","67.7923584"
"33.49290848","0","0","Sun May 06 00:00:00 -0400 2007","1","0","70.06410217"
"33.72396851","0","1","Sun May 06 00:00:00 -0400 2007","0","0","68.25522614"
"34.53321075","0","0","Mon May 07 00:00:00 -0400 2007","1","0","69.21140289"
"33.30057907","0","0","Mon May 07 00:00:00 -0400 2007","2","0","69.93447876"
"34.65177917","0","0","Mon May 07 00:00:00 -0400 2007","4","0","70.16612244"
"31.5078907","0","0","Tue May 08 00:00:00 -0400 2007","0","6","65.30814362"
"33.06586075","0","0","Wed May 09 00:00:00 -0400 2007","0","1","69.54451752"
"32.63448334","0","0","Wed May 09 00:00:00 -0400 2007","1","0","68.00960541"
"34.75244904","0","0","Wed May 09 00:00:00 -0400 2007","1","0","69.13437653"
"32.77101898","0","0","Wed May 09 00:00:00 -0400 2007","1","1","69.32810211"
"32.04862976","0","1","Thu May 10 00:00:00 -0400 2007","0","0","64.84143066"
"33.1336174","0","0","Thu May 10 00:00:00 -0400 2007","3","1","68.83655548"
"32.81705856","0","1","Thu May 10 00:00:00 -0400 2007","0","0","67.54078674"
"33.13359833","0","0","Thu May 10 00:00:00 -0400 2007","3","1","68.83660126"
"33.36648178","0","0","Thu May 10 00:00:00 -0400 2007","0","5","68.56787109"
"33.3656311","0","3","Fri May 11 00:00:00 -0400 2007","0","0","68.50853729"
"32.96222687","0","0","Fri May 11 00:00:00 -0400 2007","0","1","69.17394257"
"34.71871948","0","1","Sat May 12 00:00:00 -0400 2007","0","0","70.95918274"
"34.93473053","0","0","Sat May 12 00:00:00 -0400 2007","0","1","69.24086761"
"32.96942139","0","0","Sat May 12 00:00:00 -0400 2007","0","8","69.48155212"
"33.94033051","0","1","Sun May 13 00:00:00 -0400 2007","2","0","69.70794678"
"32.55004883","0","2","Sun May 13 00:00:00 -0400 2007","2","0","62.92512131"
"33.96934891","0","10","Sun May 13 00:00:00 -0400 2007","0","0","69.87138367"
"34.28051758","0","1","Sun May 13 00:00:00 -0400 2007","0","0","70.7208252"
"35.41613007","0","5","Mon May 14 00:00:00 -0400 2007","0","0","71.47255707"
"32.02634811","0","4","Mon May 14 00:00:00 -0400 2007","0","0","67.00708771"
"32.08459854","0","4","Mon May 14 00:00:00 -0400 2007","0","0","66.96826172"
"33.97846985","0","5","Mon May 14 00:00:00 -0400 2007","0","0","69.85106659"
"33.33778","1","0","Tue May 15 00:00:00 -0400 2007","0","0","69.95832062"
"31.88692093","1","0","Tue May 15 00:00:00 -0400 2007","0","0","66.51746368"
"32.86207962","0","0","Tue May 15 00:00:00 -0400 2007","1","0","66.04129028"
"33.2698288","0","2","Wed May 16 00:00:00 -0400 2007","0","0","68.85965729"
"32.85155106","0","0","Wed May 16 00:00:00 -0400 2007","3","0","66.04527283"
"32.00593185","0","0","Wed May 16 00:00:00 -0400 2007","0","1","67.48179626"
"32.66265106","0","0","Wed May 16 00:00:00 -0400 2007","0","1","66.169487"
"32.7881012","0","0","Thu May 17 00:00:00 -0400 2007","1","0","67.8511734"
"31.62066078","0","0","Thu May 17 00:00:00 -0400 2007","3","1","65.71880341"
"34.88542938","0","0","Thu May 17 00:00:00 -0400 2007","0","1","70.90305328"
"33.66165924","0","0","Thu May 17 00:00:00 -0400 2007","0","2","68.9105072"
"31.61470032","0","2","Thu May 17 00:00:00 -0400 2007","5","0","65.74389648"
"34.30233002","0","0","Thu May 17 00:00:00 -0400 2007","1","0","69.39048004"
"37.11600113","0","1","Thu May 17 00:00:00 -0400 2007","0","0","70.57350159"
"37.11598969","0","1","Thu May 17 00:00:00 -0400 2007","0","0","70.57354736"
"31.13200951","0","0","Thu May 17 00:00:00 -0400 2007","0","4","64.20824432"
"33.75294876","0","0","Thu May 17 00:00:00 -0400 2007","1","67","69.86485291"
"33.35390854","0","0","Thu May 17 00:00:00 -0400 2007","2","0","69.91953278"
"34.92591858","0","0","Fri May 18 00:00:00 -0400 2007","0","27","69.61422729"
"33.15573883","0","0","Sat May 19 00:00:00 -0400 2007","0","1","67.85973358"
"34.1343956","0","1","Sat May 19 00:00:00 -0400 2007","0","0","70.72328949"
"36.72974014","3","0","Sat May 19 00:00:00 -0400 2007","5","1","68.86852264"
"34.13439941","0","1","Sat May 19 00:00:00 -0400 2007","0","0","70.72328949"
"33.59844971","0","0","Sun May 20 00:00:00 -0400 2007","7","0","69.22910309"
"33.31660843","0","1","Sun May 20 00:00:00 -0400 2007","0","0","69.78103638"
"31.56307983","0","2","Mon May 21 00:00:00 -0400 2007","0","0","65.34845734"
"34.68251801","0","2","Mon May 21 00:00:00 -0400 2007","0","0","70.59922028"
"35.27294922","0","1","Mon May 21 00:00:00 -0400 2007","0","0","69.68786621"
"31.47167969","0","3","Tue May 22 00:00:00 -0400 2007","0","0","65.26515961"
"31.61496925","0","2","Tue May 22 00:00:00 -0400 2007","0","0","65.60270691"
"33.34642029","0","3","Tue May 22 00:00:00 -0400 2007","0","0","69.49112701"
"32.08531189","0","0","Wed May 23 00:00:00 -0400 2007","0","2","64.85642242"
"35.88087845","1","0","Wed May 23 00:00:00 -0400 2007","0","0","64.78027344"
"34.54219818","0","0","Wed May 23 00:00:00 -0400 2007","1","1","69.22559357"
"33.49594116","0","0","Wed May 23 00:00:00 -0400 2007","1","0","69.98178864"
"34.88457108","0","0","Wed May 23 00:00:00 -0400 2007","0","1","70.90621185"
"33.35174942","0","0","Thu May 24 00:00:00 -0400 2007","0","1","68.5100174"
"32.02276993","0","0","Thu May 24 00:00:00 -0400 2007","0","10","64.81493378"
"32.94096756","0","7","Thu May 24 00:00:00 -0400 2007","1","0","68.64055634"
"33.33750916","0","0","Thu May 24 00:00:00 -0400 2007","1","0","68.59351349"
"31.50266075","0","5","Thu May 24 00:00:00 -0400 2007","0","0","65.3964386"
"34.93473053","0","0","Fri May 25 00:00:00 -0400 2007","0","3","69.24086761"
"33.15731812","0","1","Fri May 25 00:00:00 -0400 2007","0","0","69.30626678"
"31.84902","0","0","Fri May 25 00:00:00 -0400 2007","0","10","64.65828705"
"31.50536919","1","0","Fri May 25 00:00:00 -0400 2007","0","0","65.3079834"
"33.48361969","0","0","Fri May 25 00:00:00 -0400 2007","2","0","68.42359924"
"32.76733017","0","0","Sat May 26 00:00:00 -0400 2007","1","0","69.12386322"
"31.61992073","0","0","Sat May 26 00:00:00 -0400 2007","0","1","65.71140289"
"30.84658051","1","0","Sat May 26 00:00:00 -0400 2007","0","0","64.18488312"
"34.95258713","0","3","Sun May 27 00:00:00 -0400 2007","0","0","70.93734741"
"33.66563034","0","0","Sun May 27 00:00:00 -0400 2007","1","0","68.61766815"
"32.4030304","0","6","Sun May 27 00:00:00 -0400 2007","0","0","68.34390259"
"34.40797043","0","1","Sun May 27 00:00:00 -0400 2007","0","0","69.13056946"
"32.24509048","0","3","Mon May 28 00:00:00 -0400 2007","0","0","67.11475372"
"36.72496033","0","0","Mon May 28 00:00:00 -0400 2007","0","1","68.86083221"
"32.92686081","0","0","Tue May 29 00:00:00 -0400 2007","1","0","69.24858856"
"32.28646088","0","0","Wed May 30 00:00:00 -0400 2007","0","2","65.0717926"
"32.15707016","0","0","Wed May 30 00:00:00 -0400 2007","0","3","64.94270325"
"32.2677803","7","0","Wed May 30 00:00:00 -0400 2007","0","0","65.04860687"
"31.11750984","0","0","Wed May 30 00:00:00 -0400 2007","0","2","64.18422699"
"32.66801071","0","1","Thu May 31 00:00:00 -0400 2007","0","0","65.87243652"
"31.82131004","0","2","Thu May 31 00:00:00 -0400 2007","0","0","64.58114624"
"32.30620956","0","19","Thu May 31 00:00:00 -0400 2007","0","0","67.20068359"
"34.77667999","0","0","Thu May 31 00:00:00 -0400 2007","2","0","71.11142731"
"32.12392044","0","0","Thu May 31 00:00:00 -0400 2007","0","3","64.86855316"
"31.53989983","0","0","Thu May 31 00:00:00 -0400 2007","0","1","65.47741699"
"33.51369095","0","0","Thu May 31 00:00:00 -0400 2007","0","6","69.08247375"
"32.77524948","0","0","Thu May 31 00:00:00 -0400 2007","1","0","67.71774292"
"34.74452972","0","1","Fri Jun 01 00:00:00 -0400 2007","0","0","70.89576721"
"31.67789078","0","0","Fri Jun 01 00:00:00 -0400 2007","1","0","64.89890289"
"34.51016998","1","0","Fri Jun 01 00:00:00 -0400 2007","0","0","69.23477173"
"32.38404846","0","1","Fri Jun 01 00:00:00 -0400 2007","0","0","67.28096771"
"32.26771927","0","0","Fri Jun 01 00:00:00 -0400 2007","0","7","65.02413177"
"34.98559189","0","1","Fri Jun 01 00:00:00 -0400 2007","0","1","70.90306091"
"34.68349838","1","0","Fri Jun 01 00:00:00 -0400 2007","0","0","70.19750214"
"35.34251022","0","0","Sat Jun 02 00:00:00 -0400 2007","1","0","71.54512024"
"31.96570015","0","1","Sun Jun 03 00:00:00 -0400 2007","0","0","67.04653168"
"33.45167923","0","1","Sun Jun 03 00:00:00 -0400 2007","0","0","70.19431305"
"31.12166023","0","0","Mon Jun 04 00:00:00 -0400 2007","0","1","64.18596649"
"32.10631943","0","0","Mon Jun 04 00:00:00 -0400 2007","0","7","65.71365356"
"34.69851685","0","0","Mon Jun 04 00:00:00 -0400 2007","0","3","70.23440552"
"34.32619858","0","0","Mon Jun 04 00:00:00 -0400 2007","0","1","71.06075287"
"32.92541885","0","0","Tue Jun 05 00:00:00 -0400 2007","0","2","66.68354034"
"33.28678131","0","1","Tue Jun 05 00:00:00 -0400 2007","0","0","70.20493317"
"31.9803009","0","2","Tue Jun 05 00:00:00 -0400 2007","0","0","65.96737671"
"34.91160965","1","0","Tue Jun 05 00:00:00 -0400 2007","0","0","70.90638733"
"31.11916924","0","0","Tue Jun 05 00:00:00 -0400 2007","0","2","64.19191742"
"32.25487137","0","0","Tue Jun 05 00:00:00 -0400 2007","0","2","65.03286743"
"32.40406799","0","0","Tue Jun 05 00:00:00 -0400 2007","0","1","68.36940002"
"32.28310013","1","0","Tue Jun 05 00:00:00 -0400 2007","0","9","64.98763275"
"35.2220192","0","1","Tue Jun 05 00:00:00 -0400 2007","0","0","71.10851288"
"35.23170853","0","0","Wed Jun 06 00:00:00 -0400 2007","0","2","71.54164886"
"35.40016937","0","0","Wed Jun 06 00:00:00 -0400 2007","0","8","71.41483307"
"35.12229156","0","0","Wed Jun 06 00:00:00 -0400 2007","1","0","69.23267365"
"32.63080978","0","1","Wed Jun 06 00:00:00 -0400 2007","0","0","66.79881287"
"35.41334152","0","0","Wed Jun 06 00:00:00 -0400 2007","0","3","71.41927338"
"32.09004974","0","1","Thu Jun 07 00:00:00 -0400 2007","0","2","65.69658661"
"32.68045044","0","0","Thu Jun 07 00:00:00 -0400 2007","3","0","67.58764648"
"31.62446976","0","4","Thu Jun 07 00:00:00 -0400 2007","0","0","65.70941162"
"32.85765839","0","0","Thu Jun 07 00:00:00 -0400 2007","0","3","66.03684998"
"31.98353958","0","1","Thu Jun 07 00:00:00 -0400 2007","0","2","67.332901"
"32.01557159","0","2","Thu Jun 07 00:00:00 -0400 2007","0","0","65.10590363"
"32.85765839","0","0","Thu Jun 07 00:00:00 -0400 2007","0","5","66.03684998"
"33.81742859","0","0","Fri Jun 08 00:00:00 -0400 2007","4","0","68.58841705"
"34.71041107","0","1","Fri Jun 08 00:00:00 -0400 2007","0","0","70.14953613"
"31.12174034","0","0","Fri Jun 08 00:00:00 -0400 2007","0","4","64.186203"
"31.1171608","0","0","Fri Jun 08 00:00:00 -0400 2007","0","4","64.19450378"
"31.49669075","0","2","Fri Jun 08 00:00:00 -0400 2007","0","0","65.37838745"
"32.08417892","1","0","Sat Jun 09 00:00:00 -0400 2007","0","0","64.87229156"
"31.12516022","0","0","Sat Jun 09 00:00:00 -0400 2007","0","4","64.2066803"
"33.24659729","0","1","Sat Jun 09 00:00:00 -0400 2007","0","0","68.21636963"
"33.15871048","0","0","Sat Jun 09 00:00:00 -0400 2007","0","1","67.91056824"
"32.31523132","0","4","Sat Jun 09 00:00:00 -0400 2007","0","0","66.08969116"
"32.68972015","0","0","Sat Jun 09 00:00:00 -0400 2007","0","9","66.8152771"
"32.97158813","0","0","Sun Jun 10 00:00:00 -0400 2007","0","3","65.49417114"
"32.7356987","0","0","Sun Jun 10 00:00:00 -0400 2007","0","1","66.05316162"
"32.1763382","0","0","Sun Jun 10 00:00:00 -0400 2007","0","4","66.51413727"
"31.1217308","0","0","Sun Jun 10 00:00:00 -0400 2007","0","3","64.19740295"
"31.12640953","0","0","Sun Jun 10 00:00:00 -0400 2007","0","3","64.20858002"
"32.23350906","0","4","Sun Jun 10 00:00:00 -0400 2007","0","0","66.10397339"
"31.59741974","0","0","Sun Jun 10 00:00:00 -0400 2007","1","0","65.70863342"
"34.27045822","0","7","Mon Jun 11 00:00:00 -0400 2007","0","4","70.06186676"
"34.12689972","0","1","Mon Jun 11 00:00:00 -0400 2007","0","0","62.22243881"
"31.46377945","0","4","Mon Jun 11 00:00:00 -0400 2007","0","0","65.25234222"
"32.10007095","0","0","Mon Jun 11 00:00:00 -0400 2007","0","1","64.89486694"
"34.94144821","0","0","Mon Jun 11 00:00:00 -0400 2007","3","0","70.95745087"
"31.49144936","0","0","Mon Jun 11 00:00:00 -0400 2007","0","4","65.36395264"
"33.31225967","0","0","Mon Jun 11 00:00:00 -0400 2007","1","1","69.93869019"
"31.99420929","1","0","Mon Jun 11 00:00:00 -0400 2007","0","0","65.70860291"
"32.62672043","0","0","Tue Jun 12 00:00:00 -0400 2007","0","9","66.77118683"
"32.8723793","0","0","Tue Jun 12 00:00:00 -0400 2007","0","6","66.04917908"
"32.17552185","0","0","Tue Jun 12 00:00:00 -0400 2007","0","2","66.51399994"
"33.22922516","0","0","Wed Jun 13 00:00:00 -0400 2007","0","1","69.81997681"
"31.55219078","0","0","Wed Jun 13 00:00:00 -0400 2007","0","7","65.39981079"
"32.15977097","0","0","Wed Jun 13 00:00:00 -0400 2007","0","5","65.75430298"
"32.15229034","0","0","Thu Jun 14 00:00:00 -0400 2007","0","26","64.96071625"
"33.31248856","0","0","Thu Jun 14 00:00:00 -0400 2007","0","2","68.85207367"
